"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","No function","AA/AO","Female","9495","8105","22640","21260"
"In post","2022","30-39","No function","AA/AO","Male","8630","8475","24330","22600"
"In post","2022","30-39","No function","EO","Female","8695","7950","28160","27570"
"In post","2022","30-39","No function","EO","Male","6725","6675","28760","27570"
"In post","2022","30-39","No function","G6/G7","Female","3640","3500","56770","54700"
"In post","2022","30-39","No function","G6/G7","Male","3595","3565","57060","55070"
"In post","2022","30-39","No function","SCS level","Female","330","315","78470","74100"
"In post","2022","30-39","No function","SCS level","Male","295","295","78600","74500"
"In post","2022","30-39","No function","SEO/HEO","Female","7330","7010","36330","35590"
"In post","2022","30-39","No function","SEO/HEO","Male","6260","6215","36520","35630"
"In post","2022","30-39","No function","Unknown","Female","3480","3180","29090","28200"
"In post","2022","30-39","No function","Unknown","Male","895","870","28810","26310"
"In post","2022","30-39","Project Delivery","AA/AO","Female","40","35","21880","21260"
"In post","2022","30-39","Project Delivery","AA/AO","Male","30","30","21390","21260"
"In post","2022","30-39","Project Delivery","EO","Female","300","270","25280","26120"
"In post","2022","30-39","Project Delivery","EO","Male","265","265","24410","25670"
"In post","2022","30-39","Project Delivery","G6/G7","Female","850","820","55590","54270"
"In post","2022","30-39","Project Delivery","G6/G7","Male","880","875","55960","54760"
"In post","2022","30-39","Project Delivery","SCS level","Female","35","35","83290","78000"
"In post","2022","30-39","Project Delivery","SCS level","Male","25","25","[c]","[c]"
"In post","2022","30-39","Project Delivery","SEO/HEO","Female","1560","1465","35770","35360"
"In post","2022","30-39","Project Delivery","SEO/HEO","Male","1670","1665","36770","37400"
"In post","2022","30-39","Project Delivery","Unknown","Female","110","105","36930","36550"
"In post","2022","30-39","Project Delivery","Unknown","Male","255","255","40380","39860"
"In post","2022","30-39","Property","AA/AO","Female","130","115","21720","22010"
"In post","2022","30-39","Property","AA/AO","Male","130","125","23000","22010"
"In post","2022","30-39","Property","EO","Female","140","130","26240","26350"
"In post","2022","30-39","Property","EO","Male","165","165","26570","26490"
"In post","2022","30-39","Property","G6/G7","Female","130","125","56690","54540"
"In post","2022","30-39","Property","G6/G7","Male","145","145","56790","55000"
"In post","2022","30-39","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","SEO/HEO","Female","330","315","36560","35450"
"In post","2022","30-39","Property","SEO/HEO","Male","375","370","37360","36500"
"In post","2022","30-39","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","AA/AO","Female","175","170","26800","23460"
"In post","2022","30-39","Security","AA/AO","Male","860","855","29100","26750"
"In post","2022","30-39","Security","EO","Female","105","100","29270","26670"
"In post","2022","30-39","Security","EO","Male","155","155","33610","29310"
"In post","2022","30-39","Security","G6/G7","Female","60","60","56970","56700"
"In post","2022","30-39","Security","G6/G7","Male","95","95","58790","57880"
"In post","2022","30-39","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","SEO/HEO","Female","250","245","36790","36140"
"In post","2022","30-39","Security","SEO/HEO","Male","340","340","38590","37640"
"In post","2022","30-39","Security","Unknown","Female","10","10","[c]","[c]"
"In post","2022","30-39","Security","Unknown","Male","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","AA/AO","Female","1895","1655","22170","21680"
"In post","2022","30-39","Unknown","AA/AO","Male","1325","1290","22430","21680"
"In post","2022","30-39","Unknown","EO","Female","2795","2555","26910","26350"
"In post","2022","30-39","Unknown","EO","Male","2400","2380","26740","25770"
"In post","2022","30-39","Unknown","G6/G7","Female","1345","1285","59810","57680"
"In post","2022","30-39","Unknown","G6/G7","Male","1165","1155","59890","57480"
"In post","2022","30-39","Unknown","SCS level","Female","50","45","80280","76480"
"In post","2022","30-39","Unknown","SCS level","Male","45","45","79620","78460"
"In post","2022","30-39","Unknown","SEO/HEO","Female","3305","3140","37490","37450"
"In post","2022","30-39","Unknown","SEO/HEO","Male","2720","2700","37650","37450"
"In post","2022","30-39","Unknown","Unknown","Female","75","75","38310","37000"
"In post","2022","30-39","Unknown","Unknown","Male","385","385","37350","34460"
"In post","2022","40-49","Analysis","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","EO","Female","60","55","26090","25350"
"In post","2022","40-49","Analysis","EO","Male","60","60","26230","25340"
"In post","2022","40-49","Analysis","G6/G7","Female","380","335","60050","59100"
"In post","2022","40-49","Analysis","G6/G7","Male","430","425","61440","58880"
"In post","2022","40-49","Analysis","SCS level","Female","35","35","84080","79620"
"In post","2022","40-49","Analysis","SCS level","Male","35","35","84690","80810"
"In post","2022","40-49","Analysis","SEO/HEO","Female","315","280","37470","37740"
"In post","2022","40-49","Analysis","SEO/HEO","Male","330","325","38110","38340"
"In post","2022","40-49","Commercial","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","40-49","Commercial","AA/AO","Male","30","30","22460","21690"
"In post","2022","40-49","Commercial","EO","Female","70","65","26680","26350"
"In post","2022","40-49","Commercial","EO","Male","50","50","27200","26670"
"In post","2022","40-49","Commercial","G6/G7","Female","385","370","61490","60830"
"In post","2022","40-49","Commercial","G6/G7","Male","380","380","62490","61710"
"In post","2022","40-49","Commercial","SCS level","Female","60","60","106950","97710"
"In post","2022","40-49","Commercial","SCS level","Male","70","70","110410","112980"
"In post","2022","40-49","Commercial","SEO/HEO","Female","375","355","37250","37420"
"In post","2022","40-49","Commercial","SEO/HEO","Male","245","240","38240","38980"
"In post","2022","40-49","Commercial","Unknown","Female","20","20","[c]","[c]"
"In post","2022","40-49","Commercial","Unknown","Male","20","20","[c]","[c]"
"In post","2022","40-49","Communications","AA/AO","Female","45","40","21480","21250"
"In post","2022","40-49","Communications","AA/AO","Male","45","40","21880","21280"
"In post","2022","40-49","Communications","EO","Female","265","245","27080","26820"
"In post","2022","40-49","Communications","EO","Male","295","295","26910","26820"
"In post","2022","40-49","Communications","G6/G7","Female","255","235","58670","56260"
"In post","2022","40-49","Communications","G6/G7","Male","165","165","58180","55360"
"In post","2022","40-49","Communications","SCS level","Female","35","35","90410","85810"
"In post","2022","40-49","Communications","SCS level","Male","30","30","91120","85090"
"In post","2022","40-49","Communications","SEO/HEO","Female","400","375","37530","36970"
"In post","2022","40-49","Communications","SEO/HEO","Male","360","355","37020","34880"
"In post","2022","40-49","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","AA/AO","Female","345","275","22340","21260"
"In post","2022","40-49","Counter Fraud","AA/AO","Male","195","190","22120","21260"
"In post","2022","40-49","Counter Fraud","EO","Female","810","720","28100","27570"
"In post","2022","40-49","Counter Fraud","EO","Male","630","620","28020","27570"
"In post","2022","40-49","Counter Fraud","G6/G7","Female","125","120","58810","55210"
"In post","2022","40-49","Counter Fraud","G6/G7","Male","215","210","59410","55410"
"In post","2022","40-49","Counter Fraud","SCS level","Female","10","10","[c]","[c]"
"In post","2022","40-49","Counter Fraud","SCS level","Male","10","10","[c]","[c]"
"In post","2022","40-49","Counter Fraud","SEO/HEO","Female","685","645","35860","33430"
"In post","2022","40-49","Counter Fraud","SEO/HEO","Male","755","750","36460","34390"
"In post","2022","40-49","Debt","AA/AO","Female","610","490","21580","21260"
"In post","2022","40-49","Debt","AA/AO","Male","335","315","21490","21250"
"In post","2022","40-49","Debt","EO","Female","165","145","27750","27570"
"In post","2022","40-49","Debt","EO","Male","105","105","27520","26820"
"In post","2022","40-49","Debt","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","40-49","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","SEO/HEO","Female","45","45","34700","33370"
"In post","2022","40-49","Debt","SEO/HEO","Male","35","35","34240","33220"
"In post","2022","40-49","Digital, Data & Technology","AA/AO","Female","70","65","21700","21260"
"In post","2022","40-49","Digital, Data & Technology","AA/AO","Male","65","65","22300","21380"
"In post","2022","40-49","Digital, Data & Technology","EO","Female","310","285","27540","27130"
"In post","2022","40-49","Digital, Data & Technology","EO","Male","490","485","27990","27570"
"In post","2022","40-49","Digital, Data & Technology","G6/G7","Female","710","680","56810","54760"
"In post","2022","40-49","Digital, Data & Technology","G6/G7","Male","1355","1345","59080","57170"
"In post","2022","40-49","Digital, Data & Technology","SCS level","Female","45","45","92090","87190"
"In post","2022","40-49","Digital, Data & Technology","SCS level","Male","100","100","94830","90710"
"In post","2022","40-49","Digital, Data & Technology","SEO/HEO","Female","1055","995","37120","36750"
"In post","2022","40-49","Digital, Data & Technology","SEO/HEO","Male","1750","1735","38570","38550"
"In post","2022","40-49","Digital, Data & Technology","Unknown","Female","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2022","40-49","Finance","AA/AO","Female","205","170","21870","21260"
"In post","2022","40-49","Finance","AA/AO","Male","90","90","21620","21250"
"In post","2022","40-49","Finance","EO","Female","280","255","27180","26680"
"In post","2022","40-49","Finance","EO","Male","150","150","27180","26820"
"In post","2022","40-49","Finance","G6/G7","Female","440","420","57970","56500"
"In post","2022","40-49","Finance","G6/G7","Male","435","435","59280","57500"
"In post","2022","40-49","Finance","SCS level","Female","50","50","83380","77860"
"In post","2022","40-49","Finance","SCS level","Male","85","80","84800","79510"
"In post","2022","40-49","Finance","SEO/HEO","Female","795","745","37310","36650"
"In post","2022","40-49","Finance","SEO/HEO","Male","615","610","37290","36650"
"In post","2022","40-49","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Unknown","Male","5","5","[c]","[c]"
"In post","2022","40-49","Grants Management","AA/AO","Female","210","170","21300","21300"
"In post","2022","40-49","Grants Management","AA/AO","Male","135","135","21300","21300"
"In post","2022","40-49","Grants Management","EO","Female","115","95","25490","25190"
"In post","2022","40-49","Grants Management","EO","Male","70","70","25380","25190"
"In post","2022","40-49","Grants Management","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","40-49","Grants Management","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","40-49","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","SEO/HEO","Female","85","75","32820","30760"
"In post","2022","40-49","Grants Management","SEO/HEO","Male","50","50","32330","31040"
"In post","2022","40-49","Human Resources","AA/AO","Female","215","180","21940","21380"
"In post","2022","40-49","Human Resources","AA/AO","Male","85","80","21660","21260"
"In post","2022","40-49","Human Resources","EO","Female","375","340","27330","26980"
"In post","2022","40-49","Human Resources","EO","Male","170","170","27660","27570"
"In post","2022","40-49","Human Resources","G6/G7","Female","505","480","56810","55210"
"In post","2022","40-49","Human Resources","G6/G7","Male","240","235","58310","57540"
"In post","2022","40-49","Human Resources","SCS level","Female","75","70","86580","78300"
"In post","2022","40-49","Human Resources","SCS level","Male","45","45","85150","77290"
"In post","2022","40-49","Human Resources","SEO/HEO","Female","880","825","36620","36050"
"In post","2022","40-49","Human Resources","SEO/HEO","Male","345","340","36960","36820"
"In post","2022","40-49","Human Resources","Unknown","Female","10","10","[c]","[c]"
"In post","2022","40-49","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","EO","Female","10","10","[c]","[c]"
"In post","2022","40-49","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","G6/G7","Female","30","30","59210","58550"
"In post","2022","40-49","Internal Audit","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","40-49","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","SCS level","Male","5","5","[c]","[c]"
"In post","2022","40-49","Internal Audit","SEO/HEO","Female","60","55","40460","40630"
"In post","2022","40-49","Internal Audit","SEO/HEO","Male","45","45","41390","41090"
"In post","2022","40-49","Legal","AA/AO","Female","215","175","22780","22200"
"In post","2022","40-49","Legal","AA/AO","Male","100","95","22940","22200"
"In post","2022","40-49","Legal","EO","Female","285","250","28030","28430"
"In post","2022","40-49","Legal","EO","Male","120","120","28030","28150"
"In post","2022","40-49","Legal","G6/G7","Female","1360","1190","59330","58390"
"In post","2022","40-49","Legal","G6/G7","Male","630","620","60710","60710"
"In post","2022","40-49","Legal","SCS level","Female","100","95","83240","79760"
"In post","2022","40-49","Legal","SCS level","Male","75","70","86510","82050"
"In post","2022","40-49","Legal","SEO/HEO","Female","305","280","40260","38550"
"In post","2022","40-49","Legal","SEO/HEO","Male","185","180","38860","38000"
"In post","2022","40-49","No function","AA/AO","Female","10550","8780","22190","21260"
"In post","2022","40-49","No function","AA/AO","Male","7280","7085","24250","21840"
"In post","2022","40-49","No function","EO","Female","10220","9070","28000","27570"
