"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Animal and Plant Health Agency","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","SEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","EO","Heterosexual / straight","40","40","30180","31460"
"In post","2022","Animal and Plant Health Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","AO","Heterosexual / straight","95","90","21460","21300"
"In post","2022","Animal and Plant Health Agency","North West (England)","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","AO","Unknown","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","EO","Heterosexual / straight","55","55","25190","24920"
"In post","2022","Animal and Plant Health Agency","North West (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","HEO","Heterosexual / straight","35","35","29910","29180"
"In post","2022","Animal and Plant Health Agency","North West (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","SEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","AO","Heterosexual / straight","30","25","21300","21300"
"In post","2022","Animal and Plant Health Agency","Scotland","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","AO","Heterosexual / straight","120","115","24370","24370"
"In post","2022","Animal and Plant Health Agency","South East (England)","AO","LGBO","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","AO","Unknown","35","35","24200","24370"
"In post","2022","Animal and Plant Health Agency","South East (England)","EO","Heterosexual / straight","165","160","27550","27960"
"In post","2022","Animal and Plant Health Agency","South East (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","HEO","Heterosexual / straight","110","105","32610","32560"
"In post","2022","Animal and Plant Health Agency","South East (England)","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","SEO","Heterosexual / straight","100","95","39830","38750"
"In post","2022","Animal and Plant Health Agency","South East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","AO","Heterosexual / straight","125","115","21330","21300"
"In post","2022","Animal and Plant Health Agency","South West (England)","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","AO","Unknown","15","15","[c]","[c]"
