"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","EO","15","[c]","27770","26180"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","G6/G7","60","[c]","55630","53350"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","SCS level","10","[c]","73500","73500"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","75","[c]","34450","34020"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","EO","25","[c]","26870","26000"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","G6/G7","70","[c]","55670","54160"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","SCS level","15","[c]","86760","76680"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","SEO/HEO","115","[c]","35960","36500"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","75","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","185","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","G6/G7","35","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","SEO/HEO","80","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","40","[c]","27460","27850"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","65","[c]","55460","53130"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","105","[c]","35140","33210"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","EO","45","[c]","29620","30270"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","G6/G7","90","[c]","57190","54760"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","SEO/HEO","160","[c]","38080","35430"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","AA/AO","395","[c]","21340","21260"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","EO","1610","[c]","28210","27570"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","G6/G7","25","[c]","55850","54070"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","SEO/HEO","215","[c]","33370","31990"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","EO","70","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","G6/G7","170","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","SCS level","45","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","SEO/HEO","205","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","AA/AO","55","[c]","21270","21840"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","EO","20","[c]","26510","26580"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","SEO/HEO","10","[c]","36920","38850"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","AA/AO","30","[c]","22150","21840"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","EO","35","[c]","27540","26470"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","SEO/HEO","10","[c]","34030","31850"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","SEO/HEO","20","[c]","34520","33610"
"Leaver Dept.","2022","No function","Food Standards Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","SEO/HEO","30","[c]","36850","37910"
"Leaver Dept.","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","EO","10","[c]","27290","26410"
"Leaver Dept.","2022","No function","Health and Safety Executive","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","SEO/HEO","35","[c]","40420","41240"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","AA/AO","305","[c]","20820","20970"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","EO","100","[c]","25310","25120"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","G6/G7","20","[c]","56740","58130"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","SEO/HEO","105","[c]","34640","34260"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","AA/AO","220","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","EO","60","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","SEO/HEO","130","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Unknown","125","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury (excl. agencies)","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury (excl. agencies)","G6/G7","45","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury (excl. agencies)","SEO/HEO","70","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Institute for Apprenticeships and Technical Education","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Legal Aid Agency","AA/AO","15","[c]","20360","20370"
"Leaver Dept.","2022","No function","Legal Aid Agency","EO","15","[c]","24550","25120"
"Leaver Dept.","2022","No function","Legal Aid Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Legal Aid Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Legal Aid Agency","SEO/HEO","10","[c]","32200","31700"
"Leaver Dept.","2022","No function","Maritime and Coastguard Agency","AA/AO","20","[c]","23770","21840"
"Leaver Dept.","2022","No function","Maritime and Coastguard Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Maritime and Coastguard Agency","SEO/HEO","15","[c]","37500","39250"
"Leaver Dept.","2022","No function","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicines and Healthcare Products Regulatory Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Ministry of Justice (excl. agencies)","AA/AO","25","[c]","22050","22680"
"Leaver Dept.","2022","No function","Ministry of Justice (excl. agencies)","EO","50","[c]","26800","26410"
"Leaver Dept.","2022","No function","Ministry of Justice (excl. agencies)","G6/G7","75","[c]","57000","54880"
"Leaver Dept.","2022","No function","Ministry of Justice (excl. agencies)","SCS level","15","[c]","86560","79760"
"Leaver Dept.","2022","No function","Ministry of Justice (excl. agencies)","SEO/HEO","245","[c]","37280","36800"
"Leaver Dept.","2022","No function","Ministry of Justice (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","National Crime Agency","EO","30","[c]","33910","33980"
"Leaver Dept.","2022","No function","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","National Crime Agency","SEO/HEO","25","[c]","44120","43710"
"Leaver Dept.","2022","No function","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Northern Ireland Office","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","EO","35","[c]","24810","24650"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","G6/G7","20","[c]","55590","51670"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","SEO/HEO","20","[c]","34960","34240"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Public Guardian","AA/AO","70","[c]","20470","20970"
"Leaver Dept.","2022","No function","Office of the Public Guardian","EO","45","[c]","23550","23700"
"Leaver Dept.","2022","No function","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Public Guardian","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Public Guardian","SEO/HEO","20","[c]","29910","30450"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectorate","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectorate","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectorate","G6/G7","20","[c]","59580","58810"
"Leaver Dept.","2022","No function","Planning Inspectorate","SEO/HEO","10","[c]","35940","34860"
"Leaver Dept.","2022","No function","Public Health England","AA/AO","770","[c]","21350","20990"
"Leaver Dept.","2022","No function","Public Health England","EO","795","[c]","25790","26830"
"Leaver Dept.","2022","No function","Public Health England","G6/G7","1525","[c]","58210","54230"
"Leaver Dept.","2022","No function","Public Health England","SCS level","355","[c]","109160","107610"
"Leaver Dept.","2022","No function","Public Health England","SEO/HEO","2350","[c]","35960","36330"
"Leaver Dept.","2022","No function","Public Health England","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Registers of Scotland","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Scottish Courts and Tribunals Service","AA/AO","10","[c]","23160","23780"
"Leaver Dept.","2022","No function","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Teaching Regulation Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The Insolvency Service","AA/AO","35","[c]","21300","21130"
"Leaver Dept.","2022","No function","The Insolvency Service","EO","10","[c]","25000","24260"
"Leaver Dept.","2022","No function","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The Insolvency Service","SEO/HEO","15","[c]","33190","31000"
"Leaver Dept.","2022","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Health Security Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Health Security Agency","G6/G7","15","[c]","57020","53360"
"Leaver Dept.","2022","No function","UK Health Security Agency","SEO/HEO","15","[c]","35820","36820"
"Leaver Dept.","2022","No function","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","AA/AO","25","[c]","20570","19860"
"Leaver Dept.","2022","No function","UK Statistics Authority","EO","15","[c]","24230","23630"
"Leaver Dept.","2022","No function","UK Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","SEO/HEO","25","[c]","33640","33210"
"Leaver Dept.","2022","No function","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Vehicle Certification Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office (excl. agencies)","SCS level","10","[c]","99220","93400"
"Leaver Dept.","2022","Project Delivery","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Competition and Markets Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Competition and Markets Authority","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Competition and Markets Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","EO","65","[c]","22830","23260"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","G6/G7","30","[c]","53170","53270"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Equipment and Support","SEO/HEO","165","[c]","34100","33730"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Education (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","EO","15","[c]","28030","27570"
"Leaver Dept.","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","SEO/HEO","35","[c]","35070","35310"
"Leaver Dept.","2022","Project Delivery","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Driver and Vehicle Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","30","[c]","53800","52430"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","15","[c]","37780","38600"
"Leaver Dept.","2022","Project Delivery","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Met Office","G6/G7","[c]","[c]","[c]","[c]"
