"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Northern Ireland","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Overseas","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Overseas","HEO","15","[c]","39120","41600"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Scotland","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Scotland","AO","20","[c]","21050","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Scotland","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Scotland","HEO","10","[c]","36140","34250"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South East (England)","AA","30","[c]","19580","19810"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South East (England)","AO","70","[c]","21330","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South East (England)","EO","40","[c]","26690","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South East (England)","HEO","20","[c]","33440","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South East (England)","SEO","15","[c]","43820","40000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South West (England)","AA","20","[c]","19410","19430"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South West (England)","AO","50","[c]","21150","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South West (England)","EO","30","[c]","26950","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South West (England)","HEO","20","[c]","33210","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Wales","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Wales","AO","15","[c]","20990","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Wales","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","AO","15","[c]","21100","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","EO","30","[c]","28660","29350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","AO","15","[c]","21120","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","EO","15","[c]","26540","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","London","EO","10","[c]","29780","30200"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","London","HEO","10","[c]","35500","35500"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","London","SEO","25","[c]","44710","44500"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Policy","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","East of England","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","East of England","HEO","10","[c]","35080","34000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","SEO","15","[c]","44070","44500"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","EO","10","[c]","26870","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","HEO","30","[c]","33270","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","SEO","10","[c]","40000","40000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","EO","10","[c]","26350","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","HEO","20","[c]","33000","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","SEO","20","[c]","40250","40000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","East Midlands (England)","AA","10","[c]","18870","19010"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","East of England","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","East of England","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","East of England","EO","10","[c]","26350","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","East of England","HEO","20","[c]","33000","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Property","London","SEO","[c]","[c]","[c]","[c]"
