"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","HM Land Registry","Female","Heterosexual / straight","65","60","39020","36200"
"In post","2022","Human Resources","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Prison and Probation Service","Female","Heterosexual / straight","75","75","46830","46550"
"In post","2022","Human Resources","HM Prison and Probation Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Prison and Probation Service","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Prison and Probation Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Prison and Probation Service","Male","Heterosexual / straight","50","50","50180","51070"
"In post","2022","Human Resources","HM Prison and Probation Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Prison and Probation Service","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","HM Prison and Probation Service","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Prison and Probation Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Prison and Probation Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Female","Heterosexual / straight","750","690","39100","33370"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Female","LGBO","35","35","35700","33220"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Female","Undeclared","55","50","34370","28920"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Female","Unknown","245","225","32810","28920"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Male","Heterosexual / straight","350","335","37000","33370"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Male","LGBO","50","50","38680","33400"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Male","Undeclared","40","40","35080","33370"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Male","Unknown","145","140","33000","28920"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Female","Heterosexual / straight","65","60","40550","37900"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Female","Heterosexual / straight","40","35","39040","36000"
"In post","2022","Human Resources","Intellectual Property Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Male","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Met Office","Female","Heterosexual / straight","45","45","38670","33130"
"In post","2022","Human Resources","Met Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Met Office","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Met Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Met Office","Male","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Human Resources","Met Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Met Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Met Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Met Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Met Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Female","Heterosexual / straight","1020","935","30890","26670"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Female","LGBO","35","35","33260","28000"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Female","Undeclared","125","115","29560","26350"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Female","Unknown","85","80","29950","26350"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Male","Heterosexual / straight","410","400","33180","30560"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Male","LGBO","35","35","41150","41500"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Male","Undeclared","60","60","33840","29200"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Male","Unknown","45","45","34360","26350"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Female","Heterosexual / straight","545","525","40120","35220"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Female","LGBO","25","20","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Female","Undeclared","45","45","42650","36920"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Female","Unknown","65","60","37790","34110"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Male","Heterosexual / straight","180","175","41370","38750"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Male","LGBO","25","20","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Male","Undeclared","25","20","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Male","Unknown","35","35","34510","32480"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
