"Status","Year","Ethnicity","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","Department for Transport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Female","Heterosexual / straight","195","[c]","29270","27570"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Male","Heterosexual / straight","195","[c]","28880","27570"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Female","Heterosexual / straight","460","[c]","38290","32330"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Female","Undeclared","45","[c]","40480","30460"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Female","Unknown","65","[c]","53410","40470"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Male","Heterosexual / straight","210","[c]","42370","34270"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Male","Undeclared","30","[c]","44030","40050"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Estyn","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Female","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Male","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","Female","Heterosexual / straight","85","[c]","32210","28810"
"Leaver Dept.","2022","Asian","Home Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","Male","Heterosexual / straight","85","[c]","34010","28820"
"Leaver Dept.","2022","Asian","Home Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","Female","Heterosexual / straight","30","[c]","37930","37520"
"Leaver Dept.","2022","Asian","Ministry of Defence","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","Male","Heterosexual / straight","35","[c]","34290","33300"
"Leaver Dept.","2022","Asian","Ministry of Defence","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","Female","Heterosexual / straight","120","[c]","28780","23720"
"Leaver Dept.","2022","Asian","Ministry of Justice","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","Male","Heterosexual / straight","85","[c]","27500","23700"
"Leaver Dept.","2022","Asian","Ministry of Justice","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Office for Standards in Education, Children's Services and Skills","Male","Unknown","[c]","[c]","[c]","[c]"
