"Status","Year","Disability","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","No function","Communications","London","10","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Economics","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","No function","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Finance","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","No function","Geography","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","No function","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","No function","Inspector of Education and Training","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Inspector of Education and Training","Outside London","60","55","61000","51360"
"In post","2022","Declared disabled","No function","Intelligence Analysis","London","10","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Intelligence Analysis","Outside London","45","45","28820","27380"
"In post","2022","Declared disabled","No function","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","International Trade","London","95","95","47620","41060"
"In post","2022","Declared disabled","No function","International Trade","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","No function","International Trade","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","No function","Knowledge and Information Management","London","40","40","43080","37970"
"In post","2022","Declared disabled","No function","Knowledge and Information Management","Outside London","60","55","31360","27570"
"In post","2022","Declared disabled","No function","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Legal","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","No function","Legal","Outside London","100","90","41520","42060"
"In post","2022","Declared disabled","No function","Medicine","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Medicine","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","No function","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Operational Delivery","London","2835","2665","33320","31060"
"In post","2022","Declared disabled","No function","Operational Delivery","Outside London","23805","21150","27080","27120"
"In post","2022","Declared disabled","No function","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Operational Delivery","Unknown","70","60","27510","27570"
"In post","2022","Declared disabled","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Operational Research","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","No function","Other","London","150","145","38500","31060"
"In post","2022","Declared disabled","No function","Other","Outside London","960","880","28070","27570"
"In post","2022","Declared disabled","No function","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Other","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Planning","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","No function","Planning","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Planning Inspectors","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","No function","Policy","London","1530","1490","46540","40960"
"In post","2022","Declared disabled","No function","Policy","Outside London","615","590","39200","36340"
"In post","2022","Declared disabled","No function","Policy","Overseas","115","115","47480","39230"
"In post","2022","Declared disabled","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Project Delivery","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","No function","Project Delivery","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","No function","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Psychology","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Psychology","Outside London","115","115","32610","29750"
"In post","2022","Declared disabled","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Science and Engineering","London","40","40","40700","36330"
"In post","2022","Declared disabled","No function","Science and Engineering","Outside London","385","365","35790","32560"
"In post","2022","Declared disabled","No function","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Statistics","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Tax","London","165","155","43390","40910"
"In post","2022","Declared disabled","No function","Tax","Outside London","875","810","35790","33370"
"In post","2022","Declared disabled","No function","Unknown","London","265","260","48440","42610"
"In post","2022","Declared disabled","No function","Unknown","Outside London","220","215","32080","33080"
"In post","2022","Declared disabled","No function","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Veterinarian","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","No function","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Commercial","Outside London","70","70","38380","34150"
"In post","2022","Declared disabled","Project Delivery","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Inspector of Education and Training","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Operational Delivery","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Operational Delivery","Outside London","175","165","33890","31990"
"In post","2022","Declared disabled","Project Delivery","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Other","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Other","Outside London","335","315","31100","28320"
