"Status","Year","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","G6/G7","G7","10","[c]","54810","51860"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","SEO/HEO","HEO","30","[c]","31170","31990"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","SEO/HEO","SEO","25","[c]","37670","37100"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","AA/AO","AO","25","[c]","21610","21170"
"Leaver Dept.","2022","North West (England)","Cheshire","EO","EO","25","[c]","27790","27570"
"Leaver Dept.","2022","North West (England)","Cheshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","SEO/HEO","HEO","15","[c]","35040","36740"
"Leaver Dept.","2022","North West (England)","Cheshire","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","AA/AO","AO","10","[c]","21250","21300"
"Leaver Dept.","2022","North West (England)","Cumbria","EO","EO","15","[c]","26460","26990"
"Leaver Dept.","2022","North West (England)","Cumbria","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Greater Manchester","AA/AO","AA","25","[c]","19330","19100"
"Leaver Dept.","2022","North West (England)","Greater Manchester","AA/AO","AO","200","[c]","20850","20970"
"Leaver Dept.","2022","North West (England)","Greater Manchester","EO","EO","315","[c]","26140","27520"
"Leaver Dept.","2022","North West (England)","Greater Manchester","G6/G7","G6","30","[c]","65960","61820"
"Leaver Dept.","2022","North West (England)","Greater Manchester","G6/G7","G7","85","[c]","51070","49860"
"Leaver Dept.","2022","North West (England)","Greater Manchester","SCS level","SCS level","25","[c]","102900","100670"
"Leaver Dept.","2022","North West (England)","Greater Manchester","SEO/HEO","HEO","165","[c]","31520","31720"
"Leaver Dept.","2022","North West (England)","Greater Manchester","SEO/HEO","SEO","130","[c]","38430","37460"
"Leaver Dept.","2022","North West (England)","Greater Manchester","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Lancashire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Lancashire","AA/AO","AO","75","[c]","21010","21260"
"Leaver Dept.","2022","North West (England)","Lancashire","EO","EO","60","[c]","27100","27570"
"Leaver Dept.","2022","North West (England)","Lancashire","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Lancashire","G6/G7","G7","20","[c]","52500","51510"
"Leaver Dept.","2022","North West (England)","Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Lancashire","SEO/HEO","HEO","40","[c]","32170","32170"
"Leaver Dept.","2022","North West (England)","Lancashire","SEO/HEO","SEO","40","[c]","37790","36330"
"Leaver Dept.","2022","North West (England)","Lancashire","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Merseyside","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Merseyside","AA/AO","AO","155","[c]","21350","21430"
"Leaver Dept.","2022","North West (England)","Merseyside","EO","EO","265","[c]","26030","25310"
"Leaver Dept.","2022","North West (England)","Merseyside","G6/G7","G6","15","[c]","68540","63600"
"Leaver Dept.","2022","North West (England)","Merseyside","G6/G7","G7","45","[c]","51060","50730"
"Leaver Dept.","2022","North West (England)","Merseyside","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Merseyside","SEO/HEO","HEO","110","[c]","30670","30820"
"Leaver Dept.","2022","North West (England)","Merseyside","SEO/HEO","SEO","70","[c]","39540","37990"
"Leaver Dept.","2022","North West (England)","Merseyside","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","EO","EO","20","[c]","25480","24970"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Eastern Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Eastern Scotland","AA/AO","AO","215","[c]","21590","21260"
"Leaver Dept.","2022","Scotland","Eastern Scotland","EO","EO","165","[c]","27640","27570"
"Leaver Dept.","2022","Scotland","Eastern Scotland","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Eastern Scotland","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Eastern Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Eastern Scotland","SEO/HEO","HEO","45","[c]","33500","33070"
"Leaver Dept.","2022","Scotland","Eastern Scotland","SEO/HEO","SEO","25","[c]","43130","44480"
"Leaver Dept.","2022","Scotland","Highlands and Islands","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","EO","EO","10","[c]","27540","27570"
"Leaver Dept.","2022","Scotland","Highlands and Islands","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","EO","EO","10","[c]","27080","27570"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","AA/AO","AO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","EO","EO","50","[c]","26920","27570"
"Leaver Dept.","2022","Scotland","Southern Scotland","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","G6/G7","G7","15","[c]","51450","51420"
"Leaver Dept.","2022","Scotland","Southern Scotland","SEO/HEO","HEO","25","[c]","33740","33930"
"Leaver Dept.","2022","Scotland","Southern Scotland","SEO/HEO","SEO","20","[c]","39800","39630"
"Leaver Dept.","2022","Scotland","West Central Scotland","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","West Central Scotland","AA/AO","AO","160","[c]","21550","21260"
"Leaver Dept.","2022","Scotland","West Central Scotland","EO","EO","260","[c]","26500","27570"
"Leaver Dept.","2022","Scotland","West Central Scotland","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","West Central Scotland","G6/G7","G7","25","[c]","50450","50420"
"Leaver Dept.","2022","Scotland","West Central Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","West Central Scotland","SEO/HEO","HEO","80","[c]","32330","31990"
"Leaver Dept.","2022","Scotland","West Central Scotland","SEO/HEO","SEO","35","[c]","41270","40580"
"Leaver Dept.","2022","Scotland","West Central Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","70","[c]","22230","21820"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","70","[c]","27640","27570"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","25","[c]","72030","71550"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","95","[c]","54260","52330"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","15","[c]","103870","112930"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","60","[c]","32870","31920"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","90","[c]","40280","40060"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","AA/AO","AA","10","[c]","21120","19860"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","AA/AO","AO","35","[c]","21110","20940"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","EO","EO","70","[c]","25890","26670"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","G6/G7","G6","10","[c]","68530","64220"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","G6/G7","G7","30","[c]","52030","50210"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","SEO/HEO","HEO","55","[c]","30910","30210"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","SEO/HEO","SEO","55","[c]","39590","39250"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Kent","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Kent","AA/AO","AO","35","[c]","22870","21830"
"Leaver Dept.","2022","South East (England)","Kent","EO","EO","50","[c]","27830","29290"
"Leaver Dept.","2022","South East (England)","Kent","G6/G7","G6","10","[c]","72630","66400"
"Leaver Dept.","2022","South East (England)","Kent","G6/G7","G7","15","[c]","52920","52610"
"Leaver Dept.","2022","South East (England)","Kent","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Kent","SEO/HEO","HEO","35","[c]","32810","31460"
"Leaver Dept.","2022","South East (England)","Kent","SEO/HEO","SEO","20","[c]","39400","38620"
"Leaver Dept.","2022","South East (England)","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","AA/AO","AO","25","[c]","21660","21820"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","EO","EO","60","[c]","27630","27570"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","G6/G7","G7","15","[c]","53720","53270"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","SEO/HEO","HEO","25","[c]","32430","31990"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","SEO/HEO","SEO","25","[c]","42090","40270"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Devon","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Devon","AA/AO","AO","40","[c]","21190","21260"
"Leaver Dept.","2022","South West (England)","Devon","EO","EO","35","[c]","25270","26670"
"Leaver Dept.","2022","South West (England)","Devon","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Devon","G6/G7","G7","15","[c]","52350","51150"
"Leaver Dept.","2022","South West (England)","Devon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Devon","SEO/HEO","HEO","25","[c]","31640","31990"
"Leaver Dept.","2022","South West (England)","Devon","SEO/HEO","SEO","25","[c]","39360","40060"
"Leaver Dept.","2022","South West (England)","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","EO","EO","10","[c]","27150","27570"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","SEO/HEO","SEO","10","[c]","40200","41820"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","50","[c]","19270","19100"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","195","[c]","21030","20480"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","350","[c]","25000","24890"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","85","[c]","70660","67940"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","280","[c]","52310","51200"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","45","[c]","104670","99900"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","450","[c]","30480","29550"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","420","[c]","39480","39330"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","20","[c]","37170","38660"
"Leaver Dept.","2022","Unknown","Unknown","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA/AO","AO","65","[c]","21830","21840"
"Leaver Dept.","2022","Unknown","Unknown","EO","EO","105","[c]","27280","27500"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","G6","50","[c]","65640","64500"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","G7","80","[c]","54540","54700"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","SCS level","35","[c]","89010","78420"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","HEO","290","[c]","32160","32000"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","SEO","90","[c]","40230","40050"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","East Wales","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","East Wales","AA/AO","AO","105","[c]","21310","21300"
"Leaver Dept.","2022","Wales","East Wales","EO","EO","165","[c]","26440","27210"
"Leaver Dept.","2022","Wales","East Wales","G6/G7","G6","20","[c]","66140","65270"
"Leaver Dept.","2022","Wales","East Wales","G6/G7","G7","65","[c]","53710","51700"
"Leaver Dept.","2022","Wales","East Wales","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","East Wales","SEO/HEO","HEO","135","[c]","32070","31620"
"Leaver Dept.","2022","Wales","East Wales","SEO/HEO","SEO","60","[c]","39170","38340"
"Leaver Dept.","2022","Wales","East Wales","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","AA/AO","AO","30","[c]","21700","21260"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","EO","EO","75","[c]","27380","27570"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","SEO/HEO","HEO","25","[c]","32020","31920"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","SEO/HEO","SEO","20","[c]","41130","40060"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","AO","25","[c]","20820","21010"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","EO","20","[c]","25960","27570"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","AA/AO","AO","30","[c]","20480","20970"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","EO","EO","55","[c]","26590","27570"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","HEO","25","[c]","33040","33300"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","SEO","15","[c]","39600","40580"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","AA/AO","AA","15","[c]","19400","19520"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","AA/AO","AO","240","[c]","20760","20970"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","EO","EO","355","[c]","26020","27570"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","G6/G7","G6","30","[c]","70760","67810"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","G6/G7","G7","75","[c]","51720","50400"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","SCS level","SCS level","30","[c]","112020","114000"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","SEO/HEO","HEO","180","[c]","31880","30870"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","SEO/HEO","SEO","125","[c]","38720","38070"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","AA/AO","AO","35","[c]","21370","21050"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","EO","EO","35","[c]","26110","26670"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","G6/G7","G7","35","[c]","53380","53490"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","SEO/HEO","HEO","50","[c]","31530","32000"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","SEO/HEO","SEO","50","[c]","39780","40010"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","AA/AO","AO","25","[c]","21210","21350"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","EO","EO","85","[c]","26790","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","G6/G7","G6","10","[c]","63180","63030"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","G6/G7","G7","55","[c]","53010","52060"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","SEO/HEO","HEO","50","[c]","31820","31990"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","SEO/HEO","SEO","55","[c]","38440","37300"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","AA/AO","AO","140","[c]","20890","20970"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","EO","EO","240","[c]","26480","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","G6/G7","G6","70","[c]","68290","66230"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","G6/G7","G7","160","[c]","51310","50020"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","SCS level","SCS level","25","[c]","98620","95140"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","SEO/HEO","HEO","275","[c]","31380","31860"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","SEO/HEO","SEO","180","[c]","38570","37960"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","Unknown","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","AA","80","[c]","20510","20890"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","AO","715","[c]","21550","21260"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","EO","EO","560","[c]","26630","26590"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","G7","50","[c]","52930","49860"
