"Status","Year","Ethnicity","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Barking & Dagenham and Havering","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Barnet","London","120","[c]","34720","28040"
"Leaver Dept.","2022","Black","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Bedford","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Belfast","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Bexley and Greenwich","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Birmingham","Outside London","80","[c]","33540","27570"
"Leaver Dept.","2022","Black","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Bradford","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Brent","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Bristol, City of","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Bromley","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Cambridgeshire CC","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Camden and City of London","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Coventry","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Croydon","London","50","[c]","35420","31060"
"Leaver Dept.","2022","Black","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Derby","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Dorset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Dudley","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ealing","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Glasgow City","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Greater Manchester North East","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Greater Manchester South West","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Hackney and Newham","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Haringey and Islington","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Harrow and Hillingdon","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Hertfordshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Kensington & Chelsea and Hammersmith & Fulham","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Lambeth","London","165","[c]","41330","35370"
"Leaver Dept.","2022","Black","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Leeds","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Leicester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Lewisham and Southwark","London","35","[c]","36210","32330"
"Leaver Dept.","2022","Black","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Luton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Manchester","Outside London","45","[c]","29590","27570"
"Leaver Dept.","2022","Black","Medway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Merton, Kingston upon Thames and Sutton","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Nottingham","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Oxfordshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Powys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Sefton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Solihull","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Southampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Swansea","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Swindon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Torbay","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tower Hamlets","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tyneside","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Walsall","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wandsworth","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Warrington","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Essex","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Westminster","London","275","[c]","38920","35070"
"Leaver Dept.","2022","Black","Wiltshire","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wirral","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","York","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Barnet","London","50","[c]","35960","31700"
"Leaver Dept.","2022","Mixed","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Bedford","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Belfast","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
