"Status","Year","Age","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Declared non-disabled","Analysis","Other","85","85","57470","52280"
"In post","2022","30-39","Declared non-disabled","Analysis","Policy","100","95","50280","52150"
"In post","2022","30-39","Declared non-disabled","Analysis","Project Delivery","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Analysis","Science and Engineering","155","150","36560","36580"
"In post","2022","30-39","Declared non-disabled","Analysis","Social Research","200","185","44630","41340"
"In post","2022","30-39","Declared non-disabled","Analysis","Statistics","405","390","45690","43000"
"In post","2022","30-39","Declared non-disabled","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Analysis","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Commercial","655","635","38810","37420"
"In post","2022","30-39","Declared non-disabled","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Finance","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Operational Delivery","60","55","41590","40350"
"In post","2022","30-39","Declared non-disabled","Commercial","Other","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Project Delivery","20","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Science and Engineering","25","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Commercial","Unknown","75","75","53080","53810"
"In post","2022","30-39","Declared non-disabled","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Communications","Communications","635","610","43140","40230"
"In post","2022","30-39","Declared non-disabled","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Communications","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Communications","Operational Delivery","350","335","31430","26830"
"In post","2022","30-39","Declared non-disabled","Communications","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Communications","Other","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Communications","Policy","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Communications","Tax","465","450","29720","26820"
"In post","2022","30-39","Declared non-disabled","Communications","Unknown","120","120","46770","40970"
"In post","2022","30-39","Declared non-disabled","Counter Fraud","Counter Fraud","630","585","28630","27570"
"In post","2022","30-39","Declared non-disabled","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Counter Fraud","Intelligence Analysis","55","55","39480","37930"
"In post","2022","30-39","Declared non-disabled","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Counter Fraud","Legal","485","480","32090","31020"
"In post","2022","30-39","Declared non-disabled","Counter Fraud","Operational Delivery","455","435","31910","31990"
"In post","2022","30-39","Declared non-disabled","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Counter Fraud","Other","35","35","42610","40180"
"In post","2022","30-39","Declared non-disabled","Counter Fraud","Tax","295","285","41770","39050"
"In post","2022","30-39","Declared non-disabled","Counter Fraud","Unknown","125","120","34570","32000"
"In post","2022","30-39","Declared non-disabled","Debt","Operational Delivery","335","305","24460","21250"
"In post","2022","30-39","Declared non-disabled","Debt","Other","335","290","22550","21260"
"In post","2022","30-39","Declared non-disabled","Debt","Tax","95","90","22550","21250"
"In post","2022","30-39","Declared non-disabled","Debt","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Communications","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","2460","2410","41040","38530"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","120","115","32830","33000"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Operational Delivery","75","70","38650","36500"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Operational Research","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Other","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Policy","40","40","44020","37590"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Project Delivery","25","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Science and Engineering","265","255","37580","38200"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Tax","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Digital, Data & Technology","Unknown","370","365","50820","54700"
"In post","2022","30-39","Declared non-disabled","Finance","Commercial","65","65","39050","35310"
"In post","2022","30-39","Declared non-disabled","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Finance","Corporate Finance","25","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Finance","Digital, Data and Technology","40","40","37330","36500"
"In post","2022","30-39","Declared non-disabled","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Finance","Finance","1210","1155","41650","38570"
"In post","2022","30-39","Declared non-disabled","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Finance","Operational Delivery","155","145","29710","26820"
"In post","2022","30-39","Declared non-disabled","Finance","Other","10","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Finance","Policy","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Finance","Project Delivery","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Finance","Property","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Finance","Security","40","40","43280","39960"
"In post","2022","30-39","Declared non-disabled","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Finance","Tax","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Finance","Unknown","60","60","44280","40520"
"In post","2022","30-39","Declared non-disabled","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Grants Management","Operational Delivery","415","385","23980","21300"
"In post","2022","30-39","Declared non-disabled","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Human Resources","Human Resources","1280","1215","37790","33840"
"In post","2022","30-39","Declared non-disabled","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Human Resources","Operational Delivery","195","185","30080","27570"
"In post","2022","30-39","Declared non-disabled","Human Resources","Other","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Human Resources","Project Delivery","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Human Resources","Tax","40","35","32490","32050"
"In post","2022","30-39","Declared non-disabled","Human Resources","Unknown","250","240","39770","36830"
"In post","2022","30-39","Declared non-disabled","Internal Audit","Internal Audit","85","85","42540","40580"
"In post","2022","30-39","Declared non-disabled","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Legal","Finance","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Legal","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Legal","Legal","1465","1400","53610","51940"
"In post","2022","30-39","Declared non-disabled","Legal","Operational Delivery","305","280","27310","26160"
"In post","2022","30-39","Declared non-disabled","Legal","Other","70","65","32040","27580"
"In post","2022","30-39","Declared non-disabled","Legal","Policy","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Legal","Tax","60","60","41360","33370"
"In post","2022","30-39","Declared non-disabled","Legal","Unknown","45","45","54780","62120"
"In post","2022","30-39","Declared non-disabled","No function","Commercial","85","85","44770","44990"
"In post","2022","30-39","Declared non-disabled","No function","Communications","40","35","40350","36780"
"In post","2022","30-39","Declared non-disabled","No function","Corporate Finance","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","No function","Digital, Data and Technology","35","35","43100","41000"
"In post","2022","30-39","Declared non-disabled","No function","Economics","90","85","57680","57850"
"In post","2022","30-39","Declared non-disabled","No function","Finance","30","30","54450","53590"
"In post","2022","30-39","Declared non-disabled","No function","Geography","65","65","32730","33290"
"In post","2022","30-39","Declared non-disabled","No function","Human Resources","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","No function","Inspector of Education and Training","90","90","58850","51360"
"In post","2022","30-39","Declared non-disabled","No function","Intelligence Analysis","110","105","30750","27380"
"In post","2022","30-39","Declared non-disabled","No function","Internal Audit","10","10","[c]","[c]"
