"Status","Year","Age","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","16-19","North West (England)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","City of Edinburgh","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Medway","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","10","[c]","17430","17140"
"Leaver CS","2022","16-19","South West (England)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Torbay","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","20","[c]","19680","18310"
"Leaver CS","2022","16-19","Wales","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","Swansea","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","Coventry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","Bradford","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","Leeds","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Derby","Outside London","30","[c]","23530","21260"
"Leaver CS","2022","20-29","East Midlands (England)","East Derbyshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Leicester","Outside London","85","[c]","22780","21260"
"Leaver CS","2022","20-29","East Midlands (England)","Leicestershire CC and Rutland","Outside London","70","[c]","22320","20370"
"Leaver CS","2022","20-29","East Midlands (England)","Lincolnshire CC","Outside London","55","[c]","26380","27120"
"Leaver CS","2022","20-29","East Midlands (England)","North Northamptonshire","Outside London","10","[c]","21910","21260"
"Leaver CS","2022","20-29","East Midlands (England)","North Nottinghamshire","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Nottingham","Outside London","130","[c]","22890","21260"
"Leaver CS","2022","20-29","East Midlands (England)","South and West Derbyshire","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","South Nottinghamshire","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","West Northamptonshire","Outside London","60","[c]","22050","20970"
"Leaver CS","2022","20-29","East of England","Bedford","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","Breckland and South Norfolk","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","Cambridgeshire CC","Outside London","85","[c]","25860","25130"
"Leaver CS","2022","20-29","East of England","Central Bedfordshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","Essex Haven Gateway","Outside London","15","[c]","26380","29290"
"Leaver CS","2022","20-29","East of England","Essex Thames Gateway","Outside London","25","[c]","27140","29290"
"Leaver CS","2022","20-29","East of England","Heart of Essex","Outside London","45","[c]","27480","29290"
"Leaver CS","2022","20-29","East of England","Hertfordshire CC","Outside London","75","[c]","29250","29290"
"Leaver CS","2022","20-29","East of England","Luton","Outside London","15","[c]","22930","21200"
"Leaver CS","2022","20-29","East of England","North and West Norfolk","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","Norwich and East Norfolk","Outside London","60","[c]","20330","20370"
"Leaver CS","2022","20-29","East of England","Peterborough","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","Southend-on-Sea","Outside London","15","[c]","25790","24250"
"Leaver CS","2022","20-29","East of England","Suffolk CC","Outside London","85","[c]","23550","21260"
"Leaver CS","2022","20-29","East of England","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","West Essex","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Barking & Dagenham and Havering","London","25","[c]","29680","31060"
"Leaver CS","2022","20-29","London","Barnet","London","65","[c]","28090","27150"
"Leaver CS","2022","20-29","London","Bexley and Greenwich","London","60","[c]","28640","31060"
"Leaver CS","2022","20-29","London","Brent","London","30","[c]","29900","31060"
"Leaver CS","2022","20-29","London","Bromley","London","15","[c]","27740","31060"
"Leaver CS","2022","20-29","London","Camden and City of London","London","65","[c]","28690","23720"
"Leaver CS","2022","20-29","London","Croydon","London","145","[c]","30320","28650"
"Leaver CS","2022","20-29","London","Ealing","London","15","[c]","31060","31060"
"Leaver CS","2022","20-29","London","Enfield","London","10","[c]","30710","31060"
"Leaver CS","2022","20-29","London","Hackney and Newham","London","60","[c]","29480","31060"
"Leaver CS","2022","20-29","London","Haringey and Islington","London","80","[c]","26780","25110"
"Leaver CS","2022","20-29","London","Harrow and Hillingdon","London","35","[c]","27570","28310"
"Leaver CS","2022","20-29","London","Hounslow and Richmond upon Thames","London","100","[c]","25820","25110"
"Leaver CS","2022","20-29","London","Kensington & Chelsea and Hammersmith & Fulham","London","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Lambeth","London","210","[c]","30680","31060"
"Leaver CS","2022","20-29","London","Lewisham and Southwark","London","60","[c]","28420","28650"
"Leaver CS","2022","20-29","London","Merton, Kingston upon Thames and Sutton","London","15","[c]","27980","31060"
"Leaver CS","2022","20-29","London","Redbridge and Waltham Forest","London","35","[c]","27820","31060"
"Leaver CS","2022","20-29","London","Tower Hamlets","London","230","[c]","31330","27500"
"Leaver CS","2022","20-29","London","Wandsworth","London","55","[c]","25650","23720"
"Leaver CS","2022","20-29","London","Westminster","London","1725","[c]","32610","30850"
"Leaver CS","2022","20-29","North East (England)","Darlington","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North East (England)","Durham","Outside London","85","[c]","22870","22010"
"Leaver CS","2022","20-29","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North East (England)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North East (England)","South Teesside","Outside London","10","[c]","23480","21260"
"Leaver CS","2022","20-29","North East (England)","Sunderland","Outside London","40","[c]","23150","21260"
"Leaver CS","2022","20-29","North East (England)","Tyneside","Outside London","335","[c]","23320","21260"
"Leaver CS","2022","20-29","North West (England)","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Blackpool","Outside London","95","[c]","22490","21260"
"Leaver CS","2022","20-29","North West (England)","Cheshire East","Outside London","25","[c]","23680","21300"
"Leaver CS","2022","20-29","North West (England)","Cheshire West and Chester","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Chorley and West Lancashire","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","East Cumbria","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","East Merseyside","Outside London","10","[c]","[c]","[c]"
