"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Communications","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Corporate Finance","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Corporate Finance","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Corporate Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Corporate Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Corporate Finance","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Corporate Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Corporate Finance","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","London","Outer London - East and North East","50","[c]","25960","25110"
"New entrant CS","2022","Asian","Counter Fraud","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Scotland","West Central Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","West Midlands (England)","West Midlands","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","London","Inner London - East","35","[c]","49140","41870"
"New entrant CS","2022","Asian","Digital, Data and Technology","London","Inner London - West","55","[c]","41380","40000"
"New entrant CS","2022","Asian","Digital, Data and Technology","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","London","Outer London - South","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","London","Outer London - West and North West","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","North East (England)","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","North West (England)","Greater Manchester","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Wales","East Wales","15","[c]","[c]","[c]"
