"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East Cumbria","10","10","62710","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East Kent","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East Merseyside","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East Riding of Yorkshire","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East Sussex CC","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Essex Haven Gateway","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Gloucestershire CC","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Greater Manchester North East","10","10","60640","57930"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Greater Manchester North West","10","10","60670","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Greater Manchester South West","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Haringey and Islington","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Hertfordshire CC","25","25","66500","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Leeds","10","10","66960","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Leicestershire CC and Rutland","15","15","63230","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Lincolnshire CC","10","10","58080","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Liverpool","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Luton","[c]","[c]","[c]","[c]"
