"Status","Year","Disability","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","HM Land Registry","Outside London","Female","420","365","28970","27130"
"In post","2022","Declared disabled","HM Land Registry","Outside London","Male","225","205","30640","27130"
"In post","2022","Declared disabled","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Prison and Probation Service","London","Female","565","545","35170","32090"
"In post","2022","Declared disabled","HM Prison and Probation Service","London","Male","330","315","36670","35250"
"In post","2022","Declared disabled","HM Prison and Probation Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Prison and Probation Service","Outside London","Female","3785","3510","29400","27800"
"In post","2022","Declared disabled","HM Prison and Probation Service","Outside London","Male","2545","2395","31270","30700"
"In post","2022","Declared disabled","HM Prison and Probation Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Prison and Probation Service","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Female","435","405","42300","37930"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Male","370","350","46420","40910"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Female","3060","2660","30890","26820"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Male","2245","2110","31680","28570"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","London","Female","110","105","45510","41120"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","London","Male","85","80","48420","52500"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","London","Female","650","595","37780","35050"
"In post","2022","Declared disabled","Home Office","London","Male","515","495","39680","35070"
"In post","2022","Declared disabled","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Outside London","Female","990","885","27890","25220"
"In post","2022","Declared disabled","Home Office","Outside London","Male","860","815","28360","25310"
"In post","2022","Declared disabled","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","London","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","Outside London","Female","40","35","32390","27980"
"In post","2022","Declared disabled","Intellectual Property Office","Outside London","Male","50","45","38750","40080"
"In post","2022","Declared disabled","Intellectual Property Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","London","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","London","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","Outside London","Female","90","80","26030","25120"
"In post","2022","Declared disabled","Legal Aid Agency","Outside London","Male","50","50","27590","21220"
"In post","2022","Declared disabled","Legal Aid Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","Outside London","Male","40","40","35650","30730"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Met Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Met Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Met Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Met Office","Outside London","Female","60","55","35170","35710"
"In post","2022","Declared disabled","Met Office","Outside London","Male","55","55","36210","34360"
"In post","2022","Declared disabled","Met Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Met Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","London","Female","185","180","40820","37640"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","London","Male","205","200","43550","39420"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","Female","1420","1340","30600","26670"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","Male","1465","1430","31270","28190"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","London","Female","210","205","41930","37030"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","London","Male","160","155","45760","41750"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","Outside London","Female","180","175","37770","34110"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","Outside London","Male","100","95","39650","35080"
