"Status","Year","Disability","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Communications","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Foreign, Commonwealth and Development Office","Communications","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Land Registry","Communications","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Revenue and Customs","Communications","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Revenue and Customs","Operational Delivery","125","115","28580","26820"
"In post","2022","Declared disabled","Communications","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Revenue and Customs","Tax","150","145","30270","26820"
"In post","2022","Declared disabled","Communications","HM Revenue and Customs","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Ministry of Defence","Communications","60","60","34930","33140"
"In post","2022","Declared disabled","Communications","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Ministry of Justice","Communications","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Statistics Authority","Communications","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Attorney General's Departments","Counter Fraud","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Cabinet Office","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","35","30","35540","37700"
"In post","2022","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Transport","Counter Fraud","5","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Department for Work and Pensions","Counter Fraud","915","805","27820","27570"
"In post","2022","Declared disabled","Counter Fraud","Department for Work and Pensions","Operational Delivery","145","130","25550","25110"
"In post","2022","Declared disabled","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","10","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Legal","240","225","33580","33080"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Operational Delivery","325","300","31780","28920"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Other","50","45","36910","34670"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Tax","170","155","42520","37970"
"In post","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Department for Work and Pensions","Other","400","335","22520","21260"
"In post","2022","Declared disabled","Debt","HM Revenue and Customs","Operational Delivery","350","305","24510","22080"
"In post","2022","Declared disabled","Debt","HM Revenue and Customs","Tax","55","50","22440","21250"
"In post","2022","Declared disabled","Debt","HM Revenue and Customs","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Unknown","120","120","47530","52200"
"In post","2022","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","65","65","36500","36160"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
