"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","HM Treasury","AA/AO","AO","55","[c]","22160","22750"
"New entrant CS","2022","HM Treasury","EO","EO","65","[c]","25390","24300"
"New entrant CS","2022","HM Treasury","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","G6/G7","G7","50","[c]","54480","53000"
"New entrant CS","2022","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","SEO/HEO","HEO","165","[c]","30850","29320"
"New entrant CS","2022","HM Treasury","SEO/HEO","SEO","20","[c]","44120","43860"
"New entrant CS","2022","Home Office","AA/AO","AA","80","[c]","20640","22460"
"New entrant CS","2022","Home Office","AA/AO","AO","455","[c]","22150","21680"
"New entrant CS","2022","Home Office","EO","EO","1485","[c]","27240","24880"
"New entrant CS","2022","Home Office","G6/G7","G6","30","[c]","69290","68700"
"New entrant CS","2022","Home Office","G6/G7","G7","130","[c]","57590","57430"
"New entrant CS","2022","Home Office","SCS level","SCS level","10","[c]","99050","95000"
"New entrant CS","2022","Home Office","SEO/HEO","HEO","230","[c]","33750","35050"
"New entrant CS","2022","Home Office","SEO/HEO","SEO","140","[c]","40960","41950"
"New entrant CS","2022","Home Office","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","AA/AO","AA","485","[c]","20850","19810"
"New entrant CS","2022","Ministry of Defence","AA/AO","AO","945","[c]","22670","21170"
"New entrant CS","2022","Ministry of Defence","EO","EO","1165","[c]","24890","26350"
"New entrant CS","2022","Ministry of Defence","G6/G7","G6","70","[c]","73240","75820"
"New entrant CS","2022","Ministry of Defence","G6/G7","G7","230","[c]","53850","53500"
"New entrant CS","2022","Ministry of Defence","SCS level","SCS level","25","[c]","98580","87210"
"New entrant CS","2022","Ministry of Defence","SEO/HEO","HEO","1075","[c]","31490","33000"
"New entrant CS","2022","Ministry of Defence","SEO/HEO","SEO","595","[c]","41340","40000"
"New entrant CS","2022","Ministry of Defence","Unknown","Unknown","395","[c]","29620","27540"
"New entrant CS","2022","Ministry of Justice","AA/AO","AA","1715","[c]","20990","20890"
"New entrant CS","2022","Ministry of Justice","AA/AO","AO","5860","[c]","23870","23140"
"New entrant CS","2022","Ministry of Justice","EO","EO","615","[c]","26330","25120"
"New entrant CS","2022","Ministry of Justice","G6/G7","G6","30","[c]","66080","65000"
"New entrant CS","2022","Ministry of Justice","G6/G7","G7","125","[c]","55160","54270"
"New entrant CS","2022","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","SEO/HEO","HEO","610","[c]","31850","31920"
"New entrant CS","2022","Ministry of Justice","SEO/HEO","SEO","395","[c]","39380","41000"
"New entrant CS","2022","Ministry of Justice","Unknown","Unknown","8825","[c]","28540","26310"
"New entrant CS","2022","National Crime Agency","AA/AO","AO","60","[c]","22340","21050"
"New entrant CS","2022","National Crime Agency","EO","EO","285","[c]","33260","32770"
"New entrant CS","2022","National Crime Agency","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","G6/G7","G7","20","[c]","60330","59160"
"New entrant CS","2022","National Crime Agency","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","SEO/HEO","HEO","105","[c]","39930","40170"
"New entrant CS","2022","National Crime Agency","SEO/HEO","SEO","30","[c]","49410","47280"
"New entrant CS","2022","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SEO/HEO","HEO","10","[c]","31110","30450"
"New entrant CS","2022","Northern Ireland Office","SEO/HEO","SEO","15","[c]","40380","40360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","20","[c]","21220","21200"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","20","[c]","27100","25880"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","75","[c]","71250","70500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","10","[c]","32390","31850"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","100","[c]","46520","46360"
"New entrant CS","2022","Office of Gas and Electricity Markets","AA/AO","AO","50","[c]","19760","19750"
"New entrant CS","2022","Office of Gas and Electricity Markets","EO","EO","200","[c]","25930","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","G6/G7","G6","15","[c]","78420","78880"
"New entrant CS","2022","Office of Gas and Electricity Markets","G6/G7","G7","75","[c]","58300","55000"
"New entrant CS","2022","Office of Gas and Electricity Markets","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","55","[c]","34370","34000"
"New entrant CS","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","55","[c]","41210","42000"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","10","[c]","49800","48500"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","20","[c]","31700","31000"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","20","[c]","39210","38000"
"New entrant CS","2022","Office of Rail and Road","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","G6/G7","G7","10","[c]","54660","54950"
"New entrant CS","2022","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SEO/HEO","SEO","15","[c]","42930","42670"
"New entrant CS","2022","Office of the Secretary of State for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","AA/AO","AA","895","[c]","21300","21050"
"New entrant CS","2022","Scottish Government","AA/AO","AO","1010","[c]","22450","21640"
"New entrant CS","2022","Scottish Government","EO","EO","1005","[c]","27390","27230"
"New entrant CS","2022","Scottish Government","G6/G7","G6","90","[c]","68130","65280"
"New entrant CS","2022","Scottish Government","G6/G7","G7","240","[c]","52840","49860"
"New entrant CS","2022","Scottish Government","SCS level","SCS level","10","[c]","87820","79550"
"New entrant CS","2022","Scottish Government","SEO/HEO","HEO","740","[c]","32040","31540"
"New entrant CS","2022","Scottish Government","SEO/HEO","SEO","515","[c]","41110","39660"
"New entrant CS","2022","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","AA/AO","AO","25","[c]","20750","20340"
"New entrant CS","2022","The National Archives","EO","EO","15","[c]","23610","23100"
"New entrant CS","2022","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","SEO/HEO","HEO","25","[c]","29380","28150"
"New entrant CS","2022","The National Archives","SEO/HEO","SEO","25","[c]","41950","43500"
"New entrant CS","2022","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","EO","EO","30","[c]","29290","29000"
"New entrant CS","2022","UK Export Finance","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","G6/G7","G7","15","[c]","61070","61190"
"New entrant CS","2022","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","SEO/HEO","HEO","30","[c]","34640","33180"
"New entrant CS","2022","UK Export Finance","SEO/HEO","SEO","35","[c]","46050","47000"
"New entrant CS","2022","UK Statistics Authority","AA/AO","AA","120","[c]","19130","18830"
"New entrant CS","2022","UK Statistics Authority","AA/AO","AO","260","[c]","20180","19860"
"New entrant CS","2022","UK Statistics Authority","EO","EO","115","[c]","23910","23880"
"New entrant CS","2022","UK Statistics Authority","G6/G7","G6","15","[c]","62120","62400"
"New entrant CS","2022","UK Statistics Authority","G6/G7","G7","75","[c]","51350","50210"
"New entrant CS","2022","UK Statistics Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","SEO/HEO","HEO","285","[c]","30700","30710"
"New entrant CS","2022","UK Statistics Authority","SEO/HEO","SEO","140","[c]","37990","37790"
"New entrant CS","2022","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","EO","EO","25","[c]","29400","28000"
"New entrant CS","2022","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","SEO/HEO","HEO","15","[c]","40570","38000"
"New entrant CS","2022","Water Services Regulation Authority","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","AA/AO","AO","85","[c]","21950","21300"
"New entrant CS","2022","Welsh Government","EO","EO","80","[c]","26470","25860"
"New entrant CS","2022","Welsh Government","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","G6/G7","G7","45","[c]","55230","54280"
"New entrant CS","2022","Welsh Government","SCS level","SCS level","10","[c]","77680","75110"
"New entrant CS","2022","Welsh Government","SEO/HEO","HEO","80","[c]","32060","31210"
"New entrant CS","2022","Welsh Government","SEO/HEO","SEO","65","[c]","40510","40100"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed its name to the Department for Levelling Up, Housing and Communities.","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
