"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Security","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Security","Unknown","20","20","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Statistics","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Statistics","Unknown","10","10","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","Project Delivery","Heterosexual / straight","130","130","40010","38550"
"In post","2022","Project Delivery","HM Land Registry","Project Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","Project Delivery","HM Land Registry","Project Delivery","Unknown","35","35","32470","33840"
"In post","2022","Project Delivery","HM Revenue and Customs","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","Operational Delivery","Heterosexual / straight","165","155","35630","33370"
"In post","2022","Project Delivery","HM Revenue and Customs","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","Operational Delivery","Unknown","75","70","33330","33080"
"In post","2022","Project Delivery","HM Revenue and Customs","Other","Heterosexual / straight","55","50","45420","41100"
"In post","2022","Project Delivery","HM Revenue and Customs","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","Other","Unknown","20","20","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","Policy","Heterosexual / straight","735","695","55190","55210"
"In post","2022","Project Delivery","HM Revenue and Customs","Policy","LGBO","55","55","58830","62120"
"In post","2022","Project Delivery","HM Revenue and Customs","Policy","Undeclared","100","90","55920","55210"
"In post","2022","Project Delivery","HM Revenue and Customs","Policy","Unknown","230","215","53610","55210"
"In post","2022","Project Delivery","HM Revenue and Customs","Project Delivery","Heterosexual / straight","1895","1825","46370","40520"
"In post","2022","Project Delivery","HM Revenue and Customs","Project Delivery","LGBO","115","110","46840","40520"
"In post","2022","Project Delivery","HM Revenue and Customs","Project Delivery","Undeclared","175","165","42560","40520"
"In post","2022","Project Delivery","HM Revenue and Customs","Project Delivery","Unknown","610","590","45010","40520"
"In post","2022","Project Delivery","HM Revenue and Customs","Tax","Heterosexual / straight","375","345","35920","33370"
"In post","2022","Project Delivery","HM Revenue and Customs","Tax","LGBO","25","25","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","Tax","Undeclared","60","55","34320","33430"
"In post","2022","Project Delivery","HM Revenue and Customs","Tax","Unknown","180","170","34160","33370"
"In post","2022","Project Delivery","HM Revenue and Customs","Unknown","Heterosexual / straight","85","80","44750","37770"
"In post","2022","Project Delivery","HM Revenue and Customs","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Project Delivery","HM Revenue and Customs","Unknown","Unknown","60","55","47370","40180"
"In post","2022","Project Delivery","HM Treasury","Project Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Commercial","Heterosexual / straight","580","555","38930","37400"
"In post","2022","Project Delivery","Ministry of Defence","Commercial","LGBO","20","20","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Commercial","Undeclared","80","75","43330","39650"
"In post","2022","Project Delivery","Ministry of Defence","Commercial","Unknown","60","60","36850","35360"
"In post","2022","Project Delivery","Ministry of Defence","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Digital, Data and Technology","Heterosexual / straight","50","50","44730","40900"
"In post","2022","Project Delivery","Ministry of Defence","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Digital, Data and Technology","Unknown","90","90","46640","47010"
"In post","2022","Project Delivery","Ministry of Defence","Finance","Heterosexual / straight","150","145","45250","41870"
"In post","2022","Project Delivery","Ministry of Defence","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Finance","Undeclared","20","20","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","35","35","38650","38070"
"In post","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","Unknown","30","30","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Operational Delivery","Heterosexual / straight","360","345","36200","33140"
"In post","2022","Project Delivery","Ministry of Defence","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Operational Delivery","Undeclared","30","30","39180","33190"
"In post","2022","Project Delivery","Ministry of Defence","Operational Delivery","Unknown","265","250","36840","29230"
"In post","2022","Project Delivery","Ministry of Defence","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Other","Heterosexual / straight","2450","2340","32350","29000"
"In post","2022","Project Delivery","Ministry of Defence","Other","LGBO","80","80","29780","27100"
"In post","2022","Project Delivery","Ministry of Defence","Other","Undeclared","300","290","32900","30870"
"In post","2022","Project Delivery","Ministry of Defence","Other","Unknown","180","170","29910","25440"
"In post","2022","Project Delivery","Ministry of Defence","Policy","Heterosexual / straight","55","55","48450","40890"
"In post","2022","Project Delivery","Ministry of Defence","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Policy","Undeclared","15","15","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Project Delivery","Heterosexual / straight","4335","4215","42440","40580"
"In post","2022","Project Delivery","Ministry of Defence","Project Delivery","LGBO","145","140","38070","37640"
"In post","2022","Project Delivery","Ministry of Defence","Project Delivery","Undeclared","555","535","44870","40870"
"In post","2022","Project Delivery","Ministry of Defence","Project Delivery","Unknown","685","655","42080","40000"
"In post","2022","Project Delivery","Ministry of Defence","Property","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Property","Undeclared","[c]","[c]","[c]","[c]"
