"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Met Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Met Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","National Crime Agency","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","National Crime Agency","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Public Health England","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Public Health England","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Scottish Courts and Tribunals Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Scottish Courts and Tribunals Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Submarine Delivery Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Submarine Delivery Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","UK Export Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","UK Export Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Health Security Agency","Department of Health and Social Care","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Health Security Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Statistics Authority","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Statistics Authority","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Valuation Office Agency","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Valuation Office Agency","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","435","[c]","25530","25110"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","335","[c]","25410","25110"
"New entrant CS","2022","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Food Standards Agency","Food Standards Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Government Internal Audit Agency","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","360","[c]","28080","26590"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","385","[c]","29080","26590"
"New entrant CS","2022","Counter Fraud","Serious Fraud Office","Attorney General's Departments","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","185","[c]","21800","21260"
"New entrant CS","2022","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","125","[c]","21830","21260"
"New entrant CS","2022","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","430","[c]","21490","21250"
"New entrant CS","2022","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","285","[c]","21480","21250"
"New entrant CS","2022","Debt","UK Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","UK Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","Female","125","[c]","42200","37300"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","Male","120","[c]","44190","40600"
"New entrant CS","2022","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Charity Commission","Charity Commission","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Crown Commercial Service","Cabinet Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Crown Commercial Service","Cabinet Office","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Defence Science and Technology Laboratory","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Defence Science and Technology Laboratory","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","Female","85","[c]","36760","36500"
"New entrant CS","2022","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","Male","80","[c]","39200","36500"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","125","[c]","38190","35900"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","150","[c]","40990","38750"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","Department for International Trade","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","Department for International Trade","Male","40","[c]","45560","43850"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","120","[c]","37170","35310"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","240","[c]","41450","39000"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","40","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","40","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","Male","30","[c]","31490","26130"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","Male","35","[c]","30810","30730"
"New entrant CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","Department for Work and Pensions","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Ministry of Justice","Female","40","[c]","38180","36050"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Ministry of Justice","Male","55","[c]","38010","36050"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","HM Land Registry","Female","35","[c]","31130","30600"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","HM Land Registry","Male","55","[c]","31070","30600"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","120","[c]","33990","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","220","[c]","37140","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Department for Transport","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Department for Business, Energy and Industrial Strategy","Female","50","[c]","22450","20910"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Department for Business, Energy and Industrial Strategy","Male","105","[c]","25170","24360"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","65","[c]","25480","25030"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","100","[c]","33120","30200"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","50","[c]","44960","42720"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","75","[c]","48450","50430"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","National Crime Agency","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","National Crime Agency","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Prison Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Ministry of Defence","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","The National Archives","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","The National Archives","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","UK Export Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","Department of Health and Social Care","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","Department of Health and Social Care","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","Female","35","[c]","36590","36840"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","Male","90","[c]","34540","30210"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Valuation Office Agency","HM Revenue and Customs","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Valuation Office Agency","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Cabinet Office","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Office and Procurator Fiscal Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
