"Status","Year","Age","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Lincolnshire","Lincolnshire CC","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","15","[c]","35290","33460"
"Leaver Dept.","2022","40-49","East of England","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","East Anglia","Cambridgeshire CC","70","[c]","42170","37450"
"Leaver Dept.","2022","40-49","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","East Anglia","Norwich and East Norfolk","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","East Anglia","Suffolk CC","30","[c]","39510","36330"
"Leaver Dept.","2022","40-49","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Essex","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Essex","West Essex","15","[c]","40850","35770"
"Leaver Dept.","2022","40-49","London","Inner London - East","Hackney and Newham","25","[c]","37560","31060"
"Leaver Dept.","2022","40-49","London","Inner London - East","Haringey and Islington","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Inner London - East","Lambeth","420","[c]","50690","50420"
"Leaver Dept.","2022","40-49","London","Inner London - East","Lewisham and Southwark","60","[c]","49490","52610"
"Leaver Dept.","2022","40-49","London","Inner London - East","Tower Hamlets","70","[c]","52490","53150"
"Leaver Dept.","2022","40-49","London","Inner London - West","Camden and City of London","10","[c]","38840","24590"
"Leaver Dept.","2022","40-49","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Inner London - West","Westminster","960","[c]","56380","54700"
"Leaver Dept.","2022","40-49","London","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Outer London - East and North East","Bexley and Greenwich","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Outer London - South","Croydon","70","[c]","43870","41970"
"Leaver Dept.","2022","40-49","London","Outer London - South","Merton, Kingston upon Thames and Sutton","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Outer London - West and North West","Barnet","275","[c]","48620","43490"
"Leaver Dept.","2022","40-49","London","Outer London - West and North West","Ealing","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Outer London - West and North West","Harrow and Hillingdon","25","[c]","48250","32310"
"Leaver Dept.","2022","40-49","London","Outer London - West and North West","Hounslow and Richmond upon Thames","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North East (England)","Northumberland, and Tyne and Wear","Sunderland","30","[c]","29810","27570"
"Leaver Dept.","2022","40-49","North East (England)","Northumberland, and Tyne and Wear","Tyneside","180","[c]","35130","30360"
"Leaver Dept.","2022","40-49","North East (England)","Tees Valley and Durham","Darlington","10","[c]","47570","50130"
"Leaver Dept.","2022","40-49","North East (England)","Tees Valley and Durham","Durham","20","[c]","29660","27570"
"Leaver Dept.","2022","40-49","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North East (England)","Tees Valley and Durham","South Teesside","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Cheshire","Cheshire East","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Cheshire","Warrington","10","[c]","39820","35440"
"Leaver Dept.","2022","40-49","North West (England)","Cumbria","East Cumbria","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Cumbria","West Cumbria","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Greater Manchester","Greater Manchester North East","15","[c]","28930","27570"
"Leaver Dept.","2022","40-49","North West (England)","Greater Manchester","Greater Manchester North West","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Greater Manchester","Greater Manchester South East","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Greater Manchester","Greater Manchester South West","40","[c]","33700","30360"
"Leaver Dept.","2022","40-49","North West (England)","Greater Manchester","Manchester","160","[c]","39400","32310"
"Leaver Dept.","2022","40-49","North West (England)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Lancashire","Blackpool","25","[c]","36430","34250"
"Leaver Dept.","2022","40-49","North West (England)","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Lancashire","Lancaster and Wyre","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Lancashire","Mid Lancashire","40","[c]","41000","37530"
"Leaver Dept.","2022","40-49","North West (England)","Merseyside","East Merseyside","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Merseyside","Liverpool","95","[c]","35570","30760"
"Leaver Dept.","2022","40-49","North West (England)","Merseyside","Sefton","40","[c]","37390","34550"
"Leaver Dept.","2022","40-49","North West (England)","Merseyside","Wirral","20","[c]","27830","27570"
"Leaver Dept.","2022","40-49","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Northern Ireland","Northern Ireland","Belfast","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Overseas","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Eastern Scotland","Angus and Dundee City","60","[c]","24510","25700"
"Leaver Dept.","2022","40-49","Scotland","Eastern Scotland","City of Edinburgh","40","[c]","44010","39730"
"Leaver Dept.","2022","40-49","Scotland","Eastern Scotland","Clackmannanshire and Fife","15","[c]","29090","27570"
"Leaver Dept.","2022","40-49","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Eastern Scotland","Falkirk","10","[c]","26070","27570"
"Leaver Dept.","2022","40-49","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Southern Scotland","South Lanarkshire","35","[c]","40620","39410"
"Leaver Dept.","2022","40-49","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","West Central Scotland","Glasgow City","100","[c]","30740","27570"
"Leaver Dept.","2022","40-49","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","West Central Scotland","North Lanarkshire","15","[c]","25380","27570"
"Leaver Dept.","2022","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","20","[c]","40500","36520"
"Leaver Dept.","2022","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","85","[c]","45650","42820"
"Leaver Dept.","2022","40-49","South East (England)","Hampshire and Isle of Wight","Central Hampshire","15","[c]","36370","33300"
"Leaver Dept.","2022","40-49","South East (England)","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Hampshire and Isle of Wight","North Hampshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Hampshire and Isle of Wight","Portsmouth","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Hampshire and Isle of Wight","South Hampshire","25","[c]","45510","36840"
"Leaver Dept.","2022","40-49","South East (England)","Hampshire and Isle of Wight","Southampton","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Kent","East Kent","15","[c]","31680","29980"
"Leaver Dept.","2022","40-49","South East (England)","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Kent","Medway","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Kent","Mid Kent","20","[c]","53170","50050"
"Leaver Dept.","2022","40-49","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Surrey, East and West Sussex","Brighton and Hove","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Surrey, East and West Sussex","East Sussex CC","15","[c]","32340","27570"
"Leaver Dept.","2022","40-49","South East (England)","Surrey, East and West Sussex","West Surrey","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","15","[c]","44680","37830"
"Leaver Dept.","2022","40-49","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Devon","Devon CC","30","[c]","42260","32310"
"Leaver Dept.","2022","40-49","South West (England)","Devon","Plymouth","20","[c]","30420","27570"
"Leaver Dept.","2022","40-49","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Dorset and Somerset","Dorset","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Dorset and Somerset","Somerset CC","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","95","[c]","42910","41220"
"Leaver Dept.","2022","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","125","[c]","41680","35610"
"Leaver Dept.","2022","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","220","[c]","41550","39330"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Unknown","140","[c]","41860","32440"
"Leaver Dept.","2022","40-49","Wales","East Wales","Cardiff and Vale of Glamorgan","80","[c]","34230","30480"
"Leaver Dept.","2022","40-49","Wales","East Wales","Flintshire and Wrexham","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","East Wales","Monmouthshire and Newport","30","[c]","42400","37510"
"Leaver Dept.","2022","40-49","Wales","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","West Wales and The Valleys","Central Valleys","10","[c]","31760","27570"
"Leaver Dept.","2022","40-49","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","West Wales and The Valleys","South West Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","West Wales and The Valleys","Swansea","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","10","[c]","34390","27570"
"Leaver Dept.","2022","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Shropshire and Staffordshire","Shropshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","20","[c]","38640","33300"
"Leaver Dept.","2022","40-49","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","West Midlands","Birmingham","195","[c]","37180","30820"
"Leaver Dept.","2022","40-49","West Midlands (England)","West Midlands","Coventry","35","[c]","40240","37100"
