"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","50-59","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Department for Work and Pensions","40","[c]","37180","31990"
"Leaver Dept.","2022","50-59","Unknown","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HM Revenue and Customs","165","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Home Office","165","[c]","36460","29080"
"Leaver Dept.","2022","50-59","Unknown","Ministry of Defence","40","[c]","35960","26670"
"Leaver Dept.","2022","50-59","Unknown","Scottish Government","20","[c]","52380","47490"
"Leaver Dept.","2022","50-59","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","Department of Health and Social Care","10","[c]","64670","55430"
"Leaver Dept.","2022","60-64","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Cabinet Office","10","[c]","43240","33280"
"Leaver Dept.","2022","60-64","No function","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Department for Work and Pensions","30","[c]","29810","27570"
"Leaver Dept.","2022","60-64","No function","Department of Health and Social Care","370","[c]","55660","45840"
"Leaver Dept.","2022","60-64","No function","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Ministry of Justice","30","[c]","40660","26550"
"Leaver Dept.","2022","60-64","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Ministry of Defence","10","[c]","41690","40430"
"Leaver Dept.","2022","60-64","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","HM Revenue and Customs","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Home Office","15","[c]","42230","31960"
"Leaver Dept.","2022","60-64","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data & Technology","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","Department of Health and Social Care","160","[c]","50840","40040"
"Leaver Dept.","2022","65+","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","HM Revenue and Customs","10","[c]","23800","21250"
"New entrant CS","2022","16-19","Debt","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","HM Revenue and Customs","20","[c]","21250","21250"
"New entrant CS","2022","16-19","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","10","[c]","20590","21300"
"New entrant CS","2022","16-19","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Attorney General's Departments","30","[c]","21310","20370"
"New entrant CS","2022","16-19","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Environment, Food and Rural Affairs","20","[c]","22960","23400"
"New entrant CS","2022","16-19","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Levelling Up, Housing and Communities","10","[c]","25380","24830"
"New entrant CS","2022","16-19","No function","Department for Transport","80","[c]","19450","18310"
"New entrant CS","2022","16-19","No function","Department for Work and Pensions","100","[c]","22490","21260"
"New entrant CS","2022","16-19","No function","Department of Health and Social Care","10","[c]","22010","22350"
"New entrant CS","2022","16-19","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","HM Revenue and Customs","75","[c]","21470","21250"
"New entrant CS","2022","16-19","No function","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Ministry of Defence","15","[c]","17880","17140"
"New entrant CS","2022","16-19","No function","Ministry of Justice","205","[c]","23010","23140"
"New entrant CS","2022","16-19","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Scottish Government","25","[c]","21380","21050"
"New entrant CS","2022","16-19","No function","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","UK Statistics Authority","15","[c]","19490","19860"
"New entrant CS","2022","16-19","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Ministry of Defence","65","[c]","17720","17140"
"New entrant CS","2022","16-19","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Department for Work and Pensions","30","[c]","22260","21260"
"New entrant CS","2022","16-19","Unknown","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Home Office","35","[c]","24190","24880"
"New entrant CS","2022","16-19","Unknown","Ministry of Defence","25","[c]","17060","16190"
"New entrant CS","2022","16-19","Unknown","Scottish Government","40","[c]","21760","21050"
"New entrant CS","2022","16-19","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Chancellor's other departments","20","[c]","39140","31980"
"New entrant CS","2022","20-29","Analysis","Competition and Markets Authority","15","[c]","27300","22770"
"New entrant CS","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy","45","[c]","32510","33570"
"New entrant CS","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","20","[c]","33830","38020"
"New entrant CS","2022","20-29","Analysis","Department for Education","25","[c]","30040","32870"
"New entrant CS","2022","20-29","Analysis","Department for Environment, Food and Rural Affairs","40","[c]","25530","25460"
"New entrant CS","2022","20-29","Analysis","Department for International Trade","50","[c]","31250","31800"
"New entrant CS","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities","30","[c]","29840","28000"
"New entrant CS","2022","20-29","Analysis","Department for Transport","50","[c]","35080","29970"
"New entrant CS","2022","20-29","Analysis","Department for Work and Pensions","90","[c]","28540","27660"
"New entrant CS","2022","20-29","Analysis","Department of Health and Social Care","40","[c]","30670","28970"
"New entrant CS","2022","20-29","Analysis","Food Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","HM Revenue and Customs","90","[c]","33430","33080"
"New entrant CS","2022","20-29","Analysis","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Ministry of Defence","80","[c]","28540","26680"
"New entrant CS","2022","20-29","Analysis","Ministry of Justice","50","[c]","30470","29990"
"New entrant CS","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Office of Gas and Electricity Markets","40","[c]","30790","30000"
"New entrant CS","2022","20-29","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","UK Statistics Authority","250","[c]","28750","30710"
"New entrant CS","2022","20-29","Analysis","Water Services Regulation Authority","15","[c]","35080","28000"
"New entrant CS","2022","20-29","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Cabinet Office","55","[c]","33980","30420"
"New entrant CS","2022","20-29","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Department for Education","30","[c]","28460","25000"
"New entrant CS","2022","20-29","Commercial","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Department for International Trade","10","[c]","33860","31800"
"New entrant CS","2022","20-29","Commercial","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Department for Transport","25","[c]","28880","27770"
"New entrant CS","2022","20-29","Commercial","Department of Health and Social Care","50","[c]","34620","30320"
"New entrant CS","2022","20-29","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Ministry of Defence","95","[c]","25810","26350"
"New entrant CS","2022","20-29","Commercial","Ministry of Justice","25","[c]","31440","30320"
"New entrant CS","2022","20-29","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","UK Export Finance","20","[c]","32770","33000"
"New entrant CS","2022","20-29","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Cabinet Office","35","[c]","32340","34550"
"New entrant CS","2022","20-29","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy","15","[c]","31420","33570"
"New entrant CS","2022","20-29","Communications","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Department for Education","30","[c]","30280","28500"
"New entrant CS","2022","20-29","Communications","Department for Environment, Food and Rural Affairs","35","[c]","31360","32560"
"New entrant CS","2022","20-29","Communications","Department for International Trade","15","[c]","33550","31800"
"New entrant CS","2022","20-29","Communications","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Department for Transport","20","[c]","32400","34330"
"New entrant CS","2022","20-29","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Department of Health and Social Care","70","[c]","29100","27270"
"New entrant CS","2022","20-29","Communications","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","HM Revenue and Customs","410","[c]","26610","26590"
"New entrant CS","2022","20-29","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Ministry of Defence","20","[c]","29200","28000"
"New entrant CS","2022","20-29","Communications","Ministry of Justice","15","[c]","34630","34260"
"New entrant CS","2022","20-29","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Department for Work and Pensions","275","[c]","24950","25110"
"New entrant CS","2022","20-29","Counter Fraud","HM Revenue and Customs","355","[c]","27690","26590"
"New entrant CS","2022","20-29","Debt","Department for Work and Pensions","115","[c]","21700","21260"
"New entrant CS","2022","20-29","Debt","HM Revenue and Customs","335","[c]","21410","21250"
"New entrant CS","2022","20-29","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Attorney General's Departments","10","[c]","29800","26230"
"New entrant CS","2022","20-29","Digital, Data & Technology","Cabinet Office","110","[c]","37540","34550"
"New entrant CS","2022","20-29","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","125","[c]","22980","21430"
"New entrant CS","2022","20-29","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Department for Education","60","[c]","33130","29360"
