"Status","Year","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Scottish Government","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Export Finance","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","500","[c]","21600","21300"
"New entrant CS","2022","Declared non-disabled","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Attorney General's Departments","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Cabinet Office","100","[c]","32410","27500"
"New entrant CS","2022","Declared non-disabled","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","30","[c]","34300","31470"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","65","[c]","37890","34300"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Transport","45","[c]","38540","31680"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","95","[c]","30570","27570"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","60","[c]","35250","27270"
"New entrant CS","2022","Declared non-disabled","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","40","[c]","31810","26590"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Treasury","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Defence","120","[c]","28100","23490"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","60","[c]","34320","31000"
"New entrant CS","2022","Declared non-disabled","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","UK Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Treasury","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Attorney General's Departments","670","[c]","35510","29280"
"New entrant CS","2022","Declared non-disabled","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Competition and Markets Authority","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","HM Revenue and Customs","55","[c]","36990","30750"
"New entrant CS","2022","Declared non-disabled","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Scottish Government","80","[c]","37840","41750"
"New entrant CS","2022","Declared non-disabled","Legal","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","UK Supreme Court","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Cabinet Office","165","[c]","37800","34550"
"New entrant CS","2022","Declared non-disabled","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Charity Commission","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","540","[c]","34610","33570"
"New entrant CS","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","250","[c]","35670","34020"
"New entrant CS","2022","Declared non-disabled","No function","Department for Education","75","[c]","37680","36500"
"New entrant CS","2022","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","1075","[c]","33700","32560"
"New entrant CS","2022","Declared non-disabled","No function","Department for International Trade","105","[c]","36420","31800"
"New entrant CS","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","335","[c]","35680","33210"
"New entrant CS","2022","Declared non-disabled","No function","Department for Transport","785","[c]","28870","26130"
"New entrant CS","2022","Declared non-disabled","No function","Department for Work and Pensions","5440","[c]","25610","27570"
"New entrant CS","2022","Declared non-disabled","No function","Department of Health and Social Care","1425","[c]","34980","30460"
"New entrant CS","2022","Declared non-disabled","No function","Food Standards Agency","65","[c]","32860","30350"
"New entrant CS","2022","Declared non-disabled","No function","HM Land Registry","135","[c]","24610","22600"
"New entrant CS","2022","Declared non-disabled","No function","HM Revenue and Customs","2300","[c]","26180","21250"
"New entrant CS","2022","Declared non-disabled","No function","HM Treasury","170","[c]","32640","28500"
"New entrant CS","2022","Declared non-disabled","No function","Ministry of Defence","420","[c]","29620","27010"
"New entrant CS","2022","Declared non-disabled","No function","Ministry of Justice","8780","[c]","26470","23720"
"New entrant CS","2022","Declared non-disabled","No function","National Crime Agency","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Northern Ireland Office","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","180","[c]","51880","46360"
"New entrant CS","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","260","[c]","32680","25750"
"New entrant CS","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","35","[c]","36680","37270"
"New entrant CS","2022","Declared non-disabled","No function","Office of Rail and Road","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Scottish Government","505","[c]","22720","21050"
"New entrant CS","2022","Declared non-disabled","No function","The National Archives","35","[c]","31360","28040"
"New entrant CS","2022","Declared non-disabled","No function","UK Statistics Authority","185","[c]","24650","19860"
"New entrant CS","2022","Declared non-disabled","No function","Water Services Regulation Authority","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Cabinet Office","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","30","[c]","42320","33120"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","45","[c]","36050","36400"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","35","[c]","26730","24920"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Department for Transport","40","[c]","41640","36680"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","45","[c]","27570","21260"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Estyn","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","HM Land Registry","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","HM Revenue and Customs","100","[c]","42320","40180"
"New entrant CS","2022","Declared non-disabled","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Ministry of Defence","785","[c]","33540","32000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","UK Statistics Authority","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Cabinet Office","60","[c]","42910","40000"
"New entrant CS","2022","Declared non-disabled","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs","40","[c]","42860","38750"
"New entrant CS","2022","Declared non-disabled","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Department for Work and Pensions","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","HM Revenue and Customs","210","[c]","27620","25000"
"New entrant CS","2022","Declared non-disabled","Property","Ministry of Defence","125","[c]","30910","33000"
"New entrant CS","2022","Declared non-disabled","Property","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Cabinet Office","90","[c]","31990","32000"
"New entrant CS","2022","Declared non-disabled","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Ministry of Defence","230","[c]","27340","25000"
"New entrant CS","2022","Declared non-disabled","Security","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","UK Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions","525","[c]","28700","27570"
"New entrant CS","2022","Declared non-disabled","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","275","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Home Office","45","[c]","30040","24880"
"New entrant CS","2022","Declared non-disabled","Unknown","Ministry of Defence","590","[c]","30280","26350"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Scottish Government","1495","[c]","31660","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","Welsh Government","270","[c]","35180","31210"
"New entrant CS","2022","Undeclared","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","UK Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Department for Work and Pensions","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","HM Revenue and Customs","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
