"Status","Year","Ethnicity","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Human Resources","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Treasury","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Attorney General's Departments","Heterosexual / straight","145","[c]","36260","37870"
"New entrant CS","2022","Asian","Legal","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Revenue and Customs","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Scottish Government","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Cabinet Office","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","70","[c]","33740","33570"
"New entrant CS","2022","Asian","No function","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Digital, Culture, Media and Sport","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Education","Heterosexual / straight","40","[c]","31430","29360"
"New entrant CS","2022","Asian","No function","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Environment, Food and Rural Affairs","Heterosexual / straight","80","[c]","34500","32560"
"New entrant CS","2022","Asian","No function","Department for Environment, Food and Rural Affairs","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Environment, Food and Rural Affairs","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for International Trade","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Levelling Up, Housing and Communities","Heterosexual / straight","40","[c]","31540","30190"
"New entrant CS","2022","Asian","No function","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Transport","Heterosexual / straight","95","[c]","29220","26130"
"New entrant CS","2022","Asian","No function","Department for Transport","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Transport","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Work and Pensions","Heterosexual / straight","985","[c]","26810","27570"
"New entrant CS","2022","Asian","No function","Department for Work and Pensions","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department for Work and Pensions","Undeclared","30","[c]","26760","27570"
"New entrant CS","2022","Asian","No function","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department of Health and Social Care","Heterosexual / straight","220","[c]","33780","28590"
"New entrant CS","2022","Asian","No function","Department of Health and Social Care","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department of Health and Social Care","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Food Standards Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","HM Land Registry","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","HM Revenue and Customs","Heterosexual / straight","435","[c]","26420","21250"
"New entrant CS","2022","Asian","No function","HM Revenue and Customs","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","HM Revenue and Customs","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","HM Revenue and Customs","Unknown","55","[c]","26600","21250"
"New entrant CS","2022","Asian","No function","HM Treasury","Heterosexual / straight","35","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Ministry of Defence","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Ministry of Justice","Heterosexual / straight","590","[c]","26140","23720"
"New entrant CS","2022","Asian","No function","Ministry of Justice","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Ministry of Justice","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","National Crime Agency","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","10","[c]","[c]","[c]"
