"Status","Year","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","HEO","Heterosexual / straight","120","120","33270","32960"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","HEO","Unknown","35","35","33890","33100"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","SCS level","Heterosexual / straight","60","60","89200","84310"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","SCS level","Undeclared","20","15","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","SCS level","Unknown","35","35","85810","85000"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","SEO","Heterosexual / straight","145","145","41190","40850"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","SEO","Unknown","70","65","41670","41040"
"In post","2022","Met Office","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Met Office","AA","LGBO","10","10","[c]","[c]"
"In post","2022","Met Office","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","AO","Heterosexual / straight","50","50","21320","21430"
"In post","2022","Met Office","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Met Office","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Met Office","EO","Heterosexual / straight","155","150","25810","25630"
"In post","2022","Met Office","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Met Office","EO","Undeclared","45","40","25760","25630"
"In post","2022","Met Office","G6","Heterosexual / straight","135","125","61440","60490"
"In post","2022","Met Office","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Met Office","G6","Undeclared","25","25","[c]","[c]"
"In post","2022","Met Office","G7","Heterosexual / straight","355","335","48160","47960"
"In post","2022","Met Office","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Met Office","G7","Undeclared","75","75","49190","47960"
"In post","2022","Met Office","HEO","Heterosexual / straight","420","400","33450","32730"
"In post","2022","Met Office","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Met Office","HEO","Undeclared","105","100","33750","33050"
"In post","2022","Met Office","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Met Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","SEO","Heterosexual / straight","505","475","40040","39650"
"In post","2022","Met Office","SEO","LGBO","45","45","40010","39650"
"In post","2022","Met Office","SEO","Undeclared","135","125","40540","39650"
"In post","2022","Ministry of Defence (excl. agencies)","AA","Heterosexual / straight","3740","3615","19900","19810"
"In post","2022","Ministry of Defence (excl. agencies)","AA","LGBO","120","120","20120","19810"
"In post","2022","Ministry of Defence (excl. agencies)","AA","Undeclared","390","375","19660","19810"
"In post","2022","Ministry of Defence (excl. agencies)","AA","Unknown","625","600","20070","19810"
"In post","2022","Ministry of Defence (excl. agencies)","AO","Heterosexual / straight","7570","7225","24430","21830"
"In post","2022","Ministry of Defence (excl. agencies)","AO","LGBO","240","235","26020","21830"
"In post","2022","Ministry of Defence (excl. agencies)","AO","Undeclared","1075","1030","25750","21830"
"In post","2022","Ministry of Defence (excl. agencies)","AO","Unknown","1145","1110","26810","23280"
"In post","2022","Ministry of Defence (excl. agencies)","EO","Heterosexual / straight","5450","5285","28510","26670"
"In post","2022","Ministry of Defence (excl. agencies)","EO","LGBO","190","185","29250","26670"
"In post","2022","Ministry of Defence (excl. agencies)","EO","Undeclared","765","745","29410","26930"
"In post","2022","Ministry of Defence (excl. agencies)","EO","Unknown","575","555","28890","26670"
"In post","2022","Ministry of Defence (excl. agencies)","G6","Heterosexual / straight","680","640","72540","68560"
"In post","2022","Ministry of Defence (excl. agencies)","G6","LGBO","25","20","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","G6","Undeclared","120","115","72130","68500"
"In post","2022","Ministry of Defence (excl. agencies)","G6","Unknown","105","90","75950","76290"
"In post","2022","Ministry of Defence (excl. agencies)","G7","Heterosexual / straight","1530","1490","57560","55080"
"In post","2022","Ministry of Defence (excl. agencies)","G7","LGBO","55","55","57000","55550"
"In post","2022","Ministry of Defence (excl. agencies)","G7","Undeclared","235","230","57510","54920"
"In post","2022","Ministry of Defence (excl. agencies)","G7","Unknown","205","195","58530","56870"
"In post","2022","Ministry of Defence (excl. agencies)","HEO","Heterosexual / straight","5430","5285","35020","33300"
"In post","2022","Ministry of Defence (excl. agencies)","HEO","LGBO","190","190","35000","33300"
"In post","2022","Ministry of Defence (excl. agencies)","HEO","Undeclared","880","855","35550","33630"
"In post","2022","Ministry of Defence (excl. agencies)","HEO","Unknown","670","655","37610","36460"
"In post","2022","Ministry of Defence (excl. agencies)","SCS level","Heterosexual / straight","270","260","89740","82220"
"In post","2022","Ministry of Defence (excl. agencies)","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","SCS level","Undeclared","45","45","88120","81110"
"In post","2022","Ministry of Defence (excl. agencies)","SCS level","Unknown","30","25","97570","89920"
"In post","2022","Ministry of Defence (excl. agencies)","SEO","Heterosexual / straight","3710","3610","43050","40980"
"In post","2022","Ministry of Defence (excl. agencies)","SEO","LGBO","135","135","42840","41980"
"In post","2022","Ministry of Defence (excl. agencies)","SEO","Undeclared","610","590","43150","40980"
"In post","2022","Ministry of Defence (excl. agencies)","SEO","Unknown","390","380","43240","41500"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","115","115","33900","28120"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","35","35","28980","27370"
"In post","2022","Ministry of Justice (excl. agencies)","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","AA","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","AO","Heterosexual / straight","180","170","22190","21490"
"In post","2022","Ministry of Justice (excl. agencies)","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","AO","Undeclared","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","AO","Unknown","75","75","22460","23720"
"In post","2022","Ministry of Justice (excl. agencies)","EO","Heterosexual / straight","515","500","27400","28310"
"In post","2022","Ministry of Justice (excl. agencies)","EO","LGBO","45","45","27290","28310"
"In post","2022","Ministry of Justice (excl. agencies)","EO","Undeclared","70","65","27580","28310"
"In post","2022","Ministry of Justice (excl. agencies)","EO","Unknown","165","160","27770","28310"
"In post","2022","Ministry of Justice (excl. agencies)","G6","Heterosexual / straight","225","220","67610","67300"
"In post","2022","Ministry of Justice (excl. agencies)","G6","LGBO","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","G6","Undeclared","40","35","70050","70700"
"In post","2022","Ministry of Justice (excl. agencies)","G6","Unknown","50","50","67230","66000"
"In post","2022","Ministry of Justice (excl. agencies)","G7","Heterosexual / straight","965","945","57310","56650"
"In post","2022","Ministry of Justice (excl. agencies)","G7","LGBO","90","90","57840","56830"
"In post","2022","Ministry of Justice (excl. agencies)","G7","Undeclared","115","110","58770","58880"
"In post","2022","Ministry of Justice (excl. agencies)","G7","Unknown","210","205","58100","57010"
"In post","2022","Ministry of Justice (excl. agencies)","HEO","Heterosexual / straight","980","955","33340","34260"
"In post","2022","Ministry of Justice (excl. agencies)","HEO","LGBO","90","90","33240","34260"
"In post","2022","Ministry of Justice (excl. agencies)","HEO","Undeclared","100","95","34010","34260"
"In post","2022","Ministry of Justice (excl. agencies)","HEO","Unknown","285","280","33810","34260"
"In post","2022","Ministry of Justice (excl. agencies)","SCS level","Heterosexual / straight","115","110","88390","83430"
"In post","2022","Ministry of Justice (excl. agencies)","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","SEO","Heterosexual / straight","1200","1175","41770","41750"
"In post","2022","Ministry of Justice (excl. agencies)","SEO","LGBO","100","100","41870","41750"
"In post","2022","Ministry of Justice (excl. agencies)","SEO","Undeclared","140","135","42390","41750"
"In post","2022","Ministry of Justice (excl. agencies)","SEO","Unknown","265","260","41860","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","AO","Heterosexual / straight","200","185","23950","24470"
"In post","2022","National Crime Agency","AO","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","National Crime Agency","AO","Unknown","40","35","24480","24470"
"In post","2022","National Crime Agency","EO","Heterosexual / straight","1885","1835","34160","34140"
"In post","2022","National Crime Agency","EO","LGBO","130","130","33690","32770"
"In post","2022","National Crime Agency","EO","Undeclared","185","180","34170","34100"
"In post","2022","National Crime Agency","EO","Unknown","290","280","35140","36200"
"In post","2022","National Crime Agency","G6","Heterosexual / straight","75","75","74670","74010"
"In post","2022","National Crime Agency","G6","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","G7","Heterosexual / straight","225","220","62530","60990"
"In post","2022","National Crime Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G7","Undeclared","20","15","[c]","[c]"
"In post","2022","National Crime Agency","G7","Unknown","45","45","61900","60960"
"In post","2022","National Crime Agency","HEO","Heterosexual / straight","1235","1200","41670","41010"
"In post","2022","National Crime Agency","HEO","LGBO","40","40","41720","40210"
"In post","2022","National Crime Agency","HEO","Undeclared","95","90","42780","43090"
"In post","2022","National Crime Agency","HEO","Unknown","240","235","42840","43630"
"In post","2022","National Crime Agency","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","SEO","Heterosexual / straight","620","610","49690","48900"
"In post","2022","National Crime Agency","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","National Crime Agency","SEO","Undeclared","40","40","49370","48900"
"In post","2022","National Crime Agency","SEO","Unknown","80","80","51910","48900"
"In post","2022","National Infrastructure Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","National Infrastructure Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
