"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data and Technology","Outside London","AO","Unknown","85","85","21730","21260"
"In post","2022","Digital, Data and Technology","Outside London","EO","Heterosexual / straight","1970","1875","27440","26950"
"In post","2022","Digital, Data and Technology","Outside London","EO","LGBO","130","130","27040","26820"
"In post","2022","Digital, Data and Technology","Outside London","EO","Undeclared","300","290","27710","27130"
"In post","2022","Digital, Data and Technology","Outside London","EO","Unknown","620","590","27470","27470"
"In post","2022","Digital, Data and Technology","Outside London","G6","Heterosexual / straight","620","610","67590","66630"
"In post","2022","Digital, Data and Technology","Outside London","G6","LGBO","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outside London","G6","Undeclared","85","80","69030","69050"
"In post","2022","Digital, Data and Technology","Outside London","G6","Unknown","185","180","67860","66260"
"In post","2022","Digital, Data and Technology","Outside London","G7","Heterosexual / straight","2125","2085","54040","53310"
"In post","2022","Digital, Data and Technology","Outside London","G7","LGBO","100","100","53330","52350"
"In post","2022","Digital, Data and Technology","Outside London","G7","Undeclared","295","290","54190","53500"
"In post","2022","Digital, Data and Technology","Outside London","G7","Unknown","585","575","53680","52800"
"In post","2022","Digital, Data and Technology","Outside London","HEO","Heterosexual / straight","2635","2550","33430","33180"
"In post","2022","Digital, Data and Technology","Outside London","HEO","LGBO","170","170","32330","32750"
"In post","2022","Digital, Data and Technology","Outside London","HEO","Undeclared","445","430","34210","33370"
"In post","2022","Digital, Data and Technology","Outside London","HEO","Unknown","710","695","33150","33110"
"In post","2022","Digital, Data and Technology","Outside London","SCS level","Heterosexual / straight","120","115","87290","79750"
"In post","2022","Digital, Data and Technology","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outside London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outside London","SEO","Heterosexual / straight","2705","2640","40970","40520"
"In post","2022","Digital, Data and Technology","Outside London","SEO","LGBO","160","160","39730","39510"
"In post","2022","Digital, Data and Technology","Outside London","SEO","Undeclared","425","415","41330","40580"
"In post","2022","Digital, Data and Technology","Outside London","SEO","Unknown","820","805","40620","40180"
"In post","2022","Digital, Data and Technology","Outside London","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Economics","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Economics","London","EO","Heterosexual / straight","70","70","27430","27680"
"In post","2022","Economics","London","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Economics","London","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Economics","London","EO","Unknown","25","25","[c]","[c]"
"In post","2022","Economics","London","G6","Heterosexual / straight","145","140","70920","68960"
"In post","2022","Economics","London","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Economics","London","G6","Undeclared","20","20","[c]","[c]"
"In post","2022","Economics","London","G6","Unknown","25","25","[c]","[c]"
"In post","2022","Economics","London","G7","Heterosexual / straight","370","360","56760","55730"
"In post","2022","Economics","London","G7","LGBO","40","40","56360","55630"
"In post","2022","Economics","London","G7","Undeclared","50","50","57730","56900"
"In post","2022","Economics","London","G7","Unknown","80","75","57610","56020"
"In post","2022","Economics","London","HEO","Heterosexual / straight","370","370","34680","33940"
"In post","2022","Economics","London","HEO","LGBO","40","40","35110","34710"
"In post","2022","Economics","London","HEO","Undeclared","45","45","34830","34100"
"In post","2022","Economics","London","HEO","Unknown","110","110","33920","33990"
"In post","2022","Economics","London","SCS level","Heterosexual / straight","65","65","92530","80290"
"In post","2022","Economics","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Economics","London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Economics","London","SEO","Heterosexual / straight","65","65","43360","43170"
"In post","2022","Economics","London","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Economics","London","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Economics","London","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","Economics","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","AO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Economics","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Economics","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Economics","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Economics","Outside London","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Economics","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","G7","Heterosexual / straight","85","80","53970","52510"
"In post","2022","Economics","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Economics","Outside London","G7","Unknown","20","20","[c]","[c]"
"In post","2022","Economics","Outside London","HEO","Heterosexual / straight","80","80","32400","31000"
"In post","2022","Economics","Outside London","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Economics","Outside London","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Economics","Outside London","HEO","Unknown","30","30","31920","30710"
"In post","2022","Economics","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Economics","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","SEO","Heterosexual / straight","40","35","39740","39300"
"In post","2022","Economics","Outside London","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Economics","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Outside London","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Economics","Overseas","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Economics","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Economics","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Economics","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","AO","Heterosexual / straight","60","60","24770","24360"
"In post","2022","Finance","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","London","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","London","EO","Heterosexual / straight","240","235","29410","29500"
"In post","2022","Finance","London","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","London","EO","Undeclared","50","50","29290","29370"
"In post","2022","Finance","London","EO","Unknown","40","35","30060","30430"
"In post","2022","Finance","London","G6","Heterosexual / straight","235","230","69990","69350"
"In post","2022","Finance","London","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","London","G6","Undeclared","35","35","69090","68650"
"In post","2022","Finance","London","G6","Unknown","45","45","71240","71940"
"In post","2022","Finance","London","G7","Heterosexual / straight","470","460","57890","57680"
"In post","2022","Finance","London","G7","LGBO","30","30","[c]","[c]"
"In post","2022","Finance","London","G7","Undeclared","95","95","56910","55070"
