"Status","Year","Disability","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Other ethnicity","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Legal","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","No function","AA/AO","55","50","23520","21750"
"In post","2022","Declared disabled","Other ethnicity","No function","EO","85","75","28890","27570"
"In post","2022","Declared disabled","Other ethnicity","No function","G6/G7","30","25","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","No function","SEO/HEO","65","65","36350","35590"
"In post","2022","Declared disabled","Other ethnicity","No function","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Analysis","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Analysis","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Communications","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Counter Fraud","AA/AO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Counter Fraud","EO","35","35","28690","27570"
"In post","2022","Declared disabled","Undeclared","Counter Fraud","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Counter Fraud","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Debt","AA/AO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Debt","EO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Digital, Data & Technology","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Digital, Data & Technology","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Digital, Data & Technology","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Digital, Data & Technology","SEO/HEO","40","40","36990","35170"
"In post","2022","Declared disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Finance","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Finance","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Finance","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Human Resources","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Human Resources","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Legal","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Legal","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","No function","AA/AO","395","345","22590","21260"
"In post","2022","Declared disabled","Undeclared","No function","EO","430","385","28560","27570"
"In post","2022","Declared disabled","Undeclared","No function","G6/G7","55","55","57050","55210"
"In post","2022","Declared disabled","Undeclared","No function","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","No function","SEO/HEO","175","165","37300","36500"
"In post","2022","Declared disabled","Undeclared","No function","Unknown","105","100","32360","32090"
"In post","2022","Declared disabled","Undeclared","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Project Delivery","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Project Delivery","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Project Delivery","SEO/HEO","70","65","38320","40250"
"In post","2022","Declared disabled","Undeclared","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","EO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","AA/AO","75","70","22310","21680"
"In post","2022","Declared disabled","Undeclared","Unknown","EO","115","105","27990","27370"
"In post","2022","Declared disabled","Undeclared","Unknown","G6/G7","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","SEO/HEO","80","75","37610","36480"
"In post","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Analysis","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Counter Fraud","SEO/HEO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Debt","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Debt","EO","[c]","[c]","[c]","[c]"
