"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","440","425","36630","33880"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","10","10","20890","20800"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Outside London","EO","55","55","25120","24470"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","315","300","55440","51440"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","45","45","94890","95110"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","270","260","34800","36820"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Driver and Vehicle Licensing Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Driver and Vehicle Licensing Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Driver and Vehicle Licensing Agency","Outside London","AA/AO","3890","3295","20830","21840"
"In post","2022","No function","Driver and Vehicle Licensing Agency","Outside London","EO","560","520","26560","26580"
"In post","2022","No function","Driver and Vehicle Licensing Agency","Outside London","G6/G7","70","65","73540","83320"
"In post","2022","No function","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","210","200","34200","32180"
"In post","2022","No function","Driver and Vehicle Standards Agency","London","AA/AO","35","35","29570","30830"
"In post","2022","No function","Driver and Vehicle Standards Agency","London","EO","265","250","31170","30780"
"In post","2022","No function","Driver and Vehicle Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Driver and Vehicle Standards Agency","London","SEO/HEO","45","45","37200","36180"
"In post","2022","No function","Driver and Vehicle Standards Agency","Outside London","AA/AO","1010","940","24560","21840"
"In post","2022","No function","Driver and Vehicle Standards Agency","Outside London","EO","2205","2050","27840","26780"
"In post","2022","No function","Driver and Vehicle Standards Agency","Outside London","G6/G7","35","35","52810","50980"
"In post","2022","No function","Driver and Vehicle Standards Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","490","480","34180","32490"
"In post","2022","No function","Education and Skills Funding Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Education and Skills Funding Agency","London","EO","15","15","28790","28500"
"In post","2022","No function","Education and Skills Funding Agency","London","G6/G7","100","95","58760","54400"
"In post","2022","No function","Education and Skills Funding Agency","London","SCS level","15","15","82810","74100"
"In post","2022","No function","Education and Skills Funding Agency","London","SEO/HEO","90","90","38280","40230"
"In post","2022","No function","Education and Skills Funding Agency","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","No function","Education and Skills Funding Agency","Outside London","EO","85","80","25420","25000"
"In post","2022","No function","Education and Skills Funding Agency","Outside London","G6/G7","280","275","54330","50630"
"In post","2022","No function","Education and Skills Funding Agency","Outside London","SCS level","15","15","84930","79170"
"In post","2022","No function","Education and Skills Funding Agency","Outside London","SEO/HEO","470","450","34030","36500"
"In post","2022","No function","Education and Skills Funding Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Food Standards Agency","London","EO","20","20","28840","29090"
"In post","2022","No function","Food Standards Agency","London","G6/G7","45","45","57520","56130"
"In post","2022","No function","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Food Standards Agency","London","SEO/HEO","85","85","37530","40350"
"In post","2022","No function","Food Standards Agency","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","Food Standards Agency","Outside London","EO","375","360","27070","26750"
"In post","2022","No function","Food Standards Agency","Outside London","G6/G7","105","100","54280","52070"
"In post","2022","No function","Food Standards Agency","Outside London","SCS level","15","15","84080","78260"
"In post","2022","No function","Food Standards Agency","Outside London","SEO/HEO","405","400","35190","37350"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","125","120","28180","28250"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","275","270","31800","30950"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","605","595","61500","59470"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","140","140","88040","78200"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","790","780","38920","37900"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","115","110","25050","25000"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","55","55","27840","27290"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","15","15","61340","59280"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","45","40","37750","36280"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","20","20","23360","23250"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","40","40","27330","27600"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","570","565","58620","56860"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","215","215","86590","76690"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","580","580","35130","34220"
"In post","2022","No function","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Government Internal Audit Agency","London","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Government Internal Audit Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Government Internal Audit Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Government Internal Audit Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Health and Safety Executive","London","AA/AO","10","10","26640","26790"
"In post","2022","No function","Health and Safety Executive","London","EO","15","15","33380","34130"
"In post","2022","No function","Health and Safety Executive","London","G6/G7","35","30","61390","57810"
"In post","2022","No function","Health and Safety Executive","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Health and Safety Executive","London","SEO/HEO","85","80","44450","43770"
"In post","2022","No function","Health and Safety Executive","Outside London","AA/AO","225","200","22050","22410"
"In post","2022","No function","Health and Safety Executive","Outside London","EO","395","375","27380","26410"
"In post","2022","No function","Health and Safety Executive","Outside London","G6/G7","390","370","61390","58770"
"In post","2022","No function","Health and Safety Executive","Outside London","SCS level","20","20","85470","84340"
"In post","2022","No function","Health and Safety Executive","Outside London","SEO/HEO","1065","1010","45210","41480"
"In post","2022","No function","HM Courts and Tribunals Service","London","AA/AO","2095","1935","23530","23720"
"In post","2022","No function","HM Courts and Tribunals Service","London","EO","795","765","28520","28310"
"In post","2022","No function","HM Courts and Tribunals Service","London","G6/G7","210","205","60660","59290"
"In post","2022","No function","HM Courts and Tribunals Service","London","SCS level","25","25","83720","80900"
"In post","2022","No function","HM Courts and Tribunals Service","London","SEO/HEO","720","695","38670","34260"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","AA/AO","7655","6630","20770","20970"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","EO","1795","1680","25280","25120"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","G6/G7","300","295","55870","53670"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","SCS level","25","25","80060","75500"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","SEO/HEO","1645","1530","35870","36050"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","No function","HM Courts and Tribunals Service","Unknown","AA/AO","15","15","20920","20970"
"In post","2022","No function","HM Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Courts and Tribunals Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Land Registry","London","AA/AO","55","50","25860","25850"
"In post","2022","No function","HM Land Registry","London","EO","70","65","30620","30600"
"In post","2022","No function","HM Land Registry","London","G6/G7","10","10","67500","65390"
"In post","2022","No function","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","HM Land Registry","London","SEO/HEO","90","85","39680","37290"
"In post","2022","No function","HM Land Registry","Outside London","AA/AO","1595","1495","22600","22600"
"In post","2022","No function","HM Land Registry","Outside London","EO","1970","1740","27130","27130"
