"Status","Year","Age","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","UK Health Security Agency","Outside London","270","[c]","37490","36330"
"New entrant CS","2022","30-39","UK Hydrographic Office","Outside London","30","[c]","29930","29910"
"New entrant CS","2022","30-39","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","Outside London","225","[c]","32580","30710"
"New entrant CS","2022","30-39","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Valuation Office Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Valuation Office Agency","Outside London","100","[c]","25280","22010"
"New entrant CS","2022","30-39","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Veterinary Medicines Directorate","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Welsh Government (excl. agencies)","Outside London","85","[c]","33580","31210"
"New entrant CS","2022","30-39","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Advisory, Conciliation and Arbitration Service","Outside London","10","[c]","23880","24250"
"New entrant CS","2022","40-49","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Animal and Plant Health Agency","Outside London","75","[c]","26820","24920"
"New entrant CS","2022","40-49","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","London","75","[c]","54300","54700"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","Outside London","125","[c]","54290","49700"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","Unknown","20","[c]","52150","49700"
"New entrant CS","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","Outside London","15","[c]","28090","25010"
"New entrant CS","2022","40-49","Charity Commission","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Charity Commission","Outside London","15","[c]","27370","29160"
"New entrant CS","2022","40-49","Companies House","Outside London","35","[c]","33170","28800"
"New entrant CS","2022","40-49","Competition and Markets Authority","London","15","[c]","69450","62680"
"New entrant CS","2022","40-49","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","Outside London","15","[c]","39970","38330"
"New entrant CS","2022","40-49","Crown Office and Procurator Fiscal Service","Outside London","40","[c]","28690","21050"
"New entrant CS","2022","40-49","Crown Prosecution Service","London","35","[c]","45590","53050"
"New entrant CS","2022","40-49","Crown Prosecution Service","Outside London","65","[c]","42190","48080"
"New entrant CS","2022","40-49","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Equipment and Support","Outside London","155","[c]","36980","36000"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","Outside London","80","[c]","38110","38070"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","50","[c]","43300","40050"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","30","[c]","45970","37490"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","London","15","[c]","44900","35020"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","Outside London","10","[c]","43460","50070"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","London","15","[c]","44270","40230"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","Outside London","105","[c]","39190","36500"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","75","[c]","46780","42480"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","245","[c]","41780","37000"
"New entrant CS","2022","40-49","Department for International Trade","London","25","[c]","52170","51710"
"New entrant CS","2022","40-49","Department for International Trade","Outside London","10","[c]","35610","34430"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","40","[c]","45360","39600"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","50","[c]","38360","30760"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","London","45","[c]","54540","54110"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","Outside London","55","[c]","44130","38650"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","London","175","[c]","32860","31060"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Outside London","1565","[c]","26660","27570"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","20","[c]","38710","29290"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","London","85","[c]","46930","40650"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","Outside London","45","[c]","43710","36820"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Disclosure Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","Outside London","85","[c]","22390","21840"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","Outside London","120","[c]","26840","26130"
"New entrant CS","2022","40-49","Education and Skills Funding Agency","Outside London","25","[c]","43570","38450"
"New entrant CS","2022","40-49","Education Scotland","Outside London","15","[c]","56140","65280"
"New entrant CS","2022","40-49","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","Outside London","40","[c]","35340","32350"
"New entrant CS","2022","40-49","Food Standards Scotland","Outside London","15","[c]","36640","32310"
"New entrant CS","2022","40-49","Government Actuary's Department","London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Internal Audit Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Legal Department","London","50","[c]","48650","50500"
"New entrant CS","2022","40-49","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Property Agency","Outside London","20","[c]","52290","52500"
"New entrant CS","2022","40-49","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","Outside London","60","[c]","43780","39340"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","London","65","[c]","31310","23720"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","Outside London","180","[c]","24540","20970"
"New entrant CS","2022","40-49","HM Land Registry","London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","Outside London","95","[c]","28060","22600"
"New entrant CS","2022","40-49","HM Prison and Probation Service","London","335","[c]","35230","31950"
"New entrant CS","2022","40-49","HM Prison and Probation Service","Outside London","2270","[c]","28730","26140"
"New entrant CS","2022","40-49","HM Prison and Probation Service","Unknown","60","[c]","32120","27420"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","London","105","[c]","37220","37610"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Outside London","1040","[c]","27620","26590"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Home Office","London","105","[c]","41140","35050"
"New entrant CS","2022","40-49","Home Office","Outside London","230","[c]","30500","24880"
"New entrant CS","2022","40-49","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Institute for Apprenticeships and Technical Education","Outside London","10","[c]","43320","43270"
"New entrant CS","2022","40-49","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Intellectual Property Office","Outside London","40","[c]","33090","27380"
"New entrant CS","2022","40-49","Legal Aid Agency","Outside London","10","[c]","24720","20970"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","Outside London","35","[c]","32600","26840"
"New entrant CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Met Office","Outside London","35","[c]","38950","38990"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","London","30","[c]","43840","41500"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Outside London","530","[c]","31480","26350"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Overseas","15","[c]","38730","39030"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","London","65","[c]","44520","41750"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","Outside London","70","[c]","38650","36050"
"New entrant CS","2022","40-49","National Crime Agency","London","20","[c]","59430","54030"
"New entrant CS","2022","40-49","National Crime Agency","Outside London","55","[c]","39330","36410"
"New entrant CS","2022","40-49","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Records of Scotland","Outside London","15","[c]","39710","36130"
"New entrant CS","2022","40-49","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","70","[c]","54510","46360"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","London","45","[c]","54670","46250"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Outside London","40","[c]","38520","36880"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","Outside London","15","[c]","44200","40500"
"New entrant CS","2022","40-49","Office of Rail and Road","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of the Public Guardian","Outside London","30","[c]","22720","20970"
"New entrant CS","2022","40-49","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Planning Inspectorate","Outside London","20","[c]","37960","41020"
"New entrant CS","2022","40-49","Public Health England","London","30","[c]","47360","43600"
"New entrant CS","2022","40-49","Public Health England","Outside London","25","[c]","45790","40060"
"New entrant CS","2022","40-49","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Registers of Scotland","Outside London","15","[c]","30620","22780"
"New entrant CS","2022","40-49","Revenue Scotland","Outside London","15","[c]","35550","31540"
"New entrant CS","2022","40-49","Royal Fleet Auxiliary","Unknown","10","[c]","22310","16190"
"New entrant CS","2022","40-49","Rural Payments Agency","Outside London","90","[c]","22320","21300"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","Outside London","45","[c]","26520","22000"
"New entrant CS","2022","40-49","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Government (excl. agencies)","Outside London","255","[c]","41810","39660"
"New entrant CS","2022","40-49","Scottish Prison Service","Outside London","50","[c]","24500","21640"
"New entrant CS","2022","40-49","Scottish Public Pensions Agency","Outside London","15","[c]","24910","24400"
"New entrant CS","2022","40-49","Serious Fraud Office","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Social Security Scotland","Outside London","315","[c]","28690","27230"
"New entrant CS","2022","40-49","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Student Awards Agency for Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Submarine Delivery Agency","Outside London","45","[c]","42140","44000"
"New entrant CS","2022","40-49","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","Outside London","10","[c]","31970","29640"
"New entrant CS","2022","40-49","The National Archives","London","20","[c]","39830","36000"
"New entrant CS","2022","40-49","Transport Scotland","Outside London","15","[c]","37500","31540"
"New entrant CS","2022","40-49","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","London","25","[c]","53020","50530"
"New entrant CS","2022","40-49","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Health Security Agency","London","185","[c]","46230","40070"
"New entrant CS","2022","40-49","UK Health Security Agency","Outside London","225","[c]","39180","36330"
"New entrant CS","2022","40-49","UK Hydrographic Office","Outside London","10","[c]","34580","37420"
"New entrant CS","2022","40-49","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","Outside London","150","[c]","33120","30710"
"New entrant CS","2022","40-49","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Valuation Office Agency","Outside London","75","[c]","26620","23260"
"New entrant CS","2022","40-49","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Outside London","85","[c]","41050","40100"
"New entrant CS","2022","40-49","Welsh Revenue Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Advisory, Conciliation and Arbitration Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Animal and Plant Health Agency","Outside London","55","[c]","26760","24920"
"New entrant CS","2022","50-59","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office (excl. agencies)","London","50","[c]","72770","68350"
"New entrant CS","2022","50-59","Cabinet Office (excl. agencies)","Outside London","90","[c]","50380","37300"
"New entrant CS","2022","50-59","Cabinet Office (excl. agencies)","Unknown","15","[c]","61600","51850"
"New entrant CS","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","Outside London","20","[c]","32340","24500"
"New entrant CS","2022","50-59","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Criminal Injuries Compensation Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Office and Procurator Fiscal Service","Outside London","35","[c]","26890","24140"
"New entrant CS","2022","50-59","Crown Prosecution Service","London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Prosecution Service","Outside London","40","[c]","42530","48080"
"New entrant CS","2022","50-59","Defence Equipment and Support","London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Defence Equipment and Support","Outside London","150","[c]","38200","38750"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","Outside London","45","[c]","40130","38280"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","15","[c]","50260","41550"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","20","[c]","45560","49080"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","Outside London","50","[c]","43400","36500"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","30","[c]","43940","38750"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","140","[c]","39660","36230"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","London","10","[c]","60460","56000"
"New entrant CS","2022","50-59","Department for International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","20","[c]","36820","30190"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","London","25","[c]","52640","54110"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","Outside London","20","[c]","49990","48770"
"New entrant CS","2022","50-59","Department for Work and Pensions (excl. agencies)","London","115","[c]","32400","31060"
"New entrant CS","2022","50-59","Department for Work and Pensions (excl. agencies)","Outside London","1385","[c]","25630","24250"
"New entrant CS","2022","50-59","Department for Work and Pensions (excl. agencies)","Unknown","15","[c]","29440","29290"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","London","60","[c]","56880","53360"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","Outside London","40","[c]","43360","49530"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Disclosure Scotland","Outside London","10","[c]","29720","21050"
"New entrant CS","2022","50-59","Driver and Vehicle Licensing Agency","Outside London","70","[c]","22780","21840"
"New entrant CS","2022","50-59","Driver and Vehicle Licensing Agency","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Driver and Vehicle Standards Agency","London","20","[c]","30120","30130"
"New entrant CS","2022","50-59","Driver and Vehicle Standards Agency","Outside London","170","[c]","27010","26130"
"New entrant CS","2022","50-59","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Education and Skills Funding Agency","Outside London","15","[c]","35930","36500"
"New entrant CS","2022","50-59","Education Scotland","Outside London","20","[c]","55360","57570"
"New entrant CS","2022","50-59","Estyn","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","Outside London","20","[c]","37270","32350"
"New entrant CS","2022","50-59","Food Standards Scotland","Outside London","10","[c]","40540","31540"
"New entrant CS","2022","50-59","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Legal Department","London","15","[c]","51300","50500"
"New entrant CS","2022","50-59","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Government Property Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Health and Safety Executive","Outside London","40","[c]","39390","35450"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","London","50","[c]","27020","23720"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","Outside London","195","[c]","22260","20970"
"New entrant CS","2022","50-59","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","Outside London","70","[c]","26300","22600"
"New entrant CS","2022","50-59","HM Prison and Probation Service","London","305","[c]","35070","32460"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Outside London","2225","[c]","28870","27430"
"New entrant CS","2022","50-59","HM Prison and Probation Service","Unknown","50","[c]","26280","26310"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","London","65","[c]","40010","37610"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","Outside London","600","[c]","27110","21250"
"New entrant CS","2022","50-59","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury (excl. agencies)","London","10","[c]","72720","53250"
"New entrant CS","2022","50-59","HM Treasury (excl. agencies)","Outside London","10","[c]","32720","27600"
"New entrant CS","2022","50-59","Home Office","London","100","[c]","41360","34630"
"New entrant CS","2022","50-59","Home Office","Outside London","315","[c]","30330","25770"
"New entrant CS","2022","50-59","Institute for Apprenticeships and Technical Education","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Intellectual Property Office","Outside London","30","[c]","32380","24030"
"New entrant CS","2022","50-59","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal Aid Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Maritime and Coastguard Agency","Outside London","40","[c]","34510","26840"
"New entrant CS","2022","50-59","Medicines and Healthcare Products Regulatory Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Met Office","Outside London","20","[c]","37690","37420"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","London","45","[c]","39440","37000"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Outside London","500","[c]","31310","26350"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Overseas","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","London","40","[c]","43880","42750"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","Outside London","45","[c]","35470","30450"
"New entrant CS","2022","50-59","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Crime Agency","London","30","[c]","48110","39840"
"New entrant CS","2022","50-59","National Crime Agency","Outside London","95","[c]","36170","36410"
"New entrant CS","2022","50-59","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","Outside London","15","[c]","42910","39660"
"New entrant CS","2022","50-59","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","London","10","[c]","52090","46360"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","50","[c]","58820","60930"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","London","15","[c]","57610","55000"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","Outside London","20","[c]","37640","26000"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","Outside London","15","[c]","23840","20970"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","London","25","[c]","48440","40070"
"New entrant CS","2022","50-59","Public Health England","Outside London","10","[c]","37040","38190"
"New entrant CS","2022","50-59","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Registers of Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Royal Fleet Auxiliary","Unknown","15","[c]","31800","33270"
"New entrant CS","2022","50-59","Rural Payments Agency","Outside London","75","[c]","22120","21300"
