"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","No function","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","10","10","[c]","[c]"
"In post","2022","30-39","No function","Department for Digital, Culture, Media and Sport","Other","35","35","44430","36000"
"In post","2022","30-39","No function","Department for Digital, Culture, Media and Sport","Planning","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Digital, Culture, Media and Sport","Policy","450","440","50880","51730"
"In post","2022","30-39","No function","Department for Digital, Culture, Media and Sport","Project Delivery","60","60","48630","51730"
"In post","2022","30-39","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Education","Commercial","5","5","[c]","[c]"
"In post","2022","30-39","No function","Department for Education","Communications","20","20","37140","36500"
"In post","2022","30-39","No function","Department for Education","Digital, Data and Technology","20","20","41350","40230"
"In post","2022","30-39","No function","Department for Education","Finance","40","40","51150","52030"
"In post","2022","30-39","No function","Department for Education","Operational Delivery","395","380","39990","36780"
"In post","2022","30-39","No function","Department for Education","Policy","875","835","47060","49860"
"In post","2022","30-39","No function","Department for Education","Property","10","5","[c]","[c]"
"In post","2022","30-39","No function","Department for Environment, Food and Rural Affairs","Economics","15","15","42490","39320"
"In post","2022","30-39","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","365","350","27410","24920"
"In post","2022","30-39","No function","Department for Environment, Food and Rural Affairs","Other","30","30","41150","38750"
"In post","2022","30-39","No function","Department for Environment, Food and Rural Affairs","Policy","1100","1060","43450","39420"
"In post","2022","30-39","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","105","100","30510","28270"
"In post","2022","30-39","No function","Department for Environment, Food and Rural Affairs","Veterinarian","85","80","38130","36970"
"In post","2022","30-39","No function","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for International Trade","International Trade","460","455","50940","51970"
"In post","2022","30-39","No function","Department for International Trade","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","30-39","No function","Department for International Trade","Operational Delivery","15","15","44680","38350"
"In post","2022","30-39","No function","Department for International Trade","Other","25","25","50220","51710"
"In post","2022","30-39","No function","Department for International Trade","Policy","65","65","51820","51970"
"In post","2022","30-39","No function","Department for International Trade","Project Delivery","10","10","49540","51840"
"In post","2022","30-39","No function","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","130","125","33810","31950"
"In post","2022","30-39","No function","Department for Levelling Up, Housing and Communities","Other","20","20","37030","36750"
"In post","2022","30-39","No function","Department for Levelling Up, Housing and Communities","Planning","45","45","41980","40720"
"In post","2022","30-39","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","55","55","48420","47660"
"In post","2022","30-39","No function","Department for Levelling Up, Housing and Communities","Policy","595","580","50050","53130"
"In post","2022","30-39","No function","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Transport","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","30-39","No function","Department for Transport","Human Resources","10","10","[c]","[c]"
"In post","2022","30-39","No function","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Transport","Medicine","10","10","70830","83320"
"In post","2022","30-39","No function","Department for Transport","Operational Delivery","1995","1805","25230","21840"
"In post","2022","30-39","No function","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department for Transport","Policy","430","420","47760","48770"
"In post","2022","30-39","No function","Department for Transport","Science and Engineering","55","55","45940","43360"
"In post","2022","30-39","No function","Department for Transport","Unknown","140","135","48000","42890"
"In post","2022","30-39","No function","Department for Work and Pensions","Knowledge and Information Management","70","65","39030","31990"
"In post","2022","30-39","No function","Department for Work and Pensions","Operational Delivery","10935","10015","26720","27570"
"In post","2022","30-39","No function","Department for Work and Pensions","Other","985","930","27590","27570"
"In post","2022","30-39","No function","Department for Work and Pensions","Policy","10","10","[c]","[c]"
"In post","2022","30-39","No function","Department for Work and Pensions","Psychology","15","15","32000","33110"
"In post","2022","30-39","No function","Department for Work and Pensions","Science and Engineering","75","70","34540","32050"
"In post","2022","30-39","No function","Department of Health and Social Care","Commercial","10","10","[c]","[c]"
"In post","2022","30-39","No function","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Department of Health and Social Care","Medicine","105","95","64540","54760"
"In post","2022","30-39","No function","Department of Health and Social Care","Operational Delivery","1020","955","40400","37450"
"In post","2022","30-39","No function","Department of Health and Social Care","Other","75","75","45820","43790"
"In post","2022","30-39","No function","Department of Health and Social Care","Policy","245","240","50480","53360"
"In post","2022","30-39","No function","Department of Health and Social Care","Science and Engineering","580","550","38210","38020"
"In post","2022","30-39","No function","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Food Standards Agency","Operational Delivery","80","80","31860","30350"
"In post","2022","30-39","No function","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Food Standards Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Food Standards Agency","Policy","80","80","40080","37630"
"In post","2022","30-39","No function","Food Standards Agency","Science and Engineering","40","40","37380","37350"
"In post","2022","30-39","No function","Food Standards Agency","Veterinarian","10","10","38860","37910"
"In post","2022","30-39","No function","Foreign, Commonwealth and Development Office","Economics","20","20","57460","58660"
"In post","2022","30-39","No function","Foreign, Commonwealth and Development Office","Knowledge and Information Management","10","10","43660","40380"
"In post","2022","30-39","No function","Foreign, Commonwealth and Development Office","Operational Delivery","60","55","30800","28830"
"In post","2022","30-39","No function","Foreign, Commonwealth and Development Office","Policy","795","790","47080","44230"
"In post","2022","30-39","No function","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","HM Land Registry","Operational Delivery","785","730","25710","22600"
"In post","2022","30-39","No function","HM Land Registry","Other","5","5","[c]","[c]"
"In post","2022","30-39","No function","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","HM Revenue and Customs","International Trade","40","40","35170","33370"
"In post","2022","30-39","No function","HM Revenue and Customs","Operational Delivery","3330","3090","26860","26590"
"In post","2022","30-39","No function","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","HM Revenue and Customs","Other","10","10","63160","62370"
"In post","2022","30-39","No function","HM Revenue and Customs","Tax","3430","3315","35630","33370"
"In post","2022","30-39","No function","HM Revenue and Customs","Unknown","1035","1000","33720","33080"
"In post","2022","30-39","No function","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","HM Treasury","Economics","45","45","55740","55530"
"In post","2022","30-39","No function","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","HM Treasury","Operational Delivery","25","25","33100","31630"
"In post","2022","30-39","No function","HM Treasury","Policy","490","480","56630","57000"
"In post","2022","30-39","No function","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","HM Treasury","Tax","25","25","61030","63000"
"In post","2022","30-39","No function","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Ministry of Defence","Geography","100","95","32700","33290"
"In post","2022","30-39","No function","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Ministry of Defence","Operational Delivery","40","40","34570","32890"
"In post","2022","30-39","No function","Ministry of Defence","Operational Research","60","55","44630","47010"
"In post","2022","30-39","No function","Ministry of Defence","Other","35","35","32770","30000"
