"Status","Year","Ethnicity","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Communications","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Export Finance","London","10","10","[c]","[c]"
"In post","2022","Asian","Communications","UK Health Security Agency","London","5","5","[c]","[c]"
"In post","2022","Asian","Communications","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Cabinet Office (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","330","290","27920","25110"
"In post","2022","Asian","Counter Fraud","Department for Work and Pensions (excl. agencies)","Outside London","310","285","26380","27570"
"In post","2022","Asian","Counter Fraud","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","285","275","36980","37610"
"In post","2022","Asian","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","380","370","31990","30880"
"In post","2022","Asian","Counter Fraud","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Serious Fraud Office","London","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","The Insolvency Service","London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","The Insolvency Service","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Department for Work and Pensions (excl. agencies)","Outside London","260","220","22230","21260"
"In post","2022","Asian","Debt","Department for Work and Pensions (excl. agencies)","Unknown","50","40","25530","25110"
"In post","2022","Asian","Debt","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","HM Revenue and Customs (excl. agencies)","London","110","90","27660","26400"
"In post","2022","Asian","Debt","HM Revenue and Customs (excl. agencies)","Outside London","340","310","22550","21250"
"In post","2022","Asian","Debt","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","115","115","48560","54700"
"In post","2022","Asian","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Companies House","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Competition and Markets Authority","London","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Crown Commercial Service","London","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Crown Prosecution Service","London","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Crown Prosecution Service","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Defence Equipment and Support","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Education (excl. agencies)","London","25","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","85","85","38980","36500"
"In post","2022","Asian","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","30","30","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for International Trade","London","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
