"Status","Year","Parent_department","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Ministry of Defence","Buckinghamshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Buckinghamshire","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Caithness and Sutherland, and Ross and Cromarty","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Caithness and Sutherland, and Ross and Cromarty","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Caithness and Sutherland, and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cambridgeshire CC","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cambridgeshire CC","AO","35","[c]","22600","21170"
"New entrant CS","2022","Ministry of Defence","Cambridgeshire CC","EO","35","[c]","26810","26350"
"New entrant CS","2022","Ministry of Defence","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cambridgeshire CC","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cambridgeshire CC","HEO","25","[c]","35520","33000"
"New entrant CS","2022","Ministry of Defence","Cambridgeshire CC","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Camden and City of London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Camden and City of London","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Camden and City of London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Camden and City of London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cardiff and Vale of Glamorgan","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cardiff and Vale of Glamorgan","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cardiff and Vale of Glamorgan","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Causeway Coast and Glens","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Central Bedfordshire","AA","10","[c]","19610","19810"
"New entrant CS","2022","Ministry of Defence","Central Bedfordshire","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Central Bedfordshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Central Bedfordshire","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Central Bedfordshire","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Central Hampshire","AA","15","[c]","20220","19810"
"New entrant CS","2022","Ministry of Defence","Central Hampshire","AO","50","[c]","21060","21170"
"New entrant CS","2022","Ministry of Defence","Central Hampshire","EO","60","[c]","24590","23580"
"New entrant CS","2022","Ministry of Defence","Central Hampshire","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Central Hampshire","G7","40","[c]","49510","47010"
"New entrant CS","2022","Ministry of Defence","Central Hampshire","HEO","145","[c]","28270","27010"
"New entrant CS","2022","Ministry of Defence","Central Hampshire","SEO","45","[c]","38060","38070"
"New entrant CS","2022","Ministry of Defence","Cheshire East","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cheshire East","AO","45","[c]","21140","21170"
"New entrant CS","2022","Ministry of Defence","Cheshire East","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cheshire East","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cheshire East","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","City of Edinburgh","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","City of Edinburgh","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","City of Edinburgh","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","City of Edinburgh","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","City of Edinburgh","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","City of Edinburgh","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Clackmannanshire and Fife","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Clackmannanshire and Fife","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Clackmannanshire and Fife","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Clackmannanshire and Fife","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Clackmannanshire and Fife","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cornwall and Isles of Scilly","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cornwall and Isles of Scilly","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Cornwall and Isles of Scilly","HEO","10","[c]","33290","33000"
"New entrant CS","2022","Ministry of Defence","Derby","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Derby","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Devon CC","AA","10","[c]","21440","19810"
"New entrant CS","2022","Ministry of Defence","Devon CC","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Devon CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Devon CC","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Dorset","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Dorset","AO","20","[c]","21530","21170"
"New entrant CS","2022","Ministry of Defence","Dorset","EO","20","[c]","26410","26350"
"New entrant CS","2022","Ministry of Defence","Dorset","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Dorset","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Dudley","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Durham","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Ayrshire and North Ayrshire mainland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Ayrshire and North Ayrshire mainland","EO","15","[c]","19000","17930"
"New entrant CS","2022","Ministry of Defence","East Ayrshire and North Ayrshire mainland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Ayrshire and North Ayrshire mainland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Cumbria","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Cumbria","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA","25","[c]","22500","22630"
"New entrant CS","2022","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AO","70","[c]","24660","23540"
"New entrant CS","2022","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","10","[c]","26250","26350"
"New entrant CS","2022","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","HEO","20","[c]","33770","33000"
"New entrant CS","2022","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","10","[c]","41920","35150"
"New entrant CS","2022","Ministry of Defence","East Kent","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Kent","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Riding of Yorkshire","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Riding of Yorkshire","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Riding of Yorkshire","EO","15","[c]","26350","26350"
"New entrant CS","2022","Ministry of Defence","East Surrey","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","East Sussex CC","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Essex Haven Gateway","AA","15","[c]","23440","25000"
"New entrant CS","2022","Ministry of Defence","Essex Haven Gateway","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Essex Haven Gateway","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Essex Haven Gateway","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Essex Haven Gateway","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Essex Haven Gateway","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Flintshire and Wrexham","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Flintshire and Wrexham","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Glasgow City","AO","15","[c]","21170","21170"
"New entrant CS","2022","Ministry of Defence","Glasgow City","EO","15","[c]","26070","26350"
"New entrant CS","2022","Ministry of Defence","Glasgow City","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Glasgow City","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Glasgow City","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Glasgow City","SEO","10","[c]","44890","47000"
"New entrant CS","2022","Ministry of Defence","Gloucestershire CC","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Gloucestershire CC","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Gloucestershire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Gloucestershire CC","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Gloucestershire CC","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Gloucestershire CC","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Greater Manchester South West","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Harrow and Hillingdon","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Harrow and Hillingdon","EO","15","[c]","21360","19460"
"New entrant CS","2022","Ministry of Defence","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Harrow and Hillingdon","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Herefordshire, County of","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Herefordshire, County of","AO","20","[c]","22230","21170"
"New entrant CS","2022","Ministry of Defence","Herefordshire, County of","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Herefordshire, County of","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Hertfordshire CC","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Hertfordshire CC","EO","15","[c]","28530","30200"
"New entrant CS","2022","Ministry of Defence","Hertfordshire CC","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Hertfordshire CC","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Hertfordshire CC","HEO","15","[c]","36120","37000"
"New entrant CS","2022","Ministry of Defence","Hertfordshire CC","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Hounslow and Richmond upon Thames","EO","30","[c]","28700","28700"
"New entrant CS","2022","Ministry of Defence","Inverclyde, East Renfrewshire, and Renfrewshire","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA","10","[c]","23040","25000"
"New entrant CS","2022","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","AO","15","[c]","21220","20960"
"New entrant CS","2022","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Isle of Anglesey","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Isle of Anglesey","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Isle of Anglesey","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Kingston upon Hull, City of","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Lancaster and Wyre","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Lancaster and Wyre","AO","20","[c]","21190","21170"
"New entrant CS","2022","Ministry of Defence","Lancaster and Wyre","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Lancaster and Wyre","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Leicestershire CC and Rutland","AA","10","[c]","19070","19010"
"New entrant CS","2022","Ministry of Defence","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Lincolnshire CC","AA","30","[c]","20700","19810"
"New entrant CS","2022","Ministry of Defence","Lincolnshire CC","AO","15","[c]","21050","21170"
"New entrant CS","2022","Ministry of Defence","Lincolnshire CC","EO","30","[c]","26090","26350"
"New entrant CS","2022","Ministry of Defence","Lincolnshire CC","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Lincolnshire CC","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Lincolnshire CC","HEO","25","[c]","32580","33000"
"New entrant CS","2022","Ministry of Defence","Lincolnshire CC","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Lincolnshire CC","SEO","10","[c]","40680","40000"
"New entrant CS","2022","Ministry of Defence","Lisburn and Castlereagh","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Lisburn and Castlereagh","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Liverpool","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Liverpool","EO","10","[c]","26350","26350"
"New entrant CS","2022","Ministry of Defence","Liverpool","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Manchester","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Manchester","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Manchester","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Manchester","G7","[c]","[c]","[c]","[c]"
