"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Human Resources","Outside London","15","[c]","38440","35320"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Unknown","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","London","15","[c]","37000","36650"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","Outside London","15","[c]","35920","31990"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","10","[c]","30770","31060"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","60","[c]","27620","27570"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","London","60","[c]","31930","29520"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","Outside London","10","[c]","28410","30730"
"New entrant CS","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","Outside London","10","[c]","25310","21840"
"New entrant CS","2022","Human Resources","Education and Skills Funding Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Estyn","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Actuary's Department","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Internal Audit Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Legal Department","Human Resources","London","10","[c]","28940","25260"
"New entrant CS","2022","Human Resources","Health and Safety Executive","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Health and Safety Executive","Operational Delivery","Outside London","20","[c]","28600","23550"
"New entrant CS","2022","Human Resources","HM Courts and Tribunals Service","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Courts and Tribunals Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Courts and Tribunals Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","Human Resources","Outside London","15","[c]","31640","27130"
"New entrant CS","2022","Human Resources","HM Prison and Probation Service","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Prison and Probation Service","Human Resources","Outside London","10","[c]","36010","36460"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","Outside London","40","[c]","31270","26820"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","10","[c]","21690","21250"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury (excl. agencies)","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury (excl. agencies)","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Intellectual Property Office","Human Resources","Outside London","10","[c]","28630","22920"
"New entrant CS","2022","Human Resources","Maritime and Coastguard Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Maritime and Coastguard Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Met Office","Human Resources","Outside London","10","[c]","37660","37420"
"New entrant CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","London","25","[c]","38980","37000"
"New entrant CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Outside London","140","[c]","26220","21170"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","London","15","[c]","34180","34260"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","Outside London","60","[c]","32290","30450"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Human Resources","Outside London","10","[c]","35700","28840"
"New entrant CS","2022","Human Resources","National Savings and Investments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","London","10","[c]","48880","46160"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","Outside London","15","[c]","35480","35000"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Public Health England","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Queen Elizabeth II Centre","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Courts and Tribunals Service","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Prison Service","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Serious Fraud Office","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Submarine Delivery Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Health Security Agency","Human Resources","London","55","[c]","36280","32330"
"New entrant CS","2022","Human Resources","UK Health Security Agency","Human Resources","Outside London","70","[c]","45430","46580"
"New entrant CS","2022","Human Resources","UK Hydrographic Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","Human Resources","Outside London","10","[c]","37160","30890"
"New entrant CS","2022","Human Resources","Valuation Office Agency","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Vehicle Certification Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Revenue Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Government Internal Audit Agency","Internal Audit","London","15","[c]","45320","44160"
"New entrant CS","2022","Internal Audit","Government Internal Audit Agency","Internal Audit","Outside London","10","[c]","45990","43500"
"New entrant CS","2022","Internal Audit","HM Land Registry","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Prison and Probation Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Maritime and Coastguard Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
