"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Scottish Government","Outside London","2320","2190","29140","26900"
"In post","2022","Declared non-disabled","No function","The National Archives","London","200","190","35300","33330"
"In post","2022","Declared non-disabled","No function","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","UK Statistics Authority","London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","UK Statistics Authority","Outside London","1245","1015","28180","23880"
"In post","2022","Declared non-disabled","No function","Water Services Regulation Authority","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Water Services Regulation Authority","Outside London","55","55","47560","41070"
"In post","2022","Declared non-disabled","No function","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Attorney General's Departments","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Cabinet Office","London","140","135","72770","64500"
"In post","2022","Declared non-disabled","Project Delivery","Cabinet Office","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Chancellor's other departments","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Chancellor's other departments","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Charity Commission","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","London","270","260","61350","56630"
"In post","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","Outside London","40","35","54850","55210"
"In post","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","London","105","105","49290","45870"
"In post","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","540","520","42440","40060"
"In post","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Education","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Education","Outside London","35","35","44200","49860"
"In post","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","240","225","34790","31230"
"In post","2022","Declared non-disabled","Project Delivery","Department for International Trade","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","London","75","75","44560","39600"
"In post","2022","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","60","60","45290","48200"
"In post","2022","Declared non-disabled","Project Delivery","Department for Transport","London","255","250","55080","54110"
"In post","2022","Declared non-disabled","Project Delivery","Department for Transport","Outside London","175","170","36310","31770"
"In post","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","London","185","160","38150","33500"
"In post","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","Outside London","945","840","34830","32660"
"In post","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Estyn","Outside London","80","75","65000","75480"
"In post","2022","Declared non-disabled","Project Delivery","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Food Standards Agency","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","London","455","440","55910","55620"
"In post","2022","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","290","280","43220","39190"
"In post","2022","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","270","270","59080","57900"
"In post","2022","Declared non-disabled","Project Delivery","HM Land Registry","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","HM Land Registry","Outside London","100","100","39000","38550"
"In post","2022","Declared non-disabled","Project Delivery","HM Revenue and Customs","London","785","750","55850","60940"
"In post","2022","Declared non-disabled","Project Delivery","HM Revenue and Customs","Outside London","2465","2360","43780","40520"
"In post","2022","Declared non-disabled","Project Delivery","HM Treasury","London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","HM Treasury","Outside London","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Ministry of Defence","London","220","215","51520","45200"
"In post","2022","Declared non-disabled","Project Delivery","Ministry of Defence","Outside London","10270","9940","39010","37500"
"In post","2022","Declared non-disabled","Project Delivery","Ministry of Defence","Overseas","80","80","43700","41460"
"In post","2022","Declared non-disabled","Project Delivery","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Ministry of Justice","London","100","100","45780","41750"
"In post","2022","Declared non-disabled","Project Delivery","Ministry of Justice","Outside London","100","95","40310","36340"
"In post","2022","Declared non-disabled","Project Delivery","National Crime Agency","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","National Crime Agency","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Office for Standards in Education, Children's Services and Skills","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Office for Standards in Education, Children's Services and Skills","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","London","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Scottish Government","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","UK Export Finance","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","UK Statistics Authority","Outside London","120","115","41850","36840"
