"Status","Year","Disability","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Department for International Trade","Department for International Trade","Outside London","50","50","42220","47970"
"In post","2022","Unknown","Department for International Trade","Department for International Trade","Overseas","70","70","53380","52400"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","340","335","48400","42840"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","115","110","36450","32000"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Department for Transport","London","590","575","43910","42470"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Department for Transport","Outside London","95","95","43820","38650"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","520","505","36850","31060"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","2725","2600","28290","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","45","45","37600","31060"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","1890","1845","47610","41350"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","880","845","45050","40700"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","35","35","43040","40650"
"In post","2022","Unknown","Disclosure Scotland","Scottish Government","Outside London","155","145","29310","23230"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","750","675","24070","21840"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Department for Transport","London","60","60","31030","30470"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Outside London","875","850","27260","26470"
"In post","2022","Unknown","Education and Skills Funding Agency","Department for Education","London","35","35","43150","40230"
"In post","2022","Unknown","Education and Skills Funding Agency","Department for Education","Outside London","310","305","34900","30320"
"In post","2022","Unknown","Education Scotland","Scottish Government","Outside London","170","165","56290","57480"
"In post","2022","Unknown","Estyn","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","London","10","5","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","25","25","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Food Standards Agency","London","10","10","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Food Standards Agency","Outside London","70","70","34770","32170"
"In post","2022","Unknown","Food Standards Scotland","Scottish Government","Outside London","140","135","36090","31540"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","800","785","50090","51500"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","270","265","40280","38500"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","335","335","55600","55360"
"In post","2022","Unknown","Forestry and Land Scotland","Scottish Government","Outside London","50","50","32240","30540"
"In post","2022","Unknown","Government Actuary's Department","Chancellor's other departments","London","45","45","57370","52500"
"In post","2022","Unknown","Government Actuary's Department","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Internal Audit Agency","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Internal Audit Agency","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","Attorney General's Departments","London","330","305","57240","61000"
"In post","2022","Unknown","Government Legal Department","Attorney General's Departments","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","Cabinet Office","London","15","15","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","Cabinet Office","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Department for Work and Pensions","London","5","5","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Department for Work and Pensions","Outside London","75","75","36340","31660"
"In post","2022","Unknown","HM Courts and Tribunals Service","Ministry of Justice","London","590","575","29320","23720"
"In post","2022","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Outside London","1030","980","23170","20970"
"In post","2022","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2022","Unknown","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","HM Land Registry","London","100","100","39500","30600"
"In post","2022","Unknown","HM Land Registry","HM Land Registry","Outside London","1425","1365","26770","22600"
"In post","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","London","1145","1105","31890","30520"
"In post","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","Outside London","6690","6300","26250","24800"
"In post","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","Unknown","30","20","29850","24800"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","2380","2275","42530","37930"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","16515","15285","28550","26590"
"In post","2022","Unknown","HM Treasury (excl. agencies)","HM Treasury","London","55","50","51970","52500"
"In post","2022","Unknown","HM Treasury (excl. agencies)","HM Treasury","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Home Office","Home Office","London","2130","2105","40230","35050"
"In post","2022","Unknown","Home Office","Home Office","Outside London","3410","3275","27820","24880"
"In post","2022","Unknown","Home Office","Home Office","Overseas","180","180","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","London","20","20","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","35","35","41740","36570"
"In post","2022","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","15","15","[c]","[c]"
"In post","2022","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","400","385","34310","30410"
"In post","2022","Unknown","Legal Aid Agency","Ministry of Justice","London","5","5","[c]","[c]"
"In post","2022","Unknown","Legal Aid Agency","Ministry of Justice","Outside London","55","55","23200","20970"
"In post","2022","Unknown","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","Department for Transport","London","5","5","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","Department for Transport","Outside London","255","250","31490","26840"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","415","405","47780","40850"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","210","205","44010","40850"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","London","725","710","41960","39070"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","5045","4850","31350","26670"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","265","260","45130","41600"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","40","40","40300","38860"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","London","655","645","43500","41750"
