"Status","Year","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","665","645","41900","37570"
"In post","2022","Digital, Data & Technology","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Valuation Office Agency","HM Revenue and Customs","40","40","51300","54240"
"In post","2022","Digital, Data & Technology","Vehicle Certification Agency","Department for Transport","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","25","20","46600","45360"
"In post","2022","Digital, Data & Technology","Welsh Revenue Authority","Welsh Government","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","20","20","36300","25310"
"In post","2022","Finance","Cabinet Office (excl. agencies)","Cabinet Office","105","105","47190","43100"
"In post","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","10","10","35390","25460"
"In post","2022","Finance","Charity Commission","Charity Commission","10","10","36620","33810"
"In post","2022","Finance","Companies House","Department for Business, Energy and Industrial Strategy","70","65","30060","24730"
"In post","2022","Finance","Competition and Markets Authority","Competition and Markets Authority","15","15","46330","38060"
"In post","2022","Finance","Crown Commercial Service","Cabinet Office","35","35","48790","42470"
"In post","2022","Finance","Crown Office and Procurator Fiscal Service","Scottish Government","20","20","39880","39730"
"In post","2022","Finance","Crown Prosecution Service","Attorney General's Departments","90","85","31380","25920"
"In post","2022","Finance","Defence Electronics and Components Agency","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Ministry of Defence","315","300","33890","28900"
"In post","2022","Finance","Defence Science and Technology Laboratory","Ministry of Defence","65","60","42510","40420"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","140","135","53790","53380"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","75","75","52150","56360"
"In post","2022","Finance","Department for Education (excl. agencies)","Department for Education","475","465","41790","37100"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","440","425","41750","37490"
"In post","2022","Finance","Department for International Trade","Department for International Trade","95","90","47580","44720"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","120","115","51040","53130"
"In post","2022","Finance","Department for Transport (excl. agencies)","Department for Transport","185","180","49510","49240"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1925","1800","37990","35310"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","505","490","42090","40650"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Department for Transport","140","130","33050","30730"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Department for Transport","100","95","37990","33860"
"In post","2022","Finance","Education and Skills Funding Agency","Department for Education","790","765","39920","36780"
"In post","2022","Finance","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Foreign, Commonwealth and Development Office","55","50","38760","31890"
"In post","2022","Finance","Food Standards Agency","Food Standards Agency","50","50","42980","38340"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","260","250","45850","43300"
"In post","2022","Finance","Government Actuary's Department","Chancellor's other departments","10","10","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","HM Treasury","10","10","47070","44020"
"In post","2022","Finance","Government Legal Department","Attorney General's Departments","40","40","37980","31370"
"In post","2022","Finance","Health and Safety Executive","Department for Work and Pensions","35","35","47710","43380"
"In post","2022","Finance","HM Courts and Tribunals Service","Ministry of Justice","165","160","40070","36050"
"In post","2022","Finance","HM Land Registry","HM Land Registry","50","50","49170","44900"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2690","2435","34350","28920"
"In post","2022","Finance","HM Treasury (excl. agencies)","HM Treasury","100","95","50220","53530"
"In post","2022","Finance","Institute for Apprenticeships and Technical Education","Department for Education","5","5","[c]","[c]"
"In post","2022","Finance","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","30","25","43790","44380"
"In post","2022","Finance","Legal Aid Agency","Ministry of Justice","10","10","23080","23230"
"In post","2022","Finance","Maritime and Coastguard Agency","Department for Transport","35","35","36790","30730"
"In post","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","35","35","44210","32960"
"In post","2022","Finance","Met Office","Department for Business, Energy and Industrial Strategy","30","30","45590","47960"
"In post","2022","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","1620","1565","38310","33300"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","535","520","43570","41100"
"In post","2022","Finance","National Crime Agency","National Crime Agency","60","55","37940","36740"
"In post","2022","Finance","National Savings and Investments","Chancellor's other departments","25","25","49490","45860"
"In post","2022","Finance","Northern Ireland Office","Northern Ireland Office","10","10","51120","44510"
"In post","2022","Finance","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","35","30","41400","32010"
"In post","2022","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","30","30","45520","42200"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","10","10","31960","23720"
"In post","2022","Finance","Office of Rail and Road","Office of Rail and Road","10","10","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Planning Inspectorate","Department for Levelling Up, Housing and Communities","15","15","41740","40720"
"In post","2022","Finance","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Registers of Scotland","Scottish Government","25","25","34910","31610"
"In post","2022","Finance","Scottish Courts and Tribunals Service","Scottish Government","35","35","38740","38640"
"In post","2022","Finance","Scottish Prison Service","Scottish Government","70","65","33660","26900"
"In post","2022","Finance","Serious Fraud Office","Attorney General's Departments","15","15","52930","55770"
"In post","2022","Finance","Submarine Delivery Agency","Ministry of Defence","50","45","52820","46000"
"In post","2022","Finance","The Insolvency Service","Department for Business, Energy and Industrial Strategy","40","40","42060","41870"
"In post","2022","Finance","The National Archives","The National Archives","10","10","43840","45000"
"In post","2022","Finance","UK Debt Management Office","HM Treasury","10","10","61180","55270"
"In post","2022","Finance","UK Export Finance","UK Export Finance","65","65","47310","39960"
