"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","AA/AO","Heterosexual / straight","480","[c]","21740","21260"
"New entrant CS","2022","20-29","Unknown","AA/AO","LGBO","80","[c]","21690","21260"
"New entrant CS","2022","20-29","Unknown","AA/AO","Undeclared","45","[c]","21710","21260"
"New entrant CS","2022","20-29","Unknown","AA/AO","Unknown","825","[c]","21820","21660"
"New entrant CS","2022","20-29","Unknown","EO","Heterosexual / straight","415","[c]","27080","27230"
"New entrant CS","2022","20-29","Unknown","EO","LGBO","80","[c]","26960","27230"
"New entrant CS","2022","20-29","Unknown","EO","Undeclared","35","[c]","26440","27230"
"New entrant CS","2022","20-29","Unknown","EO","Unknown","780","[c]","26790","27230"
"New entrant CS","2022","20-29","Unknown","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","SEO/HEO","Heterosexual / straight","230","[c]","34620","32560"
"New entrant CS","2022","20-29","Unknown","SEO/HEO","LGBO","60","[c]","34080","31540"
"New entrant CS","2022","20-29","Unknown","SEO/HEO","Undeclared","35","[c]","35330","35000"
"New entrant CS","2022","20-29","Unknown","SEO/HEO","Unknown","325","[c]","34640","34170"
"New entrant CS","2022","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","Unknown","85","[c]","20110","16190"
"New entrant CS","2022","30-39","Analysis","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","G6/G7","Heterosexual / straight","30","[c]","56730","53380"
"New entrant CS","2022","30-39","Analysis","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","SEO/HEO","Heterosexual / straight","125","[c]","35450","34960"
"New entrant CS","2022","30-39","Analysis","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","G6/G7","Unknown","65","[c]","69160","68000"
"New entrant CS","2022","30-39","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","SEO/HEO","Heterosexual / straight","85","[c]","35690","36500"
"New entrant CS","2022","30-39","Commercial","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","EO","Heterosexual / straight","115","[c]","26580","26590"
"New entrant CS","2022","30-39","Communications","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","EO","Unknown","70","[c]","26670","26590"
"New entrant CS","2022","30-39","Communications","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","SEO/HEO","Heterosexual / straight","80","[c]","35880","33080"
"New entrant CS","2022","30-39","Communications","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","SEO/HEO","Unknown","50","[c]","35280","33080"
"New entrant CS","2022","30-39","Counter Fraud","AA/AO","Heterosexual / straight","95","[c]","22290","21260"
"New entrant CS","2022","30-39","Counter Fraud","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","EO","Heterosexual / straight","160","[c]","27620","27570"
"New entrant CS","2022","30-39","Counter Fraud","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","EO","Unknown","70","[c]","27790","26590"
"New entrant CS","2022","30-39","Counter Fraud","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","SEO/HEO","Heterosexual / straight","30","[c]","33920","33080"
"New entrant CS","2022","30-39","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","AA/AO","Heterosexual / straight","155","[c]","21270","21250"
"New entrant CS","2022","30-39","Debt","AA/AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","AA/AO","Unknown","80","[c]","21250","21250"
"New entrant CS","2022","30-39","Debt","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","AA/AO","Heterosexual / straight","30","[c]","21330","21170"
"New entrant CS","2022","30-39","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","EO","Heterosexual / straight","75","[c]","26370","26350"
"New entrant CS","2022","30-39","Digital, Data & Technology","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","EO","Unknown","40","[c]","27110","27130"
"New entrant CS","2022","30-39","Digital, Data & Technology","G6/G7","Heterosexual / straight","140","[c]","54310","53070"
"New entrant CS","2022","30-39","Digital, Data & Technology","G6/G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","G6/G7","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","G6/G7","Unknown","55","[c]","56060","55110"
"New entrant CS","2022","30-39","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","265","[c]","35900","36000"
"New entrant CS","2022","30-39","Digital, Data & Technology","SEO/HEO","LGBO","30","[c]","35910","36330"
"New entrant CS","2022","30-39","Digital, Data & Technology","SEO/HEO","Undeclared","40","[c]","36110","36500"
"New entrant CS","2022","30-39","Digital, Data & Technology","SEO/HEO","Unknown","100","[c]","36280","35900"
"New entrant CS","2022","30-39","Digital, Data & Technology","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","EO","Heterosexual / straight","40","[c]","26040","26180"
"New entrant CS","2022","30-39","Finance","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","SEO/HEO","Heterosexual / straight","95","[c]","36510","36500"
"New entrant CS","2022","30-39","Finance","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","SEO/HEO","Unknown","30","[c]","38730","40000"
"New entrant CS","2022","30-39","Grants Management","AA/AO","Heterosexual / straight","30","[c]","21160","21300"
"New entrant CS","2022","30-39","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","AA/AO","Unknown","75","[c]","21240","21300"
"New entrant CS","2022","30-39","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","AA/AO","Heterosexual / straight","50","[c]","21350","21170"
"New entrant CS","2022","30-39","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","EO","Heterosexual / straight","50","[c]","26510","26670"
"New entrant CS","2022","30-39","Human Resources","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","G6/G7","Heterosexual / straight","35","[c]","55260","54000"
"New entrant CS","2022","30-39","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","SEO/HEO","Heterosexual / straight","90","[c]","34490","33080"
"New entrant CS","2022","30-39","Human Resources","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","AA/AO","Heterosexual / straight","35","[c]","21180","20370"
"New entrant CS","2022","30-39","Legal","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","EO","Heterosexual / straight","40","[c]","27440","26950"
"New entrant CS","2022","30-39","Legal","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","G6/G7","Heterosexual / straight","135","[c]","53030","50500"
"New entrant CS","2022","30-39","Legal","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","SEO/HEO","Heterosexual / straight","70","[c]","40240","41750"
"New entrant CS","2022","30-39","Legal","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","AA/AO","Heterosexual / straight","2020","[c]","22450","21260"
"New entrant CS","2022","30-39","No function","AA/AO","LGBO","210","[c]","22090","21260"
"New entrant CS","2022","30-39","No function","AA/AO","Undeclared","120","[c]","22670","21260"
"New entrant CS","2022","30-39","No function","AA/AO","Unknown","1200","[c]","22540","21260"
"New entrant CS","2022","30-39","No function","EO","Heterosexual / straight","1425","[c]","27730","27570"
"New entrant CS","2022","30-39","No function","EO","LGBO","175","[c]","27410","27570"
"New entrant CS","2022","30-39","No function","EO","Undeclared","90","[c]","27440","27570"
"New entrant CS","2022","30-39","No function","EO","Unknown","340","[c]","27320","27130"
"New entrant CS","2022","30-39","No function","G6/G7","Heterosexual / straight","345","[c]","54490","52610"
"New entrant CS","2022","30-39","No function","G6/G7","LGBO","30","[c]","54620","51730"
"New entrant CS","2022","30-39","No function","G6/G7","Undeclared","50","[c]","56100","53360"
"New entrant CS","2022","30-39","No function","G6/G7","Unknown","120","[c]","55120","53360"
"New entrant CS","2022","30-39","No function","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","No function","SEO/HEO","Heterosexual / straight","1155","[c]","35230","33370"
"New entrant CS","2022","30-39","No function","SEO/HEO","LGBO","140","[c]","35410","34020"
"New entrant CS","2022","30-39","No function","SEO/HEO","Undeclared","140","[c]","35400","34550"
"New entrant CS","2022","30-39","No function","SEO/HEO","Unknown","410","[c]","34620","33370"
"New entrant CS","2022","30-39","No function","Unknown","Heterosexual / straight","955","[c]","27170","24800"
"New entrant CS","2022","30-39","No function","Unknown","LGBO","100","[c]","26610","24800"
"New entrant CS","2022","30-39","No function","Unknown","Undeclared","55","[c]","28930","27060"
"New entrant CS","2022","30-39","No function","Unknown","Unknown","750","[c]","26680","24800"
"New entrant CS","2022","30-39","Project Delivery","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","EO","Heterosexual / straight","50","[c]","23700","24000"
"New entrant CS","2022","30-39","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","G6/G7","Heterosexual / straight","60","[c]","54030","53820"
"New entrant CS","2022","30-39","Project Delivery","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","SEO/HEO","Heterosexual / straight","190","[c]","36840","36650"
"New entrant CS","2022","30-39","Project Delivery","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","SEO/HEO","Unknown","70","[c]","35180","34130"
"New entrant CS","2022","30-39","Project Delivery","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","AA/AO","Unknown","45","[c]","22220","21750"
"New entrant CS","2022","30-39","Property","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","SEO/HEO","Heterosexual / straight","50","[c]","35970","33080"
"New entrant CS","2022","30-39","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","AA/AO","Heterosexual / straight","55","[c]","25380","23540"
"New entrant CS","2022","30-39","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","AA/AO","Unknown","55","[c]","25430","25000"
"New entrant CS","2022","30-39","Security","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","AA/AO","Heterosexual / straight","320","[c]","21600","21170"
"New entrant CS","2022","30-39","Unknown","AA/AO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","AA/AO","Unknown","360","[c]","21810","21260"
"New entrant CS","2022","30-39","Unknown","EO","Heterosexual / straight","320","[c]","27140","27230"
"New entrant CS","2022","30-39","Unknown","EO","LGBO","35","[c]","26770","27230"
