"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Science and Engineering","AA/AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Science and Engineering","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","Science and Engineering","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Science and Engineering","SEO/HEO","70","65","40130","40000"
"In post","2022","Undeclared","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Security","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Security","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","AA/AO","35","35","23390","23230"
"In post","2022","Undeclared","Unknown","Unknown","EO","50","45","29160","28980"
"In post","2022","Undeclared","Unknown","Unknown","G6/G7","65","65","64590","62170"
"In post","2022","Undeclared","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","SEO/HEO","105","100","39990","39660"
"In post","2022","Unknown","Analysis","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Digital, Data and Technology","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Economics","EO","30","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Economics","G6/G7","75","70","58390","54760"
"In post","2022","Unknown","Analysis","Economics","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Economics","SEO/HEO","85","85","33860","33370"
"In post","2022","Unknown","Analysis","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Geography","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Intelligence Analysis","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Analysis","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Medicine","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Operational Delivery","EO","40","35","24970","24070"
"In post","2022","Unknown","Analysis","Operational Delivery","G6/G7","20","15","[c]","[c]"
"In post","2022","Unknown","Analysis","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Operational Delivery","SEO/HEO","65","65","34400","34260"
"In post","2022","Unknown","Analysis","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Operational Research","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Operational Research","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Analysis","Operational Research","SEO/HEO","40","35","36610","37700"
"In post","2022","Unknown","Analysis","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Other","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Other","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Other","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Analysis","Policy","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Policy","G6/G7","45","45","58270","55610"
"In post","2022","Unknown","Analysis","Policy","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Science and Engineering","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Science and Engineering","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Social Research","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Social Research","SEO/HEO","80","75","35830","37930"
"In post","2022","Unknown","Analysis","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Statistics","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Statistics","G6/G7","45","45","55470","53360"
"In post","2022","Unknown","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Statistics","SEO/HEO","125","120","36740","37210"
"In post","2022","Unknown","Analysis","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Commercial","AA/AO","55","55","22950","21740"
"In post","2022","Unknown","Commercial","Commercial","EO","80","80","26680","26670"
"In post","2022","Unknown","Commercial","Commercial","G6/G7","110","110","56400","53790"
"In post","2022","Unknown","Commercial","Commercial","SCS level","10","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Commercial","SEO/HEO","255","250","37300","37790"
"In post","2022","Unknown","Commercial","Commercial","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Operational Delivery","AA/AO","10","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","G6/G7","1015","1005","65510","64500"
"In post","2022","Unknown","Commercial","Unknown","SCS level","150","145","117820","116730"
"In post","2022","Unknown","Commercial","Unknown","SEO/HEO","75","75","39170","39960"
"In post","2022","Unknown","Communications","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Communications","AA/AO","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","Communications","EO","90","90","27710","27270"
"In post","2022","Unknown","Communications","Communications","G6/G7","180","175","58810","56120"
"In post","2022","Unknown","Communications","Communications","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Communications","Communications","SEO/HEO","305","295","37940","37610"
"In post","2022","Unknown","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Operational Delivery","AA/AO","65","60","21430","21250"
"In post","2022","Unknown","Communications","Operational Delivery","EO","240","240","26650","26590"
"In post","2022","Unknown","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Operational Delivery","SEO/HEO","150","145","34610","33370"
"In post","2022","Unknown","Communications","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Tax","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Tax","EO","630","615","26810","26820"
"In post","2022","Unknown","Communications","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Tax","SEO/HEO","175","170","33430","33370"
"In post","2022","Unknown","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","EO","45","45","27020","26590"
"In post","2022","Unknown","Communications","Unknown","G6/G7","50","50","58860","54760"
"In post","2022","Unknown","Communications","Unknown","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","SEO/HEO","80","80","37740","37520"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","AA/AO","55","45","22620","21260"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","EO","210","200","28490","27570"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","G6/G7","30","30","63110","62280"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","SEO/HEO","130","125","37330","36650"
"In post","2022","Unknown","Counter Fraud","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Intelligence Analysis","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Intelligence Analysis","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Legal","AA/AO","45","35","21970","21250"
"In post","2022","Unknown","Counter Fraud","Legal","EO","330","320","28310","26820"
"In post","2022","Unknown","Counter Fraud","Legal","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Legal","SEO/HEO","270","265","37390","37930"
"In post","2022","Unknown","Counter Fraud","Operational Delivery","AA/AO","125","115","21880","21250"
