"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","International Trade","G6","Heterosexual / straight","125","120","63940","62410"
"In post","2022","International Trade","G6","LGBO","15","15","[c]","[c]"
"In post","2022","International Trade","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","International Trade","G6","Unknown","30","30","[c]","[c]"
"In post","2022","International Trade","G7","Heterosexual / straight","280","275","53260","51970"
"In post","2022","International Trade","G7","LGBO","30","30","53340","51970"
"In post","2022","International Trade","G7","Undeclared","30","30","53090","51970"
"In post","2022","International Trade","G7","Unknown","150","150","53280","51970"
"In post","2022","International Trade","HEO","Heterosexual / straight","205","205","32970","32120"
"In post","2022","International Trade","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","International Trade","HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","International Trade","HEO","Unknown","115","115","32960","32120"
"In post","2022","International Trade","SCS level","Heterosexual / straight","80","80","82700","75170"
"In post","2022","International Trade","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","International Trade","SEO","Heterosexual / straight","210","210","39320","38540"
"In post","2022","International Trade","SEO","LGBO","35","35","40310","38540"
"In post","2022","International Trade","SEO","Undeclared","20","15","[c]","[c]"
"In post","2022","International Trade","SEO","Unknown","115","115","39380","38300"
"In post","2022","Knowledge and Information Management","AA","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA","Unknown","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","AO","Heterosexual / straight","245","235","22400","21380"
"In post","2022","Knowledge and Information Management","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","AO","Undeclared","45","45","22760","21830"
"In post","2022","Knowledge and Information Management","AO","Unknown","50","45","21890","21260"
"In post","2022","Knowledge and Information Management","EO","Heterosexual / straight","400","380","27630","27570"
"In post","2022","Knowledge and Information Management","EO","LGBO","25","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","Undeclared","80","75","28140","27570"
"In post","2022","Knowledge and Information Management","EO","Unknown","75","70","27860","27570"
"In post","2022","Knowledge and Information Management","G6","Heterosexual / straight","45","45","68550","67960"
"In post","2022","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6","Unknown","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Heterosexual / straight","165","160","54810","54280"
"In post","2022","Knowledge and Information Management","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Undeclared","25","20","[c]","[c]"
"In post","2022","Knowledge and Information Management","G7","Unknown","50","50","54020","54070"
"In post","2022","Knowledge and Information Management","HEO","Heterosexual / straight","440","425","33800","33300"
"In post","2022","Knowledge and Information Management","HEO","LGBO","35","35","34040","33150"
"In post","2022","Knowledge and Information Management","HEO","Undeclared","85","85","34160","33300"
"In post","2022","Knowledge and Information Management","HEO","Unknown","95","90","33620","33170"
"In post","2022","Knowledge and Information Management","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO","Heterosexual / straight","265","260","41580","40960"
"In post","2022","Knowledge and Information Management","SEO","LGBO","20","20","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO","Undeclared","55","50","41320","40800"
"In post","2022","Knowledge and Information Management","SEO","Unknown","55","50","40940","39810"
"In post","2022","Knowledge and Information Management","Unknown","Heterosexual / straight","30","30","36210","33000"
"In post","2022","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AO","Heterosexual / straight","160","145","22420","22080"
"In post","2022","Legal","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Legal","AO","Undeclared","25","20","[c]","[c]"
"In post","2022","Legal","AO","Unknown","75","65","22510","22080"
"In post","2022","Legal","EO","Heterosexual / straight","1125","1080","28280","26970"
"In post","2022","Legal","EO","LGBO","75","75","28540","27130"
"In post","2022","Legal","EO","Undeclared","135","125","28740","28370"
"In post","2022","Legal","EO","Unknown","520","500","28360","26820"
"In post","2022","Legal","G6","Heterosexual / straight","935","875","69280","67910"
"In post","2022","Legal","G6","LGBO","80","75","70290","68980"
"In post","2022","Legal","G6","Undeclared","130","120","70530","70110"
"In post","2022","Legal","G6","Unknown","375","345","70330","67950"
"In post","2022","Legal","G7","Heterosexual / straight","3315","3075","55690","54110"
"In post","2022","Legal","G7","LGBO","175","165","55610","54200"
"In post","2022","Legal","G7","Undeclared","265","245","57360","55610"
"In post","2022","Legal","G7","Unknown","995","895","57460","55610"
"In post","2022","Legal","HEO","Heterosexual / straight","1315","1265","35350","33840"
"In post","2022","Legal","HEO","LGBO","80","80","36040","34180"
"In post","2022","Legal","HEO","Undeclared","170","165","35150","33680"
"In post","2022","Legal","HEO","Unknown","555","540","34980","34260"
"In post","2022","Legal","SCS level","Heterosexual / straight","270","260","88780","83080"
"In post","2022","Legal","SCS level","LGBO","25","25","[c]","[c]"
"In post","2022","Legal","SCS level","Undeclared","30","30","[c]","[c]"
"In post","2022","Legal","SCS level","Unknown","70","70","87500","82710"
"In post","2022","Legal","SEO","Heterosexual / straight","1195","1095","44460","41930"
"In post","2022","Legal","SEO","LGBO","50","50","44710","41750"
"In post","2022","Legal","SEO","Undeclared","225","205","45070","44480"
"In post","2022","Legal","SEO","Unknown","300","275","44480","43710"
"In post","2022","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Medicine","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA","Unknown","40","40","19010","19010"
"In post","2022","Medicine","AO","Heterosexual / straight","210","195","23570","23280"
"In post","2022","Medicine","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Medicine","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Medicine","AO","Unknown","50","45","23070","23280"
"In post","2022","Medicine","EO","Heterosexual / straight","230","210","31800","31530"
"In post","2022","Medicine","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Medicine","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Medicine","EO","Unknown","45","40","32130","31530"
"In post","2022","Medicine","G6","Heterosexual / straight","315","265","81850","84080"
"In post","2022","Medicine","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Medicine","G6","Undeclared","60","50","83660","88400"
"In post","2022","Medicine","G6","Unknown","80","60","80160","82170"
"In post","2022","Medicine","G7","Heterosexual / straight","205","185","61900","58190"
"In post","2022","Medicine","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Medicine","G7","Undeclared","25","20","[c]","[c]"
"In post","2022","Medicine","G7","Unknown","65","55","62190","58030"
"In post","2022","Medicine","HEO","Heterosexual / straight","365","325","37780","39030"
"In post","2022","Medicine","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Medicine","HEO","Undeclared","35","35","37900","39030"
"In post","2022","Medicine","HEO","Unknown","85","75","37400","39030"
"In post","2022","Medicine","SCS level","Heterosexual / straight","190","165","103460","101340"
"In post","2022","Medicine","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Medicine","SCS level","Undeclared","60","55","103240","101390"
"In post","2022","Medicine","SCS level","Unknown","75","65","115640","114000"
"In post","2022","Medicine","SEO","Heterosexual / straight","200","180","44150","45840"
"In post","2022","Medicine","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Medicine","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Medicine","SEO","Unknown","35","30","45040","45840"
"In post","2022","Operational Delivery","AA","Heterosexual / straight","6855","6030","20700","20890"
"In post","2022","Operational Delivery","AA","LGBO","460","440","20780","20890"
"In post","2022","Operational Delivery","AA","Undeclared","1050","860","20090","19200"
"In post","2022","Operational Delivery","AA","Unknown","2910","2530","21130","20920"
"In post","2022","Operational Delivery","AO","Heterosexual / straight","57410","51420","23270","21680"
"In post","2022","Operational Delivery","AO","LGBO","3665","3495","23620","21680"
"In post","2022","Operational Delivery","AO","Undeclared","7355","6415","23150","21680"
"In post","2022","Operational Delivery","AO","Unknown","23450","20780","23180","21680"
"In post","2022","Operational Delivery","EO","Heterosexual / straight","57570","52995","28080","27570"
"In post","2022","Operational Delivery","EO","LGBO","3390","3265","28070","27570"
"In post","2022","Operational Delivery","EO","Undeclared","7360","6655","28160","27570"
"In post","2022","Operational Delivery","EO","Unknown","16925","15345","28340","27570"
"In post","2022","Operational Delivery","G6","Heterosexual / straight","1470","1440","69170","67160"
"In post","2022","Operational Delivery","G6","LGBO","90","90","68650","66230"
"In post","2022","Operational Delivery","G6","Undeclared","200","195","70180","67810"
"In post","2022","Operational Delivery","G6","Unknown","365","360","68110","66230"
"In post","2022","Operational Delivery","G7","Heterosexual / straight","4175","4060","55030","53940"
"In post","2022","Operational Delivery","G7","LGBO","225","220","54300","53380"
"In post","2022","Operational Delivery","G7","Undeclared","595","575","55630","53930"
"In post","2022","Operational Delivery","G7","Unknown","920","895","54390","53360"
"In post","2022","Operational Delivery","HEO","Heterosexual / straight","18180","17235","34070","33370"
"In post","2022","Operational Delivery","HEO","LGBO","1040","1010","33700","33210"
"In post","2022","Operational Delivery","HEO","Undeclared","2330","2190","34270","33570"
"In post","2022","Operational Delivery","HEO","Unknown","4020","3805","34290","33370"
"In post","2022","Operational Delivery","SCS level","Heterosexual / straight","590","575","91340","83830"
"In post","2022","Operational Delivery","SCS level","LGBO","40","35","86630","81260"
"In post","2022","Operational Delivery","SCS level","Undeclared","65","65","90690","83000"
"In post","2022","Operational Delivery","SCS level","Unknown","180","170","93230","80320"
"In post","2022","Operational Delivery","SEO","Heterosexual / straight","9290","8965","42860","40560"
"In post","2022","Operational Delivery","SEO","LGBO","515","505","42460","40650"
"In post","2022","Operational Delivery","SEO","Undeclared","1230","1180","43230","41100"
"In post","2022","Operational Delivery","SEO","Unknown","1625","1565","41780","40520"
"In post","2022","Operational Delivery","Unknown","Heterosexual / straight","13805","12840","30440","28200"
"In post","2022","Operational Delivery","Unknown","LGBO","965","935","29700","26810"
"In post","2022","Operational Delivery","Unknown","Undeclared","1155","1065","32340","32090"
"In post","2022","Operational Delivery","Unknown","Unknown","3550","3190","28190","26310"
"In post","2022","Operational Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Operational Research","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Operational Research","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Operational Research","G6","Heterosexual / straight","45","45","69520","68760"
"In post","2022","Operational Research","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Operational Research","G6","Unknown","10","10","[c]","[c]"
