"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","Home Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","Project Delivery","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","Social Research","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Institute for Apprenticeships and Technical Education","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Institute for Apprenticeships and Technical Education","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Institute for Apprenticeships and Technical Education","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal Aid Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal Aid Agency","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal Aid Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal Aid Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Met Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Met Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Met Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Met Office","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Commercial","SEO","10","[c]","41060","40580"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Finance","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Intelligence Analysis","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Other","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Other","AO","20","[c]","21270","21170"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Policy","SEO","10","[c]","46150","45200"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Project Delivery","SEO","15","[c]","42730","42200"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","EO","10","[c]","26710","26410"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","G7","25","[c]","56170","54850"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","HEO","35","[c]","32330","32920"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","SEO","55","[c]","39450","40480"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","Operational Delivery","EO","10","[c]","34550","34140"
"Leaver Dept.","2022","30-39","National Crime Agency","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Infrastructure Commission","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Infrastructure Commission","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Records of Scotland","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Savings and Investments","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland Office","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland Office","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland Office","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Budget Responsibility","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Budget Responsibility","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Other","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Other","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Qualifications and Examinations Regulation","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Qualifications and Examinations Regulation","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Qualifications and Examinations Regulation","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Qualifications and Examinations Regulation","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Public Guardian","Operational Delivery","AO","25","[c]","20620","20970"
"Leaver Dept.","2022","30-39","Office of the Public Guardian","Operational Delivery","EO","20","[c]","23360","23210"
"Leaver Dept.","2022","30-39","Office of the Public Guardian","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Public Guardian","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Public Guardian","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Public Guardian","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Wales","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Wales","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Wales","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Commercial","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Communications","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Communications","HEO","15","[c]","33430","33490"
"Leaver Dept.","2022","30-39","Public Health England","Communications","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Digital, Data and Technology","HEO","15","[c]","32070","32330"
"Leaver Dept.","2022","30-39","Public Health England","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Digital, Data and Technology","SEO","15","[c]","39780","39780"
"Leaver Dept.","2022","30-39","Public Health England","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Finance","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Finance","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Human Resources","EO","10","[c]","26600","26880"
"Leaver Dept.","2022","30-39","Public Health England","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Human Resources","HEO","15","[c]","33030","32330"
"Leaver Dept.","2022","30-39","Public Health England","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Knowledge and Information Management","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Knowledge and Information Management","G7","25","[c]","51270","50730"
"Leaver Dept.","2022","30-39","Public Health England","Knowledge and Information Management","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Knowledge and Information Management","SEO","20","[c]","38020","36910"
"Leaver Dept.","2022","30-39","Public Health England","Medicine","G6","15","[c]","79360","79760"
"Leaver Dept.","2022","30-39","Public Health England","Medicine","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Medicine","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Medicine","SCS level","25","[c]","91490","91570"
"Leaver Dept.","2022","30-39","Public Health England","Medicine","SEO","15","[c]","40030","40080"
"Leaver Dept.","2022","30-39","Public Health England","Operational Delivery","AA","20","[c]","20090","19520"
"Leaver Dept.","2022","30-39","Public Health England","Operational Delivery","AO","90","[c]","21790","21820"
"Leaver Dept.","2022","30-39","Public Health England","Operational Delivery","EO","95","[c]","25470","25010"
"Leaver Dept.","2022","30-39","Public Health England","Operational Delivery","G6","40","[c]","66810","65310"
"Leaver Dept.","2022","30-39","Public Health England","Operational Delivery","G7","130","[c]","52300","52610"
"Leaver Dept.","2022","30-39","Public Health England","Operational Delivery","HEO","145","[c]","31220","32310"
"Leaver Dept.","2022","30-39","Public Health England","Operational Delivery","SCS level","5","[c]","[c]","[c]"
