"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Forestry and Land Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Forestry and Land Scotland","Scottish Government","AO","15","[c]","25820","25940"
"Leaver CS","2022","20-29","Forestry and Land Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Actuary's Department","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Actuary's Department","Chancellor's other departments","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Internal Audit Agency","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Internal Audit Agency","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Legal Department","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Legal Department","Attorney General's Departments","EO","25","[c]","27790","26950"
"Leaver CS","2022","20-29","Government Legal Department","Attorney General's Departments","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Legal Department","Attorney General's Departments","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Property Agency","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Property Agency","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Health and Safety Executive","Department for Work and Pensions","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Health and Safety Executive","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Health and Safety Executive","Department for Work and Pensions","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Health and Safety Executive","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","AA","95","[c]","18940","19060"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","AO","450","[c]","21120","20970"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","EO","65","[c]","25280","25120"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","HEO","35","[c]","31000","30850"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","HM Land Registry","AO","45","[c]","23160","22600"
"Leaver CS","2022","20-29","HM Land Registry","HM Land Registry","EO","20","[c]","28080","27130"
"Leaver CS","2022","20-29","HM Land Registry","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","HM Land Registry","HEO","15","[c]","35910","33840"
"Leaver CS","2022","20-29","HM Land Registry","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","Ministry of Justice","AA","290","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","Ministry of Justice","AO","1345","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","Ministry of Justice","EO","80","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","Ministry of Justice","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","Ministry of Justice","Unknown","445","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","690","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","155","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury (excl. agencies)","HM Treasury","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury (excl. agencies)","HM Treasury","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury (excl. agencies)","HM Treasury","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury (excl. agencies)","HM Treasury","HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","Home Office","AA","40","[c]","21720","22460"
"Leaver CS","2022","20-29","Home Office","Home Office","AO","110","[c]","22260","21680"
"Leaver CS","2022","20-29","Home Office","Home Office","EO","140","[c]","26800","25100"
"Leaver CS","2022","20-29","Home Office","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","Home Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","Home Office","HEO","85","[c]","34450","35050"
"Leaver CS","2022","20-29","Home Office","Home Office","SEO","30","[c]","42150","41970"
"Leaver CS","2022","20-29","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Institute for Apprenticeships and Technical Education","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Institute for Apprenticeships and Technical Education","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","15","[c]","25180","24030"
"Leaver CS","2022","20-29","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal Aid Agency","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal Aid Agency","Ministry of Justice","AO","10","[c]","20600","20670"
"Leaver CS","2022","20-29","Legal Aid Agency","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Maritime and Coastguard Agency","Department for Transport","AO","15","[c]","22720","21840"
"Leaver CS","2022","20-29","Maritime and Coastguard Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Maritime and Coastguard Agency","Department for Transport","HEO","10","[c]","31650","31040"
"Leaver CS","2022","20-29","Maritime and Coastguard Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","30","[c]","27290","27400"
"Leaver CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","15","[c]","32900","32960"
"Leaver CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","10","[c]","40530","40450"
"Leaver CS","2022","20-29","Met Office","Department for Business, Energy and Industrial Strategy","AA","20","[c]","18340","17900"
"Leaver CS","2022","20-29","Met Office","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Met Office","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Met Office","Department for Business, Energy and Industrial Strategy","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Met Office","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","55","[c]","19650","19560"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","155","[c]","24020","23280"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","100","[c]","24840","26350"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","70","[c]","34780","34140"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","25","[c]","43080","42120"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","AA","15","[c]","18810","18200"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","15","[c]","21460","22680"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","35","[c]","25130","26410"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","30","[c]","32660","33370"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","10","[c]","41000","41750"
"Leaver CS","2022","20-29","National Crime Agency","National Crime Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","National Crime Agency","EO","30","[c]","30350","30640"
"Leaver CS","2022","20-29","National Crime Agency","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Infrastructure Commission","HM Treasury","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Infrastructure Commission","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Infrastructure Commission","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Records of Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Records of Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Savings and Investments","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Savings and Investments","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Savings and Investments","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland Office","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland Office","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Budget Responsibility","HM Treasury","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","15","[c]","19580","19750"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","25","[c]","25430","25750"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","20","[c]","34240","34240"
