"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","National Crime Agency","National Crime Agency","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","National Crime Agency","Operational Delivery","60","[c]","41700","36740"
"New entrant CS","2022","40-49","National Crime Agency","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Infrastructure Commission","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Infrastructure Commission","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Records of Scotland","Scottish Government","Unknown","15","[c]","39710","36130"
"New entrant CS","2022","40-49","National Savings and Investments","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Savings and Investments","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Savings and Investments","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","65","[c]","59480","51360"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","10","[c]","45260","42810"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","15","[c]","28230","24350"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","40","[c]","50970","46160"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of the Public Guardian","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of the Public Guardian","Ministry of Justice","Operational Delivery","30","[c]","22200","20970"
"New entrant CS","2022","40-49","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Planning Inspectors","10","[c]","41390","41020"
"New entrant CS","2022","40-49","Public Health England","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Public Health England","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Public Health England","Department of Health and Social Care","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Public Health England","Department of Health and Social Care","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Public Health England","Department of Health and Social Care","Operational Delivery","35","[c]","44070","47130"
"New entrant CS","2022","40-49","Public Health England","Department of Health and Social Care","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Registers of Scotland","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Registers of Scotland","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Registers of Scotland","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Registers of Scotland","Scottish Government","Operational Delivery","10","[c]","28440","22780"
"New entrant CS","2022","40-49","Revenue Scotland","Scottish Government","Unknown","15","[c]","35550","31540"
"New entrant CS","2022","40-49","Royal Fleet Auxiliary","Ministry of Defence","Other","10","[c]","22310","16190"
"New entrant CS","2022","40-49","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","90","[c]","21960","21300"
"New entrant CS","2022","40-49","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","Scottish Government","Operational Delivery","35","[c]","23810","22000"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","Scottish Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Government (excl. agencies)","Scottish Government","Unknown","255","[c]","41730","39660"
"New entrant CS","2022","40-49","Scottish Prison Service","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Prison Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Prison Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Prison Service","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Prison Service","Scottish Government","Operational Delivery","35","[c]","22960","21640"
"New entrant CS","2022","40-49","Scottish Prison Service","Scottish Government","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Public Pensions Agency","Scottish Government","Unknown","15","[c]","24910","24400"
"New entrant CS","2022","40-49","Serious Fraud Office","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Serious Fraud Office","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Serious Fraud Office","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Serious Fraud Office","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Social Security Scotland","Scottish Government","Unknown","315","[c]","28690","27230"
"New entrant CS","2022","40-49","Standards and Testing Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Student Awards Agency for Scotland","Scottish Government","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Submarine Delivery Agency","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Submarine Delivery Agency","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Submarine Delivery Agency","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Submarine Delivery Agency","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Submarine Delivery Agency","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Submarine Delivery Agency","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Submarine Delivery Agency","Ministry of Defence","Project Delivery","15","[c]","42320","39000"
"New entrant CS","2022","40-49","Submarine Delivery Agency","Ministry of Defence","Science and Engineering","10","[c]","43170","44000"
"New entrant CS","2022","40-49","Submarine Delivery Agency","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Teaching Regulation Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","The National Archives","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","The National Archives","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Transport Scotland","Scottish Government","Unknown","15","[c]","37500","31540"
"New entrant CS","2022","40-49","UK Debt Management Office","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Debt Management Office","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","UK Export Finance","Operational Delivery","15","[c]","47420","48000"
"New entrant CS","2022","40-49","UK Export Finance","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Health Security Agency","Department of Health and Social Care","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Health Security Agency","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Health Security Agency","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Health Security Agency","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Health Security Agency","Department of Health and Social Care","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Health Security Agency","Department of Health and Social Care","Human Resources","35","[c]","41850","38450"
"New entrant CS","2022","40-49","UK Health Security Agency","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Health Security Agency","Department of Health and Social Care","Medicine","15","[c]","69030","80540"
"New entrant CS","2022","40-49","UK Health Security Agency","Department of Health and Social Care","Operational Delivery","265","[c]","40940","36330"
"New entrant CS","2022","40-49","UK Health Security Agency","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Health Security Agency","Department of Health and Social Care","Science and Engineering","75","[c]","37240","36330"
"New entrant CS","2022","40-49","UK Hydrographic Office","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Hydrographic Office","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Hydrographic Office","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Hydrographic Office","Ministry of Defence","Geography","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Hydrographic Office","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Hydrographic Office","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Digital, Data and Technology","25","[c]","48780","50210"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Operational Delivery","80","[c]","27480","19860"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Social Research","20","[c]","38110","38340"
"New entrant CS","2022","40-49","UK Statistics Authority","UK Statistics Authority","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Supreme Court","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Supreme Court","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Valuation Office Agency","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Valuation Office Agency","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Valuation Office Agency","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Valuation Office Agency","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Valuation Office Agency","HM Revenue and Customs","Operational Delivery","40","[c]","21920","21750"
"New entrant CS","2022","40-49","Valuation Office Agency","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Valuation Office Agency","HM Revenue and Customs","Property","35","[c]","31300","25000"
"New entrant CS","2022","40-49","Vehicle Certification Agency","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Vehicle Certification Agency","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Medicine","10","[c]","49300","40100"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Operational Delivery","10","[c]","35160","31210"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Other","15","[c]","36880","35180"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Planning","15","[c]","45400","46680"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Policy","15","[c]","44410","40100"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Revenue Authority","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Revenue Authority","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Revenue Authority","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Wilton Park","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","45","[c]","24400","24920"
"New entrant CS","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","155","[c]","58760","49700"
"New entrant CS","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","Charity Commission","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
