"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Operational Delivery","AO","110","[c]","21350","21250"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Operational Delivery","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Operational Delivery","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Property","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Statistics","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Tax","AO","45","[c]","21250","21250"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Tax","EO","55","[c]","27160","26590"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Tax","HEO","45","[c]","33390","33080"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Unknown","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Unknown","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Policy","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Economics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Delivery","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Delivery","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Social Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Statistics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Geography","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Geography","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Geography","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Geography","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Geography","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Geography","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Human Resources","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Human Resources","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Medicine","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
