"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Operational Delivery","EO","35","[c]","24870","25000"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Other","AA/AO","20","[c]","19000","19010"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Other","EO","75","[c]","26210","25750"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Other","SEO/HEO","10","[c]","35730","35040"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","Policy","SEO/HEO","10","[c]","34700","33400"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of Rail and Road","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Public Guardian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Public Guardian","Operational Delivery","AA/AO","85","[c]","20950","20970"
"New entrant CS","2022","20-29","Office of the Public Guardian","Operational Delivery","EO","15","[c]","25230","25120"
"New entrant CS","2022","20-29","Office of the Public Guardian","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Scottish Charity Regulator","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Scottish Charity Regulator","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Wales","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Wales","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Wales","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Wales","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Planning Inspectorate","Operational Delivery","AA/AO","15","[c]","19900","19900"
"New entrant CS","2022","20-29","Planning Inspectorate","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Planning Inspectorate","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Public Health England","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Public Health England","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Public Health England","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Public Health England","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Public Health England","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Public Health England","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Public Health England","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Public Health England","Operational Delivery","AA/AO","15","[c]","21700","21830"
"New entrant CS","2022","20-29","Public Health England","Operational Delivery","EO","15","[c]","26040","26880"
"New entrant CS","2022","20-29","Public Health England","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Public Health England","Operational Delivery","SEO/HEO","20","[c]","35310","33420"
"New entrant CS","2022","20-29","Public Health England","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Public Health England","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Queen Elizabeth II Centre","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Queen Elizabeth II Centre","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Queen Elizabeth II Centre","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Queen Elizabeth II Centre","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Registers of Scotland","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Registers of Scotland","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Registers of Scotland","Operational Delivery","AA/AO","15","[c]","22780","22780"
"New entrant CS","2022","20-29","Registers of Scotland","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Revenue Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Revenue Scotland","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Revenue Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Revenue Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Royal Fleet Auxiliary","Other","Unknown","85","[c]","20110","16190"
"New entrant CS","2022","20-29","Rural Payments Agency","Operational Delivery","AA/AO","190","[c]","21210","21300"
"New entrant CS","2022","20-29","Rural Payments Agency","Operational Delivery","EO","20","[c]","24920","24920"
"New entrant CS","2022","20-29","Rural Payments Agency","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Rural Payments Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Rural Payments Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Rural Payments Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Operational Delivery","AA/AO","115","[c]","21680","22000"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Fiscal Commission","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Fiscal Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Fiscal Commission","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Government (excl. agencies)","Unknown","AA/AO","180","[c]","22640","21050"
"New entrant CS","2022","20-29","Scottish Government (excl. agencies)","Unknown","EO","130","[c]","27330","27230"
"New entrant CS","2022","20-29","Scottish Government (excl. agencies)","Unknown","G6/G7","20","[c]","52440","49860"
"New entrant CS","2022","20-29","Scottish Government (excl. agencies)","Unknown","SEO/HEO","220","[c]","33850","31540"
"New entrant CS","2022","20-29","Scottish Prison Service","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Prison Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Prison Service","Human Resources","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Prison Service","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Prison Service","Operational Delivery","AA/AO","150","[c]","21710","21640"
"New entrant CS","2022","20-29","Scottish Prison Service","Operational Delivery","EO","15","[c]","27410","27020"
"New entrant CS","2022","20-29","Scottish Prison Service","Other","AA/AO","20","[c]","22240","21640"
"New entrant CS","2022","20-29","Scottish Prison Service","Psychology","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Public Pensions Agency","Unknown","AA/AO","10","[c]","24400","24400"
"New entrant CS","2022","20-29","Serious Fraud Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Serious Fraud Office","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Serious Fraud Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Serious Fraud Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Serious Fraud Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Serious Fraud Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Serious Fraud Office","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Serious Fraud Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Serious Fraud Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Security Scotland","Unknown","AA/AO","180","[c]","21280","21050"
"New entrant CS","2022","20-29","Social Security Scotland","Unknown","EO","145","[c]","27420","27230"
"New entrant CS","2022","20-29","Social Security Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Security Scotland","Unknown","SEO/HEO","35","[c]","34010","31540"
"New entrant CS","2022","20-29","Standards and Testing Agency","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Standards and Testing Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Student Awards Agency for Scotland","Unknown","AA/AO","15","[c]","21050","21050"
"New entrant CS","2022","20-29","Student Awards Agency for Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Submarine Delivery Agency","Commercial","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Submarine Delivery Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Submarine Delivery Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Submarine Delivery Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Submarine Delivery Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Submarine Delivery Agency","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
