"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Commercial","Department for Environment, Food and Rural Affairs","SEO","10","10","36020","35900"
"In post","2022","20-29","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for International Trade","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Department for International Trade","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Transport","AO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Transport","EO","15","15","26380","26130"
"In post","2022","20-29","Commercial","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Transport","HEO","35","35","32900","34710"
"In post","2022","20-29","Commercial","Department for Transport","SEO","15","15","42230","42470"
"In post","2022","20-29","Commercial","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department of Health and Social Care","AO","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Department of Health and Social Care","EO","10","10","26020","27270"
"In post","2022","20-29","Commercial","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Department of Health and Social Care","G7","40","40","53410","53360"
"In post","2022","20-29","Commercial","Department of Health and Social Care","HEO","20","20","30670","28970"
"In post","2022","20-29","Commercial","Department of Health and Social Care","SEO","45","45","40320","40650"
"In post","2022","20-29","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","HM Revenue and Customs","EO","15","15","26730","26820"
"In post","2022","20-29","Commercial","HM Revenue and Customs","HEO","15","15","33240","33370"
"In post","2022","20-29","Commercial","HM Revenue and Customs","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Defence","AO","25","25","21090","21170"
"In post","2022","20-29","Commercial","Ministry of Defence","EO","120","120","26130","26670"
"In post","2022","20-29","Commercial","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Defence","HEO","105","105","32950","33000"
"In post","2022","20-29","Commercial","Ministry of Defence","SEO","40","40","40310","41500"
"In post","2022","20-29","Commercial","Ministry of Defence","Unknown","25","25","28480","27780"
"In post","2022","20-29","Commercial","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Justice","EO","15","15","26350","25120"
"In post","2022","20-29","Commercial","Ministry of Justice","HEO","10","10","31980","30450"
"In post","2022","20-29","Commercial","Ministry of Justice","SEO","20","20","39220","38330"
"In post","2022","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Scottish Government","AA","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Scottish Government","AO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Scottish Government","EO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","UK Export Finance","EO","10","10","29230","29000"
"In post","2022","20-29","Commercial","UK Export Finance","G7","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","UK Export Finance","HEO","20","20","33240","33000"
"In post","2022","20-29","Commercial","UK Export Finance","SEO","15","15","42990","44080"
"In post","2022","20-29","Commercial","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Attorney General's Departments","EO","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Attorney General's Departments","HEO","10","10","31440","31560"
"In post","2022","20-29","Communications","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Cabinet Office","AO","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Cabinet Office","EO","25","25","27010","27500"
"In post","2022","20-29","Communications","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Cabinet Office","G7","15","15","55370","54700"
"In post","2022","20-29","Communications","Cabinet Office","HEO","40","40","34490","34550"
"In post","2022","20-29","Communications","Cabinet Office","SEO","40","40","40770","40600"
"In post","2022","20-29","Communications","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy","HEO","20","20","36130","38620"
"In post","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy","SEO","10","10","43980","45100"
"In post","2022","20-29","Communications","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Digital, Culture, Media and Sport","HEO","10","10","37170","36520"
"In post","2022","20-29","Communications","Department for Education","AO","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Department for Education","EO","25","25","28080","28500"
"In post","2022","20-29","Communications","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Education","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Education","HEO","25","25","34350","36660"
"In post","2022","20-29","Communications","Department for Education","SEO","10","10","43640","45250"
"In post","2022","20-29","Communications","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Environment, Food and Rural Affairs","EO","10","10","27110","25880"
"In post","2022","20-29","Communications","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Environment, Food and Rural Affairs","HEO","30","30","32410","32560"
"In post","2022","20-29","Communications","Department for Environment, Food and Rural Affairs","SEO","15","15","39330","38750"
"In post","2022","20-29","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for International Trade","G7","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Department for International Trade","HEO","20","20","32850","31800"
"In post","2022","20-29","Communications","Department for International Trade","SEO","20","20","39610","38160"
"In post","2022","20-29","Communications","Department for Levelling Up, Housing and Communities","EO","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Levelling Up, Housing and Communities","HEO","15","15","32930","33210"
"In post","2022","20-29","Communications","Department for Levelling Up, Housing and Communities","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Department for Transport","AO","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Department for Transport","EO","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Department for Transport","HEO","20","20","33090","34710"
"In post","2022","20-29","Communications","Department for Transport","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Work and Pensions","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department of Health and Social Care","EO","60","60","27270","27270"
"In post","2022","20-29","Communications","Department of Health and Social Care","G6","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Department of Health and Social Care","G7","25","25","53060","53360"
"In post","2022","20-29","Communications","Department of Health and Social Care","HEO","25","25","32650","32790"
"In post","2022","20-29","Communications","Department of Health and Social Care","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
