"Status","Year","Disability","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","No function","Department for Levelling Up, Housing and Communities","35","35","39000","33590"
"In post","2022","Declared disabled","Asian","No function","Department for Transport","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Department for Work and Pensions","860","760","27320","27570"
"In post","2022","Declared disabled","Asian","No function","Department of Health and Social Care","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Food Standards Agency","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","HM Land Registry","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","HM Revenue and Customs","195","185","31980","31870"
"In post","2022","Declared disabled","Asian","No function","HM Treasury","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Ministry of Justice","420","390","28690","25740"
"In post","2022","Declared disabled","Asian","No function","National Crime Agency","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Scottish Government","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Department for Transport","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Department for Work and Pensions","15","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","HM Revenue and Customs","30","30","42770","40520"
"In post","2022","Declared disabled","Asian","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Ministry of Defence","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Ministry of Defence","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Ministry of Justice","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Cabinet Office","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
