"Status","Year","Profession_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Inspector of Education and Training","Outside London","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outside London","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outside London","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outside London","Male","Heterosexual / straight","200","195","72450","75500"
"In post","2022","Inspector of Education and Training","Outside London","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outside London","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outside London","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","London","Female","Heterosexual / straight","365","345","36660","34530"
"In post","2022","Intelligence Analysis","London","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Intelligence Analysis","London","Female","Undeclared","65","60","37700","35200"
"In post","2022","Intelligence Analysis","London","Female","Unknown","60","55","36870","34700"
"In post","2022","Intelligence Analysis","London","Male","Heterosexual / straight","515","500","40410","37170"
"In post","2022","Intelligence Analysis","London","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Intelligence Analysis","London","Male","Undeclared","105","100","41380","38310"
"In post","2022","Intelligence Analysis","London","Male","Unknown","95","90","39030","37360"
"In post","2022","Intelligence Analysis","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Outside London","Female","Heterosexual / straight","715","665","29280","27370"
"In post","2022","Intelligence Analysis","Outside London","Female","LGBO","40","40","29580","27370"
"In post","2022","Intelligence Analysis","Outside London","Female","Undeclared","105","100","30560","27380"
"In post","2022","Intelligence Analysis","Outside London","Female","Unknown","85","80","29630","27380"
"In post","2022","Intelligence Analysis","Outside London","Male","Heterosexual / straight","730","715","30880","29060"
"In post","2022","Intelligence Analysis","Outside London","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Intelligence Analysis","Outside London","Male","Undeclared","125","120","31290","29200"
"In post","2022","Intelligence Analysis","Outside London","Male","Unknown","90","90","29910","26760"
"In post","2022","Intelligence Analysis","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Male","Heterosexual / straight","30","30","45750","40660"
"In post","2022","Intelligence Analysis","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","London","Female","Heterosexual / straight","70","65","51430","48260"
"In post","2022","Internal Audit","London","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Internal Audit","London","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Internal Audit","London","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","London","Male","Heterosexual / straight","90","90","53910","53070"
"In post","2022","Internal Audit","London","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Internal Audit","London","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Internal Audit","London","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Internal Audit","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Female","Heterosexual / straight","240","225","42510","40580"
"In post","2022","Internal Audit","Outside London","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Female","Undeclared","35","35","41440","39980"
"In post","2022","Internal Audit","Outside London","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Male","Heterosexual / straight","200","195","46200","43430"
"In post","2022","Internal Audit","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Male","Undeclared","30","30","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","Female","Heterosexual / straight","355","350","48390","51710"
"In post","2022","International Trade","London","Female","LGBO","30","30","[c]","[c]"
"In post","2022","International Trade","London","Female","Undeclared","30","30","46720","40140"
"In post","2022","International Trade","London","Female","Unknown","175","170","43730","38540"
"In post","2022","International Trade","London","Male","Heterosexual / straight","370","365","48260","47980"
"In post","2022","International Trade","London","Male","LGBO","55","55","47210","41760"
"In post","2022","International Trade","London","Male","Undeclared","40","40","51040","51970"
"In post","2022","International Trade","London","Male","Unknown","180","180","46720","40000"
"In post","2022","International Trade","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Outside London","Female","Heterosexual / straight","75","75","40730","39140"
"In post","2022","International Trade","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Outside London","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","International Trade","Outside London","Female","Unknown","30","30","41820","39230"
"In post","2022","International Trade","Outside London","Male","Heterosexual / straight","75","75","41710","34720"
"In post","2022","International Trade","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2022","International Trade","Outside London","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","International Trade","Outside London","Male","Unknown","35","35","39140","35310"
"In post","2022","International Trade","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Overseas","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","International Trade","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Overseas","Female","Unknown","20","20","[c]","[c]"
"In post","2022","International Trade","Overseas","Male","Heterosexual / straight","65","65","55650","53410"
"In post","2022","International Trade","Overseas","Male","LGBO","10","10","[c]","[c]"
"In post","2022","International Trade","Overseas","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","International Trade","Overseas","Male","Unknown","35","35","53540","52190"
"In post","2022","International Trade","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Female","Heterosexual / straight","270","255","40950","36650"
"In post","2022","Knowledge and Information Management","London","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Female","Undeclared","40","35","36630","33890"
"In post","2022","Knowledge and Information Management","London","Female","Unknown","85","80","41830","37750"
"In post","2022","Knowledge and Information Management","London","Male","Heterosexual / straight","220","220","43070","38860"
"In post","2022","Knowledge and Information Management","London","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Male","Undeclared","45","40","42160","37920"
"In post","2022","Knowledge and Information Management","London","Male","Unknown","60","60","41040","37060"
"In post","2022","Knowledge and Information Management","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Outside London","Female","Heterosexual / straight","655","615","31640","28920"
"In post","2022","Knowledge and Information Management","Outside London","Female","LGBO","30","30","28250","27570"
"In post","2022","Knowledge and Information Management","Outside London","Female","Undeclared","110","105","32140","30730"
"In post","2022","Knowledge and Information Management","Outside London","Female","Unknown","95","85","31720","30250"
"In post","2022","Knowledge and Information Management","Outside London","Male","Heterosexual / straight","470","460","34200","31990"
"In post","2022","Knowledge and Information Management","Outside London","Male","LGBO","30","30","35670","33380"
"In post","2022","Knowledge and Information Management","Outside London","Male","Undeclared","105","105","34660","32670"
"In post","2022","Knowledge and Information Management","Outside London","Male","Unknown","105","100","33950","30760"
"In post","2022","Knowledge and Information Management","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
