"Status","Year","Disability","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Outside London","Heterosexual / straight","215","205","39510","36130"
"In post","2022","Undeclared","Scottish Government","Outside London","LGBO","30","30","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Outside London","Undeclared","115","110","42010","37710"
"In post","2022","Undeclared","Scottish Government","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","The National Archives","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","London","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","Heterosexual / straight","85","70","27880","23880"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Outside London","Heterosexual / straight","55","50","37060","38160"
"In post","2022","Undeclared","Welsh Government","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Outside London","Undeclared","125","115","44780","47470"
"In post","2022","Undeclared","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","London","Heterosexual / straight","265","255","41810","39750"
"In post","2022","Unknown","Attorney General's Departments","London","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","London","Undeclared","35","30","49320","53050"
"In post","2022","Unknown","Attorney General's Departments","London","Unknown","530","495","52460","53050"
"In post","2022","Unknown","Attorney General's Departments","Outside London","Heterosexual / straight","705","685","37270","38000"
"In post","2022","Unknown","Attorney General's Departments","Outside London","LGBO","45","45","30040","25480"
"In post","2022","Unknown","Attorney General's Departments","Outside London","Undeclared","55","55","32300","27160"
"In post","2022","Unknown","Attorney General's Departments","Outside London","Unknown","335","305","44410","49580"
"In post","2022","Unknown","Attorney General's Departments","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","London","Heterosexual / straight","70","70","50930","54700"
"In post","2022","Unknown","Cabinet Office","London","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","London","Unknown","2505","2490","46520","34550"
"In post","2022","Unknown","Cabinet Office","Outside London","Heterosexual / straight","290","280","38730","38330"
"In post","2022","Unknown","Cabinet Office","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Outside London","Unknown","1395","1370","47780","38980"
"In post","2022","Unknown","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Unknown","Unknown","295","295","34890","29250"
"In post","2022","Unknown","Chancellor's other departments","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","London","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","London","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Outside London","Heterosexual / straight","30","30","29760","29160"
"In post","2022","Unknown","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Outside London","Unknown","145","135","30220","29160"
"In post","2022","Unknown","Competition and Markets Authority","London","Heterosexual / straight","40","35","70270","72430"
"In post","2022","Unknown","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","London","Unknown","25","20","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","295","290","44240","40050"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","LGBO","35","35","43520","40050"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","Undeclared","50","50","45540","41320"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","Unknown","485","480","45480","40050"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","370","345","32180","30640"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","110","100","36680","34500"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","1000","955","30370","24500"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","London","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","London","Unknown","145","140","47170","51730"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
