"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport","AA/AO","AO","30","[c]","22190","21840"
"New entrant CS","2022","Undeclared","Department for Transport","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Work and Pensions","AA/AO","AO","170","[c]","21470","21260"
"New entrant CS","2022","Undeclared","Department for Work and Pensions","EO","EO","195","[c]","28300","27570"
"New entrant CS","2022","Undeclared","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Work and Pensions","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Work and Pensions","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Work and Pensions","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department of Health and Social Care","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department of Health and Social Care","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department of Health and Social Care","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department of Health and Social Care","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department of Health and Social Care","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department of Health and Social Care","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department of Health and Social Care","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Land Registry","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Revenue and Customs","AA/AO","AO","95","[c]","21500","21250"
"New entrant CS","2022","Undeclared","HM Revenue and Customs","EO","EO","50","[c]","26690","26590"
"New entrant CS","2022","Undeclared","HM Revenue and Customs","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Revenue and Customs","SEO/HEO","HEO","45","[c]","34080","33080"
"New entrant CS","2022","Undeclared","HM Revenue and Customs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury","SEO/HEO","HEO","30","[c]","30490","29320"
"New entrant CS","2022","Undeclared","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","EO","EO","30","[c]","25060","26000"
"New entrant CS","2022","Undeclared","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice","AA/AO","AA","30","[c]","20810","20890"
"New entrant CS","2022","Undeclared","Ministry of Justice","AA/AO","AO","90","[c]","23260","23140"
"New entrant CS","2022","Undeclared","Ministry of Justice","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice","Unknown","Unknown","290","[c]","30100","28200"
"New entrant CS","2022","Undeclared","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","AA/AO","AO","65","[c]","21810","22200"
"New entrant CS","2022","Unknown","Attorney General's Departments","EO","EO","35","[c]","26270","25480"
"New entrant CS","2022","Unknown","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","G6/G7","G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office","AA/AO","AO","65","[c]","20060","20330"
"New entrant CS","2022","Unknown","Cabinet Office","EO","EO","90","[c]","25680","25520"
"New entrant CS","2022","Unknown","Cabinet Office","G6/G7","G6","40","[c]","84130","86500"
"New entrant CS","2022","Unknown","Cabinet Office","G6/G7","G7","195","[c]","63970","65000"
"New entrant CS","2022","Unknown","Cabinet Office","SCS level","SCS level","30","[c]","122280","122210"
"New entrant CS","2022","Unknown","Cabinet Office","SEO/HEO","HEO","630","[c]","28430","28000"
"New entrant CS","2022","Unknown","Cabinet Office","SEO/HEO","SEO","35","[c]","39710","40420"
"New entrant CS","2022","Unknown","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Chancellor's other departments","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Chancellor's other departments","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Chancellor's other departments","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","AO","100","[c]","21150","21130"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","EO","EO","95","[c]","26310","24780"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","G6","10","[c]","[c]","[c]"
