"Status","Year","Ethnicity","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Office","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Office","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","70","[c]","34660","32000"
"New entrant CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Commercial Service","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Commercial Service","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Commercial Service","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Commercial Service","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Commercial Service","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Commercial Service","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Legal","50","[c]","45170","48080"
"New entrant CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","50","[c]","22610","21720"
"New entrant CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Science and Engineering","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","60","[c]","36940","33570"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education (excl. agencies)","Department for Education","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education (excl. agencies)","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education (excl. agencies)","Department for Education","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education (excl. agencies)","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education (excl. agencies)","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education (excl. agencies)","Department for Education","Policy","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education (excl. agencies)","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education (excl. agencies)","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","70","[c]","36160","32560"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Economics","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","International Trade","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","35","[c]","32440","30190"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","110","[c]","26320","25110"
