"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Home Office","Statistics","AA/AO","AA","40","[c]","22020","22460"
"New entrant CS","2022","Home Office","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Statistics","EO","EO","15","[c]","29380","30100"
"New entrant CS","2022","Home Office","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Commercial","AA/AO","AO","20","[c]","20640","21170"
"New entrant CS","2022","Ministry of Defence","Commercial","EO","EO","110","[c]","24870","26350"
"New entrant CS","2022","Ministry of Defence","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Commercial","SEO/HEO","HEO","50","[c]","32620","33000"
"New entrant CS","2022","Ministry of Defence","Commercial","SEO/HEO","SEO","25","[c]","41370","40000"
"New entrant CS","2022","Ministry of Defence","Commercial","Unknown","Unknown","25","[c]","33640","31500"
"New entrant CS","2022","Ministry of Defence","Communications","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Communications","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Communications","SEO/HEO","HEO","20","[c]","34400","33140"
"New entrant CS","2022","Ministry of Defence","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","AA/AO","AO","45","[c]","21170","21170"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","EO","EO","50","[c]","26280","26350"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","SEO/HEO","HEO","45","[c]","32510","33000"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","SEO/HEO","SEO","25","[c]","41890","40000"
"New entrant CS","2022","Ministry of Defence","Digital, Data and Technology","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Finance","AA/AO","AO","30","[c]","21240","21170"
"New entrant CS","2022","Ministry of Defence","Finance","EO","EO","115","[c]","23910","25000"
"New entrant CS","2022","Ministry of Defence","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Finance","G6/G7","G7","15","[c]","55760","55530"
"New entrant CS","2022","Ministry of Defence","Finance","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Finance","SEO/HEO","HEO","50","[c]","33310","33000"
"New entrant CS","2022","Ministry of Defence","Finance","SEO/HEO","SEO","50","[c]","43070","44000"
"New entrant CS","2022","Ministry of Defence","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Geography","AA/AO","AO","55","[c]","20440","20420"
"New entrant CS","2022","Ministry of Defence","Geography","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Geography","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Geography","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Geography","SEO/HEO","HEO","25","[c]","33130","33000"
"New entrant CS","2022","Ministry of Defence","Geography","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","AA/AO","AO","85","[c]","21280","21170"
"New entrant CS","2022","Ministry of Defence","Human Resources","EO","EO","50","[c]","24440","26350"
"New entrant CS","2022","Ministry of Defence","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","G6/G7","G7","15","[c]","54870","54780"
"New entrant CS","2022","Ministry of Defence","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","SEO/HEO","HEO","25","[c]","32600","33000"
"New entrant CS","2022","Ministry of Defence","Human Resources","SEO/HEO","SEO","15","[c]","40290","40000"
"New entrant CS","2022","Ministry of Defence","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","EO","EO","55","[c]","27810","28700"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","SEO/HEO","HEO","25","[c]","29520","29230"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","AA/AO","AO","15","[c]","21170","21170"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","EO","EO","10","[c]","24770","26350"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","SEO/HEO","HEO","15","[c]","30340","29230"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","AA/AO","AO","50","[c]","22790","21830"
"New entrant CS","2022","Ministry of Defence","Medicine","EO","EO","35","[c]","31490","31530"
"New entrant CS","2022","Ministry of Defence","Medicine","G6/G7","G6","35","[c]","78610","78480"
"New entrant CS","2022","Ministry of Defence","Medicine","G6/G7","G7","25","[c]","63700","65750"
"New entrant CS","2022","Ministry of Defence","Medicine","SCS level","SCS level","10","[c]","91140","87210"
"New entrant CS","2022","Ministry of Defence","Medicine","SEO/HEO","HEO","65","[c]","36390","35000"
"New entrant CS","2022","Ministry of Defence","Medicine","SEO/HEO","SEO","15","[c]","44080","45840"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","AA/AO","AO","15","[c]","18650","18330"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","EO","EO","20","[c]","25320","23490"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","SEO/HEO","HEO","15","[c]","29150","29230"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","Unknown","Unknown","25","[c]","27560","26000"
"New entrant CS","2022","Ministry of Defence","Operational Research","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","SEO/HEO","HEO","30","[c]","26650","26030"
"New entrant CS","2022","Ministry of Defence","Operational Research","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","AA/AO","AA","160","[c]","19440","19810"
"New entrant CS","2022","Ministry of Defence","Other","AA/AO","AO","300","[c]","21310","21170"
"New entrant CS","2022","Ministry of Defence","Other","EO","EO","330","[c]","23480","24750"
"New entrant CS","2022","Ministry of Defence","Other","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","G6/G7","G7","30","[c]","51000","51250"
"New entrant CS","2022","Ministry of Defence","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","SEO/HEO","HEO","185","[c]","30720","29710"
"New entrant CS","2022","Ministry of Defence","Other","SEO/HEO","SEO","85","[c]","38920","39000"
"New entrant CS","2022","Ministry of Defence","Other","Unknown","Unknown","155","[c]","20830","16190"
"New entrant CS","2022","Ministry of Defence","Policy","AA/AO","AO","10","[c]","22570","21170"
"New entrant CS","2022","Ministry of Defence","Policy","EO","EO","20","[c]","28640","27200"
"New entrant CS","2022","Ministry of Defence","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","SEO/HEO","HEO","20","[c]","34560","34000"
"New entrant CS","2022","Ministry of Defence","Policy","SEO/HEO","SEO","30","[c]","44020","44500"
"New entrant CS","2022","Ministry of Defence","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","EO","EO","110","[c]","24190","24750"
"New entrant CS","2022","Ministry of Defence","Project Delivery","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","G6/G7","G7","40","[c]","54130","53500"
"New entrant CS","2022","Ministry of Defence","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","SEO/HEO","HEO","150","[c]","31370","33000"
"New entrant CS","2022","Ministry of Defence","Project Delivery","SEO/HEO","SEO","130","[c]","40260","40000"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Unknown","Unknown","60","[c]","40190","38500"
"New entrant CS","2022","Ministry of Defence","Property","AA/AO","AA","40","[c]","18690","19010"
"New entrant CS","2022","Ministry of Defence","Property","AA/AO","AO","10","[c]","21090","21170"
"New entrant CS","2022","Ministry of Defence","Property","EO","EO","45","[c]","26260","26350"
"New entrant CS","2022","Ministry of Defence","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","SEO/HEO","HEO","70","[c]","32800","33000"
"New entrant CS","2022","Ministry of Defence","Property","SEO/HEO","SEO","30","[c]","40110","40000"
"New entrant CS","2022","Ministry of Defence","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","AA/AO","AA","55","[c]","17520","17540"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","AA/AO","AO","50","[c]","20850","21170"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","EO","EO","155","[c]","23160","25000"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","G6/G7","G7","65","[c]","52230","52750"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","SEO/HEO","HEO","270","[c]","29520","29230"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","SEO/HEO","SEO","150","[c]","43100","44000"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","Unknown","Unknown","100","[c]","34840","31750"
"New entrant CS","2022","Ministry of Defence","Security","AA/AO","AA","215","[c]","23310","23950"
"New entrant CS","2022","Ministry of Defence","Security","AA/AO","AO","240","[c]","26850","24540"
"New entrant CS","2022","Ministry of Defence","Security","EO","EO","30","[c]","33580","26350"
"New entrant CS","2022","Ministry of Defence","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","SEO/HEO","HEO","10","[c]","36450","33000"
"New entrant CS","2022","Ministry of Defence","Security","SEO/HEO","SEO","10","[c]","39630","39500"
"New entrant CS","2022","Ministry of Defence","Security","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","EO","EO","20","[c]","27580","27850"
"New entrant CS","2022","Ministry of Defence","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","SEO/HEO","HEO","15","[c]","36570","38000"
"New entrant CS","2022","Ministry of Defence","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","EO","EO","10","[c]","26290","25120"
"New entrant CS","2022","Ministry of Justice","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","SEO/HEO","SEO","10","[c]","41080","41750"
"New entrant CS","2022","Ministry of Justice","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","SEO/HEO","HEO","20","[c]","34760","34260"
"New entrant CS","2022","Ministry of Justice","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","EO","EO","20","[c]","25970","25120"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","G6/G7","G7","70","[c]","55790","55000"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","SEO/HEO","HEO","35","[c]","32570","34260"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","SEO/HEO","SEO","75","[c]","39610","41750"
"New entrant CS","2022","Ministry of Justice","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Economics","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","EO","EO","15","[c]","25360","25120"
"New entrant CS","2022","Ministry of Justice","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","SEO/HEO","SEO","30","[c]","38230","36520"
"New entrant CS","2022","Ministry of Justice","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","EO","EO","10","[c]","26760","25120"
"New entrant CS","2022","Ministry of Justice","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
