"Status","Year","Disability","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Unknown","Finance","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Finance","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Grants Management","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Human Resources","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Legal","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Legal","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","No function","London","145","140","38560","33820"
"In post","2022","Declared disabled","Unknown","No function","Outside London","605","525","28840","26900"
"In post","2022","Declared disabled","Unknown","No function","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Project Delivery","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Project Delivery","Outside London","50","45","35470","33000"
"In post","2022","Declared disabled","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Property","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Security","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Security","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Outside London","130","125","33960","29210"
"In post","2022","Declared disabled","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Analysis","London","205","190","47060","42470"
"In post","2022","Declared disabled","White","Analysis","Outside London","390","370","38320","36330"
"In post","2022","Declared disabled","White","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Commercial","London","60","60","44480","41750"
"In post","2022","Declared disabled","White","Commercial","Outside London","305","295","38710","36840"
"In post","2022","Declared disabled","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Communications","London","105","100","43760","41470"
"In post","2022","Declared disabled","White","Communications","Outside London","385","365","32260","30040"
"In post","2022","Declared disabled","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Counter Fraud","London","150","140","39280","36650"
"In post","2022","Declared disabled","White","Counter Fraud","Outside London","1410","1270","30180","27570"
"In post","2022","Declared disabled","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Debt","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","White","Debt","Outside London","625","530","23120","21260"
"In post","2022","Declared disabled","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Digital, Data & Technology","London","255","250","47600","44860"
"In post","2022","Declared disabled","White","Digital, Data & Technology","Outside London","1410","1345","37430","33650"
"In post","2022","Declared disabled","White","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","White","Finance","London","155","150","50430","44230"
"In post","2022","Declared disabled","White","Finance","Outside London","765","695","34770","31990"
"In post","2022","Declared disabled","White","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Grants Management","Outside London","155","140","25600","21300"
"In post","2022","Declared disabled","White","Human Resources","London","285","275","47730","42190"
"In post","2022","Declared disabled","White","Human Resources","Outside London","1030","960","35150","32000"
"In post","2022","Declared disabled","White","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Internal Audit","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","White","Internal Audit","Outside London","55","55","42160","39200"
"In post","2022","Declared disabled","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Legal","London","280","260","52760","52890"
"In post","2022","Declared disabled","White","Legal","Outside London","640","590","40830","36240"
"In post","2022","Declared disabled","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","No function","London","3050","2925","42200","36850"
"In post","2022","Declared disabled","White","No function","Outside London","23535","21040","28100","27570"
"In post","2022","Declared disabled","White","No function","Overseas","100","100","49230","51970"
"In post","2022","Declared disabled","White","No function","Unknown","50","45","28620","27570"
"In post","2022","Declared disabled","White","Project Delivery","London","275","265","52300","53000"
"In post","2022","Declared disabled","White","Project Delivery","Outside London","1855","1760","37540","35080"
"In post","2022","Declared disabled","White","Project Delivery","Overseas","45","45","55730","55620"
"In post","2022","Declared disabled","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Property","London","85","80","45110","39440"
"In post","2022","Declared disabled","White","Property","Outside London","525","500","34640","33000"
"In post","2022","Declared disabled","White","Property","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Security","London","135","130","42320","39420"
"In post","2022","Declared disabled","White","Security","Outside London","570","545","30280","27820"
"In post","2022","Declared disabled","White","Security","Overseas","10","10","[c]","[c]"
"In post","2022","Declared disabled","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","London","775","745","43550","37640"
"In post","2022","Declared disabled","White","Unknown","Outside London","4465","4200","31920","27230"
"In post","2022","Declared disabled","White","Unknown","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Analysis","London","330","325","45550","42010"
"In post","2022","Declared non-disabled","Asian","Analysis","Outside London","140","140","36730","34710"
"In post","2022","Declared non-disabled","Asian","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","London","125","125","48130","41750"
"In post","2022","Declared non-disabled","Asian","Commercial","Outside London","90","90","36650","33370"
"In post","2022","Declared non-disabled","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","London","100","100","45600","40600"
"In post","2022","Declared non-disabled","Asian","Communications","Outside London","465","455","29170","26820"
"In post","2022","Declared non-disabled","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","London","520","480","32370","31060"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","Outside London","550","520","29600","27570"
"In post","2022","Declared non-disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Debt","London","80","70","27390","26400"
"In post","2022","Declared non-disabled","Asian","Debt","Outside London","485","430","22380","21250"
"In post","2022","Declared non-disabled","Asian","Debt","Unknown","40","35","24940","25110"
"In post","2022","Declared non-disabled","Asian","Digital, Data & Technology","London","455","450","46590","41750"
"In post","2022","Declared non-disabled","Asian","Digital, Data & Technology","Outside London","590","580","39340","36050"
"In post","2022","Declared non-disabled","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Finance","London","410","400","44450","40940"
"In post","2022","Declared non-disabled","Asian","Finance","Outside London","470","450","34520","31990"
"In post","2022","Declared non-disabled","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Grants Management","Outside London","35","30","24850","21300"
"In post","2022","Declared non-disabled","Asian","Human Resources","London","245","240","41560","36650"
"In post","2022","Declared non-disabled","Asian","Human Resources","Outside London","225","215","32410","29290"
"In post","2022","Declared non-disabled","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","London","35","35","47810","49110"
"In post","2022","Declared non-disabled","Asian","Internal Audit","Outside London","30","30","43530","39750"
"In post","2022","Declared non-disabled","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Legal","London","545","510","47000","50500"
"In post","2022","Declared non-disabled","Asian","Legal","Outside London","330","310","40820","39170"
"In post","2022","Declared non-disabled","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","No function","London","5170","4890","36650","31880"
"In post","2022","Declared non-disabled","Asian","No function","Outside London","8695","7995","27770","27130"
"In post","2022","Declared non-disabled","Asian","No function","Overseas","70","70","47250","40900"
"In post","2022","Declared non-disabled","Asian","No function","Unknown","80","70","29950","30330"
"In post","2022","Declared non-disabled","Asian","Project Delivery","London","415","400","46740","42850"
