"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Project Delivery","Food Standards Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Land Registry","Outside London","AA/AO","15","[c]","22600","22600"
"New entrant CS","2022","Project Delivery","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Land Registry","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","London","G6/G7","15","[c]","62000","58600"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","London","SEO/HEO","35","[c]","40790","43430"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Outside London","AA/AO","10","[c]","21250","21250"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Outside London","EO","15","[c]","26620","26590"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Outside London","G6/G7","20","[c]","57790","53120"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Revenue and Customs","Outside London","SEO/HEO","70","[c]","37020","40180"
"New entrant CS","2022","Project Delivery","HM Treasury","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Treasury","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","London","SEO/HEO","25","[c]","41000","44500"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Outside London","AA/AO","15","[c]","18330","18330"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Outside London","EO","370","[c]","22020","22410"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Outside London","G6/G7","90","[c]","56200","54680"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Outside London","SEO/HEO","575","[c]","35650","33950"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Outside London","Unknown","185","[c]","35730","32000"
"New entrant CS","2022","Project Delivery","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Ministry of Justice","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","National Crime Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Office of Gas and Electricity Markets","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","UK Statistics Authority","Outside London","SEO/HEO","15","[c]","34720","36840"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Attorney General's Departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Attorney General's Departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","London","G6/G7","10","[c]","58980","57000"
"New entrant CS","2022","Property","Cabinet Office","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","London","SEO/HEO","10","[c]","37110","35930"
"New entrant CS","2022","Property","Cabinet Office","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Outside London","G6/G7","30","[c]","57240","55500"
"New entrant CS","2022","Property","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office","Outside London","SEO/HEO","25","[c]","37570","37300"
"New entrant CS","2022","Property","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","Outside London","EO","25","[c]","25000","25000"
"New entrant CS","2022","Property","Department for Education","Outside London","G6/G7","35","[c]","56590","57220"
"New entrant CS","2022","Property","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education","Outside London","SEO/HEO","15","[c]","31560","29360"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","20","[c]","53780","52290"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","20","[c]","34330","35900"
"New entrant CS","2022","Property","Department for Levelling Up, Housing and Communities","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions","London","SEO/HEO","[c]","[c]","[c]","[c]"
