"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","SEO/HEO","10","[c]","40250","41810"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","70","[c]","23130","21620"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","100","[c]","60380","58030"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","30","[c]","88690","81300"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","105","[c]","36490","38500"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","AA/AO","70","[c]","25660","25940"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","EO","30","[c]","32080","31060"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","SEO/HEO","15","[c]","41920","39520"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","SEO/HEO","15","[c]","45010","45490"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","EO","40","[c]","28130","27350"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","G6/G7","120","[c]","59500","57520"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","SCS level","15","[c]","88940","81780"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","SEO/HEO","15","[c]","38200","40050"
"Leaver CS","2022","Government Property Agency","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Cabinet Office","G6/G7","10","[c]","57440","57130"
"Leaver CS","2022","Government Property Agency","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","AA/AO","35","[c]","21340","21740"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","EO","40","[c]","27940","28210"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","G6/G7","35","[c]","62570","59630"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","100","[c]","43730","41930"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","1555","[c]","20560","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","EO","215","[c]","25200","25120"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","55","[c]","58100","57190"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","215","[c]","36910","36050"
"Leaver CS","2022","HM Land Registry","HM Land Registry","AA/AO","110","[c]","22810","22600"
"Leaver CS","2022","HM Land Registry","HM Land Registry","EO","120","[c]","27750","27130"
"Leaver CS","2022","HM Land Registry","HM Land Registry","G6/G7","30","[c]","62590","61090"
"Leaver CS","2022","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","HM Land Registry","SEO/HEO","145","[c]","37940","37290"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","AA/AO","4550","[c]","25040","23960"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","EO","475","[c]","30920","31890"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","340","[c]","41460","38160"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","1780","[c]","30420","28200"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","2630","[c]","21890","22080"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","895","[c]","28610","28920"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","310","[c]","63380","62910"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","820","[c]","38600","37930"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","G6/G7","55","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Home Office","AA/AO","570","[c]","21990","21680"
"Leaver CS","2022","Home Office","Home Office","EO","850","[c]","27470","27240"
"Leaver CS","2022","Home Office","Home Office","G6/G7","185","[c]","62130","60670"
"Leaver CS","2022","Home Office","Home Office","SCS level","25","[c]","98590","94380"
"Leaver CS","2022","Home Office","Home Office","SEO/HEO","450","[c]","37520","37190"
"Leaver CS","2022","Home Office","Home Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","30","[c]","25370","24030"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","62850","60790"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","39520","39510"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","AA/AO","35","[c]","20220","20370"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","AA/AO","60","[c]","23220","21840"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","EO","20","[c]","28150","26470"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","G6/G7","15","[c]","59770","57050"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","60","[c]","39380","36040"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","15","[c]","23780","23800"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","50","[c]","27850","27400"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","65","[c]","60180","54470"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","40","[c]","90130","86330"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","105","[c]","36920","33480"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","25","[c]","18690","17900"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","EO","15","[c]","26400","26880"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","25","[c]","52510","49890"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","70","[c]","37270","37790"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","1605","[c]","23390","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","620","[c]","28940","26930"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","195","[c]","64370","60770"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","20","[c]","95970","87820"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","925","[c]","38830","38690"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","15","[c]","36810","31570"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","55","[c]","20280","20370"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","70","[c]","26070","26410"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","105","[c]","60590","59300"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","10","[c]","103810","94670"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","165","[c]","37910","36800"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","25","[c]","53430","53920"
"Leaver CS","2022","National Crime Agency","National Crime Agency","AA/AO","30","[c]","23670","23100"
"Leaver CS","2022","National Crime Agency","National Crime Agency","EO","130","[c]","33820","34140"
"Leaver CS","2022","National Crime Agency","National Crime Agency","G6/G7","30","[c]","68600","65630"
"Leaver CS","2022","National Crime Agency","National Crime Agency","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","SEO/HEO","120","[c]","44640","44910"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","AA/AO","10","[c]","23090","23230"
"Leaver CS","2022","National Records of Scotland","Scottish Government","EO","10","[c]","27060","27230"
