"Status","Year","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Vehicle Certification Agency","Science and Engineering","Overseas","10","10","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Operational Delivery","Outside London","80","80","36050","32560"
"In post","2022","Veterinary Medicines Directorate","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Science and Engineering","Outside London","25","20","49710","53200"
"In post","2022","Veterinary Medicines Directorate","Unknown","Outside London","35","35","40180","38750"
"In post","2022","Veterinary Medicines Directorate","Veterinarian","Outside London","10","10","57850","58980"
"In post","2022","Water Services Regulation Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Communications","London","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Corporate Finance","Outside London","10","10","44560","40800"
"In post","2022","Water Services Regulation Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Digital, Data and Technology","Outside London","20","20","47210","46180"
"In post","2022","Water Services Regulation Authority","Economics","London","30","30","63720","60150"
"In post","2022","Water Services Regulation Authority","Economics","Outside London","10","10","54190","47810"
"In post","2022","Water Services Regulation Authority","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Finance","Outside London","15","15","71590","65040"
"In post","2022","Water Services Regulation Authority","Human Resources","Outside London","15","10","41340","40000"
"In post","2022","Water Services Regulation Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Legal","London","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Legal","Outside London","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Operational Delivery","Outside London","25","25","36370","32050"
"In post","2022","Water Services Regulation Authority","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Policy","London","15","15","72830","69820"
"In post","2022","Water Services Regulation Authority","Policy","Outside London","35","30","53280","51630"
"In post","2022","Water Services Regulation Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Project Delivery","Outside London","15","15","45310","45000"
"In post","2022","Water Services Regulation Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Science and Engineering","London","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Science and Engineering","Outside London","15","10","55940","55240"
"In post","2022","Water Services Regulation Authority","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Communications","Outside London","150","140","40530","38160"
"In post","2022","Welsh Government (excl. agencies)","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Digital, Data and Technology","Outside London","210","205","38820","38160"
"In post","2022","Welsh Government (excl. agencies)","Economics","Outside London","45","45","48450","44200"
"In post","2022","Welsh Government (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Finance","Outside London","335","310","43440","38160"
"In post","2022","Welsh Government (excl. agencies)","Human Resources","Outside London","195","180","35320","29430"
"In post","2022","Welsh Government (excl. agencies)","Internal Audit","Outside London","25","25","41720","38160"
"In post","2022","Welsh Government (excl. agencies)","Knowledge and Information Management","Outside London","115","110","34910","29430"
"In post","2022","Welsh Government (excl. agencies)","Legal","Outside London","165","155","57340","61440"
"In post","2022","Welsh Government (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Medicine","Outside London","190","180","46690","47470"
"In post","2022","Welsh Government (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Operational Delivery","Outside London","1615","1515","37960","29430"
"In post","2022","Welsh Government (excl. agencies)","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Other","Outside London","640","605","43050","38160"
"In post","2022","Welsh Government (excl. agencies)","Planning","Outside London","75","70","44280","38160"
"In post","2022","Welsh Government (excl. agencies)","Policy","London","5","5","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Policy","Outside London","1645","1570","43620","38160"
"In post","2022","Welsh Government (excl. agencies)","Policy","Overseas","5","5","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Project Delivery","Outside London","140","135","45830","40100"
"In post","2022","Welsh Government (excl. agencies)","Property","Outside London","65","60","40460","38160"
"In post","2022","Welsh Government (excl. agencies)","Science and Engineering","Outside London","70","65","49360","47470"
"In post","2022","Welsh Government (excl. agencies)","Social Research","Outside London","85","80","42670","40100"
"In post","2022","Welsh Government (excl. agencies)","Statistics","Outside London","90","85","41100","38160"
"In post","2022","Welsh Government (excl. agencies)","Veterinarian","Outside London","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Digital, Data and Technology","Outside London","15","15","43910","38160"
"In post","2022","Welsh Revenue Authority","Finance","Outside London","10","10","40030","29430"
"In post","2022","Welsh Revenue Authority","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Operational Delivery","Outside London","20","20","30450","28130"
"In post","2022","Welsh Revenue Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Tax","Outside London","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","Outside London","15","15","51880","47470"
"In post","2022","Wilton Park","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Wilton Park","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Operational Delivery","Outside London","25","25","26690","25580"
"In post","2022","Wilton Park","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Policy","Outside London","15","15","47010","56590"
"In post","2022","Wilton Park","Project Delivery","Outside London","20","15","31730","31030"
"In post","2022","Wilton Park","Property","Outside London","5","5","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","45","[c]","28480","24250"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Operational Delivery","Outside London","190","[c]","27190","24920"
"Leaver CS","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Other","Outside London","[c]","[c]","[c]","[c]"
