"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Education","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Outside London","EO","Female","30","[c]","25310","25000"
"Leaver Dept.","2022","Department for Education","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Outside London","G6/G7","Female","35","[c]","54300","50610"
"Leaver Dept.","2022","Department for Education","Outside London","G6/G7","Male","40","[c]","53690","50630"
"Leaver Dept.","2022","Department for Education","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Outside London","SEO/HEO","Female","95","[c]","34920","36500"
"Leaver Dept.","2022","Department for Education","Outside London","SEO/HEO","Male","60","[c]","34900","36500"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Male","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Female","40","[c]","21190","21300"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","SEO/HEO","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","SEO/HEO","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","G6/G7","Female","40","[c]","56600","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","G6/G7","Male","40","[c]","56810","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","SEO/HEO","Female","70","[c]","36220","33960"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","SEO/HEO","Male","55","[c]","35290","33650"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","G6/G7","Female","40","[c]","57520","54760"
"Leaver Dept.","2022","Department for Transport","London","G6/G7","Male","40","[c]","57720","54760"
"Leaver Dept.","2022","Department for Transport","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","SEO/HEO","Female","70","[c]","37730","35060"
"Leaver Dept.","2022","Department for Transport","London","SEO/HEO","Male","80","[c]","38800","36880"
"Leaver Dept.","2022","Department for Transport","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Outside London","AA/AO","Male","30","[c]","23210","21840"
"Leaver Dept.","2022","Department for Transport","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Outside London","EO","Male","35","[c]","26770","26470"
"Leaver Dept.","2022","Department for Transport","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Outside London","SEO/HEO","Female","45","[c]","35570","33820"
"Leaver Dept.","2022","Department for Transport","Outside London","SEO/HEO","Male","40","[c]","35180","32880"
"Leaver Dept.","2022","Department for Transport","Unknown","AA/AO","Female","35","[c]","21060","21590"
"Leaver Dept.","2022","Department for Transport","Unknown","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","London","EO","Female","190","[c]","31050","31060"
"Leaver Dept.","2022","Department for Work and Pensions","London","EO","Male","115","[c]","31080","31060"
"Leaver Dept.","2022","Department for Work and Pensions","London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","London","SEO/HEO","Female","55","[c]","38500","37570"
"Leaver Dept.","2022","Department for Work and Pensions","London","SEO/HEO","Male","60","[c]","38020","37500"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","AA/AO","Female","300","[c]","21200","21260"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","AA/AO","Male","200","[c]","21260","21260"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","EO","Female","935","[c]","27610","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","EO","Male","610","[c]","27630","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","G6/G7","Female","45","[c]","54870","52750"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","G6/G7","Male","55","[c]","54970","52700"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","SEO/HEO","Female","275","[c]","33970","32170"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","SEO/HEO","Male","170","[c]","35100","33660"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","London","AA/AO","Female","175","[c]","23050","23110"
"Leaver Dept.","2022","Department of Health and Social Care","London","AA/AO","Male","55","[c]","23060","23780"
"Leaver Dept.","2022","Department of Health and Social Care","London","EO","Female","390","[c]","27170","26880"
"Leaver Dept.","2022","Department of Health and Social Care","London","EO","Male","145","[c]","26990","26880"
"Leaver Dept.","2022","Department of Health and Social Care","London","G6/G7","Female","685","[c]","58530","54290"
"Leaver Dept.","2022","Department of Health and Social Care","London","G6/G7","Male","505","[c]","60270","56080"
"Leaver Dept.","2022","Department of Health and Social Care","London","SCS level","Female","130","[c]","108240","102060"
"Leaver Dept.","2022","Department of Health and Social Care","London","SCS level","Male","110","[c]","103200","97750"
"Leaver Dept.","2022","Department of Health and Social Care","London","SEO/HEO","Female","1065","[c]","36720","36330"
"Leaver Dept.","2022","Department of Health and Social Care","London","SEO/HEO","Male","480","[c]","37270","37910"
"Leaver Dept.","2022","Department of Health and Social Care","London","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","London","Unknown","Male","25","[c]","[c]","[c]"
