"Status","Year","Age","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Ministry of Defence (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Ministry of Justice (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Rural Payments Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Scottish Government (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Social Security Scotland","30","[c]","26570","27230"
"New entrant CS","2022","50-59","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","UK Health Security Agency","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Welsh Government (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Advisory, Conciliation and Arbitration Service","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Animal and Plant Health Agency","30","[c]","26440","24920"
"New entrant CS","2022","50-59","Declared non-disabled","Cabinet Office (excl. agencies)","75","[c]","45290","33280"
"New entrant CS","2022","50-59","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Companies House","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Crown Office and Procurator Fiscal Service","35","[c]","26470","21050"
"New entrant CS","2022","50-59","Declared non-disabled","Crown Prosecution Service","35","[c]","43770","48080"
"New entrant CS","2022","50-59","Declared non-disabled","Defence Equipment and Support","100","[c]","38660","39000"
"New entrant CS","2022","50-59","Declared non-disabled","Defence Science and Technology Laboratory","40","[c]","37430","38070"
"New entrant CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Department for Education (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","125","[c]","40150","37070"
"New entrant CS","2022","50-59","Declared non-disabled","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Department for Transport (excl. agencies)","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Department for Work and Pensions (excl. agencies)","1035","[c]","26290","27570"
"New entrant CS","2022","50-59","Declared non-disabled","Department of Health and Social Care (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Driver and Vehicle Licensing Agency","50","[c]","23330","21840"
"New entrant CS","2022","50-59","Declared non-disabled","Driver and Vehicle Standards Agency","75","[c]","27720","26130"
"New entrant CS","2022","50-59","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Education Scotland","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Estyn","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Food Standards Agency","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Food Standards Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Government Legal Department","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Government Property Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Health and Safety Executive","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","HM Courts and Tribunals Service","130","[c]","23360","20970"
"New entrant CS","2022","50-59","Declared non-disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","HM Land Registry","30","[c]","26640","27130"
"New entrant CS","2022","50-59","Declared non-disabled","HM Prison and Probation Service","1175","[c]","29830","27070"
"New entrant CS","2022","50-59","Declared non-disabled","HM Revenue and Customs (excl. agencies)","365","[c]","29320","26590"
"New entrant CS","2022","50-59","Declared non-disabled","HM Treasury (excl. agencies)","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Home Office","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Intellectual Property Office","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Legal Aid Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Maritime and Coastguard Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Met Office","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","285","[c]","32430","30990"
"New entrant CS","2022","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","50","[c]","40410","41420"
"New entrant CS","2022","50-59","Declared non-disabled","National Crime Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","55","[c]","57490","51360"
"New entrant CS","2022","50-59","Declared non-disabled","Office of Gas and Electricity Markets","30","[c]","50030","46630"
"New entrant CS","2022","50-59","Declared non-disabled","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Office of Rail and Road","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Office of the Public Guardian","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Planning Inspectorate","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Public Health England","35","[c]","42690","40060"
"New entrant CS","2022","50-59","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Rural Payments Agency","70","[c]","22200","21300"
"New entrant CS","2022","50-59","Declared non-disabled","Scottish Courts and Tribunals Service","50","[c]","25400","20950"
"New entrant CS","2022","50-59","Declared non-disabled","Scottish Government (excl. agencies)","60","[c]","39380","39660"
"New entrant CS","2022","50-59","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Social Security Scotland","85","[c]","29330","27230"
"New entrant CS","2022","50-59","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Submarine Delivery Agency","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
