"Status","Year","Ethnicity","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Met Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Met Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Met Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Met Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Met Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Met Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Infrastructure Commission","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Infrastructure Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Budget Responsibility","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Budget Responsibility","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Budget Responsibility","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Budget Responsibility","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Scottish Charity Regulator","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Scottish Charity Regulator","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Scottish Charity Regulator","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Scottish Charity Regulator","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Queen Elizabeth II Centre","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Queen Elizabeth II Centre","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Registers of Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Fiscal Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Fiscal Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Fiscal Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Housing Regulator","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Housing Regulator","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Housing Regulator","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Housing Regulator","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Public Pensions Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Public Pensions Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Security Scotland","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Security Scotland","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Security Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Security Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Security Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Standards and Testing Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Standards and Testing Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Student Awards Agency for Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Student Awards Agency for Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Student Awards Agency for Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Teaching Regulation Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Teaching Regulation Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Teaching Regulation Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The Insolvency Service","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Transport Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Transport Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Transport Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Transport Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Transport Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Debt Management Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Debt Management Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Health Security Agency","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Health Security Agency","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Health Security Agency","EO","60","[c]","26170","26880"
"New entrant CS","2022","Black","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Health Security Agency","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Health Security Agency","HEO","50","[c]","32210","32330"
"New entrant CS","2022","Black","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Health Security Agency","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Hydrographic Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Hydrographic Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Valuation Office Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Valuation Office Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Vehicle Certification Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinary Medicines Directorate","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinary Medicines Directorate","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinary Medicines Directorate","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
