"Status","Year","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","145","[c]","52820","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","125","[c]","41910","36940"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","85","[c]","51120","46250"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","40","[c]","22440","20970"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Heterosexual / straight","50","[c]","42600","43740"
"Leaver CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Department of Health and Social Care","Heterosexual / straight","1080","[c]","42790","38200"
"Leaver CS","2022","Public Health England","Department of Health and Social Care","LGBO","60","[c]","36730","28590"
"Leaver CS","2022","Public Health England","Department of Health and Social Care","Undeclared","190","[c]","44580","38070"
"Leaver CS","2022","Public Health England","Department of Health and Social Care","Unknown","185","[c]","47250","41340"
"Leaver CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Scottish Government","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Scottish Government","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Scottish Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Ministry of Defence","Unknown","235","[c]","36010","33270"
"Leaver CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","65","[c]","27250","25190"
"Leaver CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","95","[c]","23910","21300"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Scottish Government","Unknown","140","[c]","28510","23780"
"Leaver CS","2022","Scottish Forestry","Scottish Government","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Scottish Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Scottish Government","Heterosexual / straight","180","[c]","46690","39660"
"Leaver CS","2022","Scottish Government (excl. agencies)","Scottish Government","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Scottish Government","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Scottish Government","Unknown","215","[c]","38070","31540"
"Leaver CS","2022","Scottish Housing Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Scottish Government","Heterosexual / straight","100","[c]","34790","35000"
"Leaver CS","2022","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Scottish Government","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Scottish Government","Unknown","230","[c]","31020","27860"
"Leaver CS","2022","Scottish Public Pensions Agency","Scottish Government","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Scottish Government","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","30","[c]","41960","40000"
"Leaver CS","2022","Serious Fraud Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Attorney General's Departments","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Scottish Government","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Scottish Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Scottish Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Ministry of Defence","Heterosexual / straight","110","[c]","38210","39860"
"Leaver CS","2022","Submarine Delivery Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Ministry of Defence","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","45","[c]","34880","26000"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
