"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Finance","Commercial","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Commercial","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Corporate Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Finance","AO","60","[c]","21230","21250"
"New entrant CS","2022","Declared non-disabled","Finance","Finance","EO","135","[c]","25280","25120"
"New entrant CS","2022","Declared non-disabled","Finance","Finance","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Finance","G7","60","[c]","53650","54090"
"New entrant CS","2022","Declared non-disabled","Finance","Finance","HEO","80","[c]","33180","33000"
"New entrant CS","2022","Declared non-disabled","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Finance","SEO","95","[c]","39840","39650"
"New entrant CS","2022","Declared non-disabled","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Operational Delivery","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Operational Delivery","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Security","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Tax","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Operational Delivery","AO","460","[c]","21220","21300"
"New entrant CS","2022","Declared non-disabled","Grants Management","Operational Delivery","EO","35","[c]","24950","24920"
"New entrant CS","2022","Declared non-disabled","Grants Management","Operational Delivery","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Human Resources","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Human Resources","AO","115","[c]","21720","21170"
"New entrant CS","2022","Declared non-disabled","Human Resources","Human Resources","EO","135","[c]","25820","26210"
"New entrant CS","2022","Declared non-disabled","Human Resources","Human Resources","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Human Resources","G7","70","[c]","52910","52300"
"New entrant CS","2022","Declared non-disabled","Human Resources","Human Resources","HEO","145","[c]","32190","31990"
"New entrant CS","2022","Declared non-disabled","Human Resources","Human Resources","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Human Resources","SEO","65","[c]","40460","39580"
"New entrant CS","2022","Declared non-disabled","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Operational Delivery","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Operational Delivery","EO","50","[c]","27540","27570"
"New entrant CS","2022","Declared non-disabled","Human Resources","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Operational Delivery","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Tax","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","AO","30","[c]","21050","21050"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","HEO","30","[c]","31210","32000"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Internal Audit","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Internal Audit","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Internal Audit","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Legal","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Legal","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Legal","EO","95","[c]","27700","27230"
"New entrant CS","2022","Declared non-disabled","Legal","Legal","G6","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Legal","G7","245","[c]","52170","50500"
"New entrant CS","2022","Declared non-disabled","Legal","Legal","HEO","100","[c]","40420","40000"
"New entrant CS","2022","Declared non-disabled","Legal","Legal","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Legal","SEO","65","[c]","41580","41750"
"New entrant CS","2022","Declared non-disabled","Legal","Operational Delivery","AO","195","[c]","21150","21250"
"New entrant CS","2022","Declared non-disabled","Legal","Operational Delivery","EO","35","[c]","26360","25480"
"New entrant CS","2022","Declared non-disabled","Legal","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Other","EO","80","[c]","26710","26950"
"New entrant CS","2022","Declared non-disabled","Legal","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Communications","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Digital, Data and Technology","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Economics","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Geography","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Geography","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Geography","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Geography","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Geography","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Geography","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Inspector of Education and Training","G7","60","[c]","72600","70500"
"New entrant CS","2022","Declared non-disabled","No function","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Inspector of Education and Training","SEO","80","[c]","47340","46360"
"New entrant CS","2022","Declared non-disabled","No function","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","International Trade","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","International Trade","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","International Trade","HEO","45","[c]","31390","31800"
"New entrant CS","2022","Declared non-disabled","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","International Trade","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Knowledge and Information Management","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Knowledge and Information Management","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Knowledge and Information Management","HEO","30","[c]","31260","30460"
"New entrant CS","2022","Declared non-disabled","No function","Knowledge and Information Management","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Legal","HEO","35","[c]","31450","30450"
"New entrant CS","2022","Declared non-disabled","No function","Legal","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Medicine","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Medicine","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Medicine","SCS level","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Medicine","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Operational Delivery","AA","1125","[c]","20550","20890"
"New entrant CS","2022","Declared non-disabled","No function","Operational Delivery","AO","7400","[c]","22560","21260"
"New entrant CS","2022","Declared non-disabled","No function","Operational Delivery","EO","3830","[c]","27710","27570"
"New entrant CS","2022","Declared non-disabled","No function","Operational Delivery","G6","45","[c]","67950","66170"
"New entrant CS","2022","Declared non-disabled","No function","Operational Delivery","G7","180","[c]","51930","51300"
"New entrant CS","2022","Declared non-disabled","No function","Operational Delivery","HEO","650","[c]","32010","31990"
"New entrant CS","2022","Declared non-disabled","No function","Operational Delivery","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Operational Delivery","SEO","395","[c]","40580","40050"
"New entrant CS","2022","Declared non-disabled","No function","Operational Delivery","Unknown","4010","[c]","28640","24800"
"New entrant CS","2022","Declared non-disabled","No function","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Operational Research","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Other","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Other","AO","230","[c]","21390","21260"
"New entrant CS","2022","Declared non-disabled","No function","Other","EO","150","[c]","26700","27140"
"New entrant CS","2022","Declared non-disabled","No function","Other","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Other","G7","35","[c]","55850","55000"
"New entrant CS","2022","Declared non-disabled","No function","Other","HEO","80","[c]","31390","31990"
"New entrant CS","2022","Declared non-disabled","No function","Other","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Other","SEO","40","[c]","39220","39000"
"New entrant CS","2022","Declared non-disabled","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Planning","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Planning","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Planning","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Planning","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Planning","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Planning Inspectors","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Policy","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Policy","AO","45","[c]","22490","23290"
"New entrant CS","2022","Declared non-disabled","No function","Policy","EO","275","[c]","26450","26180"
"New entrant CS","2022","Declared non-disabled","No function","Policy","G6","60","[c]","65070","64180"
"New entrant CS","2022","Declared non-disabled","No function","Policy","G7","305","[c]","51910","52290"
"New entrant CS","2022","Declared non-disabled","No function","Policy","HEO","840","[c]","32240","32560"
"New entrant CS","2022","Declared non-disabled","No function","Policy","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Policy","SEO","355","[c]","38840","38750"
"New entrant CS","2022","Declared non-disabled","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Project Delivery","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Project Delivery","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Psychology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Psychology","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Psychology","EO","50","[c]","25190","24620"
"New entrant CS","2022","Declared non-disabled","No function","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Psychology","HEO","50","[c]","28010","27700"
"New entrant CS","2022","Declared non-disabled","No function","Psychology","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Science and Engineering","AA","55","[c]","18020","17540"
"New entrant CS","2022","Declared non-disabled","No function","Science and Engineering","AO","85","[c]","22130","22230"
"New entrant CS","2022","Declared non-disabled","No function","Science and Engineering","EO","150","[c]","26380","26370"
"New entrant CS","2022","Declared non-disabled","No function","Science and Engineering","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Science and Engineering","G7","65","[c]","50990","49990"
"New entrant CS","2022","Declared non-disabled","No function","Science and Engineering","HEO","305","[c]","29650","29230"
"New entrant CS","2022","Declared non-disabled","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Science and Engineering","SEO","135","[c]","39230","39330"
"New entrant CS","2022","Declared non-disabled","No function","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Tax","AO","315","[c]","21250","21250"
"New entrant CS","2022","Declared non-disabled","No function","Tax","EO","445","[c]","27160","26590"
"New entrant CS","2022","Declared non-disabled","No function","Tax","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Tax","HEO","395","[c]","33890","33080"
"New entrant CS","2022","Declared non-disabled","No function","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","AO","70","[c]","21960","21250"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","EO","100","[c]","26870","26590"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","G7","50","[c]","54050","54110"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","HEO","100","[c]","33630","33080"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","SEO","45","[c]","40170","40420"
