"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Mixed","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Counter Fraud","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Counter Fraud","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","Attorney General's Departments","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
