"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","60-64","Finance","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Ministry of Justice (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","UK Health Security Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","Rural Payments Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","Rural Payments Agency","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","Rural Payments Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","Rural Payments Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","HM Prison and Probation Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","Public Health England","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","UK Health Security Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Internal Audit","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","Government Legal Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Crown Office and Procurator Fiscal Service","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Defence Science and Technology Laboratory","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Transport (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","East Midlands (England)","15","[c]","24170","21260"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","East of England","20","[c]","25190","24250"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","London","15","[c]","28510","31060"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","North East (England)","30","[c]","21860","21260"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","North West (England)","65","[c]","22520","21260"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","Scotland","25","[c]","23520","21260"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","South East (England)","25","[c]","25660","27570"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","Wales","15","[c]","24170","21260"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","West Midlands (England)","15","[c]","25040","27570"
"New entrant CS","2022","60-64","No function","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","20","[c]","24250","21260"
"New entrant CS","2022","60-64","No function","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Department of Health and Social Care (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Licensing Agency","Wales","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Licensing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Health and Safety Executive","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Courts and Tribunals Service","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Courts and Tribunals Service","London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Courts and Tribunals Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Courts and Tribunals Service","North West (England)","15","[c]","20710","19200"
"New entrant CS","2022","60-64","No function","HM Courts and Tribunals Service","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HM Courts and Tribunals Service","South West (England)","10","[c]","20080","20080"
"New entrant CS","2022","60-64","No function","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
