"Status","Year","Function_of_post","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G7","LGBO","10","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G7","Undeclared","10","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G7","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","HEO","Heterosexual / straight","160","155","34660","35000"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO","Heterosexual / straight","90","80","38690","37160"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6","Heterosexual / straight","50","45","66770","66230"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6","Undeclared","25","20","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G7","Heterosexual / straight","115","110","53570","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G7","Undeclared","50","50","53980","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","HEO","Heterosexual / straight","30","30","31790","32790"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","G6","Heterosexual / straight","80","70","93730","89720"
"In post","2022","Analysis","Government Actuary's Department","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","G6","Undeclared","15","10","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
