"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Commercial","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","HM Revenue and Customs (excl. agencies)","Outside London","35","35","31520","33080"
"In post","2022","20-29","Commercial","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Met Office","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Defence (excl. agencies)","London","10","10","31460","30600"
"In post","2022","20-29","Commercial","Ministry of Defence (excl. agencies)","Outside London","175","175","31190","33000"
"In post","2022","20-29","Commercial","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Ministry of Justice (excl. agencies)","London","20","20","35850","34260"
"In post","2022","20-29","Commercial","Ministry of Justice (excl. agencies)","Outside London","30","30","31170","30450"
"In post","2022","20-29","Commercial","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Scottish Courts and Tribunals Service","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Scottish Prison Service","Outside London","20","15","25740","24380"
"In post","2022","20-29","Commercial","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Submarine Delivery Agency","Outside London","25","25","28480","27780"
"In post","2022","20-29","Commercial","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","UK Export Finance","London","50","50","37090","33000"
"In post","2022","20-29","Commercial","UK Health Security Agency","London","20","20","37170","32790"
"In post","2022","20-29","Commercial","UK Health Security Agency","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Attorney General's Office","London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Cabinet Office (excl. agencies)","London","110","110","37870","35870"
"In post","2022","20-29","Communications","Cabinet Office (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Competition and Markets Authority","London","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Crown Prosecution Service","London","10","10","35540","31560"
"In post","2022","20-29","Communications","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Defence Equipment and Support","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","25","25","41820","38620"
"In post","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Digital, Culture, Media and Sport","London","10","10","35240","36520"
"In post","2022","20-29","Communications","Department for Education (excl. agencies)","London","50","50","35770","36660"
"In post","2022","20-29","Communications","Department for Education (excl. agencies)","Outside London","15","15","25670","25000"
"In post","2022","20-29","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","45","45","34190","32560"
"In post","2022","20-29","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","10","30730","30190"
"In post","2022","20-29","Communications","Department for International Trade","London","50","50","37280","38160"
"In post","2022","20-29","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","30","30","36370","33210"
"In post","2022","20-29","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Transport (excl. agencies)","London","20","20","35620","34710"
"In post","2022","20-29","Communications","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department for Work and Pensions (excl. agencies)","London","15","15","41720","41880"
"In post","2022","20-29","Communications","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Department of Health and Social Care (excl. agencies)","London","105","105","36280","27270"
"In post","2022","20-29","Communications","Department of Health and Social Care (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Driver and Vehicle Licensing Agency","Outside London","15","10","28220","26130"
"In post","2022","20-29","Communications","Driver and Vehicle Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","15","15","41370","40600"
"In post","2022","20-29","Communications","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","HM Revenue and Customs (excl. agencies)","London","20","20","42850","43430"
"In post","2022","20-29","Communications","HM Revenue and Customs (excl. agencies)","Outside London","1310","1300","27990","26820"
"In post","2022","20-29","Communications","HM Treasury (excl. agencies)","London","10","10","38360","36710"
"In post","2022","20-29","Communications","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Intellectual Property Office","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Medicines and Healthcare Products Regulatory Agency","London","10","5","[c]","[c]"
"In post","2022","20-29","Communications","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Ministry of Defence (excl. agencies)","London","30","30","41630","40640"
"In post","2022","20-29","Communications","Ministry of Defence (excl. agencies)","Outside London","45","45","29000","26670"
"In post","2022","20-29","Communications","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Ministry of Justice (excl. agencies)","London","35","35","36200","34260"
"In post","2022","20-29","Communications","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","National Crime Agency","London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
