"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Communications","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Public Health England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Submarine Delivery Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Debt Management Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","Communications","10","[c]","39100","34610"
"New entrant CS","2022","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Health Security Agency","Communications","15","[c]","35680","32330"
"New entrant CS","2022","Communications","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Water Services Regulation Authority","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","25","[c]","32760","30000"
"New entrant CS","2022","Counter Fraud","Companies House","Counter Fraud","20","[c]","22650","24500"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","650","[c]","26040","27570"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Operational Delivery","120","[c]","22380","21260"
"New entrant CS","2022","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Food Standards Agency","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","65","[c]","31040","30750"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","70","[c]","29580","26590"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","240","[c]","25780","26590"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","20","[c]","50320","52080"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","25","[c]","29370","26590"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","325","[c]","28620","26590"
"New entrant CS","2022","Counter Fraud","Serious Fraud Office","Counter Fraud","10","[c]","32510","26090"
"New entrant CS","2022","Counter Fraud","The Insolvency Service","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Department for Work and Pensions (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Department for Work and Pensions (excl. agencies)","Other","305","[c]","21800","21260"
"New entrant CS","2022","Debt","HM Revenue and Customs (excl. agencies)","Operational Delivery","515","[c]","21270","21250"
"New entrant CS","2022","Debt","HM Revenue and Customs (excl. agencies)","Tax","180","[c]","22030","21250"
"New entrant CS","2022","Debt","HM Revenue and Customs (excl. agencies)","Unknown","20","[c]","22140","21250"
"New entrant CS","2022","Debt","UK Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","245","[c]","43170","40600"
"New entrant CS","2022","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","10","[c]","26640","25010"
"New entrant CS","2022","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","15","[c]","29870","29160"
"New entrant CS","2022","Digital, Data & Technology","Companies House","Digital, Data and Technology","25","[c]","36010","36150"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","20","[c]","53370","57000"
"New entrant CS","2022","Digital, Data & Technology","Crown Commercial Service","Digital, Data and Technology","25","[c]","45620","38330"
"New entrant CS","2022","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Crown Prosecution Service","Digital, Data and Technology","15","[c]","37130","30130"
"New entrant CS","2022","Digital, Data & Technology","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Defence Equipment and Support","Digital, Data and Technology","10","[c]","29540","28800"
"New entrant CS","2022","Digital, Data & Technology","Defence Equipment and Support","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Defence Science and Technology Laboratory","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","15","[c]","37020","33570"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Education (excl. agencies)","Digital, Data and Technology","160","[c]","37940","36500"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","270","[c]","40030","37070"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","50","[c]","41410","34950"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","25","[c]","47870","50660"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","Digital, Data and Technology","15","[c]","41330","40440"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","360","[c]","40030","37100"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","75","[c]","34780","32790"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","40","[c]","31760","26130"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","45","[c]","31720","30730"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Government Actuary's Department","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","20","[c]","39880","33780"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Digital, Data and Technology","80","[c]","37700","36050"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Operational Delivery","15","[c]","40230","41750"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","90","[c]","31100","30600"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","310","[c]","35420","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Operational Delivery","10","[c]","36570","28670"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Unknown","10","[c]","49570","43710"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","Digital, Data and Technology","30","[c]","41550","39910"
"New entrant CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Digital, Data and Technology","100","[c]","23690","20660"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Science and Engineering","55","[c]","25320","21430"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","140","[c]","31030","26350"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Knowledge and Information Management","25","[c]","24920","21170"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","125","[c]","47330","50430"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","40","[c]","40520","36740"
"New entrant CS","2022","Digital, Data & Technology","National Savings and Investments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","20","[c]","55180","44160"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","10","[c]","33710","37730"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","Digital, Data and Technology","25","[c]","37580","38500"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","30","[c]","31450","31400"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","15","[c]","34590","33290"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","125","[c]","35090","30210"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","Finance","15","[c]","25270","20100"
"New entrant CS","2022","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Prosecution Service","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Equipment and Support","Finance","45","[c]","22500","21500"
"New entrant CS","2022","Finance","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","10","[c]","37510","33490"
"New entrant CS","2022","Finance","Department for Education (excl. agencies)","Finance","55","[c]","31870","29360"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","65","[c]","37820","35900"
"New entrant CS","2022","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","20","[c]","44680","39600"
"New entrant CS","2022","Finance","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport (excl. agencies)","Finance","30","[c]","46090","48770"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","40","[c]","28470","27570"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","75","[c]","32140","31060"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","25","[c]","38770","36000"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Commercial","15","[c]","32410","32790"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","130","[c]","34220","32790"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","10","[c]","25190","23690"
"New entrant CS","2022","Finance","Driver and Vehicle Licensing Agency","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Driver and Vehicle Standards Agency","Finance","15","[c]","34800","33230"
"New entrant CS","2022","Finance","Education and Skills Funding Agency","Finance","80","[c]","36110","30830"
"New entrant CS","2022","Finance","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Courts and Tribunals Service","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Finance","115","[c]","32460","33080"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","40","[c]","21950","21250"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Tax","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Unknown","10","[c]","44630","33080"
"New entrant CS","2022","Finance","HM Treasury (excl. agencies)","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Intellectual Property Office","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Maritime and Coastguard Agency","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence (excl. agencies)","Finance","80","[c]","32700","28350"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","Finance","40","[c]","35520","36050"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","National Crime Agency","Finance","15","[c]","36370","36740"
"New entrant CS","2022","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Public Health England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Courts and Tribunals Service","Finance","15","[c]","32350","28300"
"New entrant CS","2022","Finance","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The Insolvency Service","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","Operational Delivery","15","[c]","39480","33350"
"New entrant CS","2022","Finance","UK Health Security Agency","Finance","20","[c]","44770","45670"
"New entrant CS","2022","Finance","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Valuation Office Agency","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Rural Payments Agency","Operational Delivery","520","[c]","21610","21300"
"New entrant CS","2022","Grants Management","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","150","[c]","30620","24100"
"New entrant CS","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Companies House","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","Human Resources","15","[c]","43290","41670"
"New entrant CS","2022","Human Resources","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","10","[c]","23330","21050"
"New entrant CS","2022","Human Resources","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Prosecution Service","Human Resources","15","[c]","22450","22200"
"New entrant CS","2022","Human Resources","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Defence Equipment and Support","Human Resources","15","[c]","33600","21000"
"New entrant CS","2022","Human Resources","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Defence Science and Technology Laboratory","Human Resources","20","[c]","32630","26030"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","15","[c]","29520","26180"
"New entrant CS","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","25","[c]","28060","25000"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","95","[c]","36880","32560"
"New entrant CS","2022","Human Resources","Department for International Trade","Human Resources","20","[c]","33340","26250"
"New entrant CS","2022","Human Resources","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","15","[c]","26180","23320"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Human Resources","20","[c]","44220","38650"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Unknown","15","[c]","40990","31380"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","25","[c]","36460","31990"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","70","[c]","28140","27570"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","70","[c]","31580","29520"
"New entrant CS","2022","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","10","[c]","28410","30730"
"New entrant CS","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","15","[c]","23780","20080"
"New entrant CS","2022","Human Resources","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Legal Department","Human Resources","10","[c]","28940","25260"
