"Status","Year","Age","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","40-49","No function","Scottish Government","Outside London","15","[c]","38310","30840"
"Leaver Dept.","2022","40-49","No function","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","UK Statistics Authority","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Work and Pensions","Outside London","15","[c]","35860","31990"
"Leaver Dept.","2022","40-49","Project Delivery","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","10","[c]","45170","47100"
"Leaver Dept.","2022","40-49","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Ministry of Defence","Outside London","75","[c]","43600","41680"
"Leaver Dept.","2022","40-49","Project Delivery","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","UK Statistics Authority","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","HM Revenue and Customs","Outside London","10","[c]","22810","22010"
"Leaver Dept.","2022","40-49","Property","Ministry of Defence","Outside London","10","[c]","37980","36050"
"Leaver Dept.","2022","40-49","Property","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Cabinet Office","Outside London","10","[c]","42370","40580"
"Leaver Dept.","2022","40-49","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Ministry of Defence","Outside London","15","[c]","34750","36300"
"Leaver Dept.","2022","40-49","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Department for Levelling Up, Housing and Communities","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Department for Work and Pensions","London","15","[c]","59860","58430"
"Leaver Dept.","2022","40-49","Unknown","Department for Work and Pensions","Outside London","45","[c]","33370","31990"
"Leaver Dept.","2022","40-49","Unknown","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Foreign, Commonwealth and Development Office","London","55","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Foreign, Commonwealth and Development Office","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","HM Revenue and Customs","London","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","HM Revenue and Customs","Outside London","240","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Home Office","London","130","[c]","51060","43460"
"Leaver Dept.","2022","40-49","Unknown","Home Office","Outside London","145","[c]","31620","26160"
"Leaver Dept.","2022","40-49","Unknown","Ministry of Defence","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Ministry of Defence","Outside London","30","[c]","29940","26670"
"Leaver Dept.","2022","40-49","Unknown","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Scottish Government","Outside London","15","[c]","44730","43000"
"Leaver Dept.","2022","40-49","Unknown","Welsh Government","Outside London","10","[c]","53860","47470"
"Leaver Dept.","2022","50-59","Analysis","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","Department of Health and Social Care","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Department of Health and Social Care","London","30","[c]","47360","41310"
"Leaver Dept.","2022","50-59","Commercial","Department of Health and Social Care","Outside London","25","[c]","52940","55390"
"Leaver Dept.","2022","50-59","Commercial","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","Ministry of Defence","Outside London","15","[c]","47250","40580"
"Leaver Dept.","2022","50-59","Commercial","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Department of Health and Social Care","London","25","[c]","49750","47100"
"Leaver Dept.","2022","50-59","Communications","Department of Health and Social Care","Outside London","15","[c]","41500","40120"
"Leaver Dept.","2022","50-59","Communications","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","Department for Work and Pensions","Outside London","20","[c]","28440","27570"
"Leaver Dept.","2022","50-59","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Debt","Department for Work and Pensions","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Debt","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department for Work and Pensions","Outside London","25","[c]","42250","37040"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department of Health and Social Care","London","30","[c]","51290","43460"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department of Health and Social Care","Outside London","15","[c]","40960","34180"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Department for Work and Pensions","Outside London","25","[c]","41920","37590"
"Leaver Dept.","2022","50-59","Finance","Department of Health and Social Care","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Department of Health and Social Care","Outside London","35","[c]","39410","36820"
"Leaver Dept.","2022","50-59","Finance","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Cabinet Office","London","10","[c]","67530","62840"
"Leaver Dept.","2022","50-59","Human Resources","Cabinet Office","Outside London","10","[c]","33060","32960"
"Leaver Dept.","2022","50-59","Human Resources","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Department for Work and Pensions","Outside London","20","[c]","28790","27570"
"Leaver Dept.","2022","50-59","Human Resources","Department of Health and Social Care","London","25","[c]","51270","50420"
"Leaver Dept.","2022","50-59","Human Resources","Department of Health and Social Care","Outside London","20","[c]","52730","61570"
"Leaver Dept.","2022","50-59","Human Resources","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","Attorney General's Departments","London","15","[c]","63490","70590"
"Leaver Dept.","2022","50-59","Legal","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Cabinet Office","London","55","[c]","50990","49700"
"Leaver Dept.","2022","50-59","No function","Cabinet Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Department for Business, Energy and Industrial Strategy","London","30","[c]","57930","53600"
"Leaver Dept.","2022","50-59","No function","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","31090","25060"
"Leaver Dept.","2022","50-59","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Department for Education","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Department for Education","Outside London","20","[c]","43590","36960"
"Leaver Dept.","2022","50-59","No function","Department for Environment, Food and Rural Affairs","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Department for Environment, Food and Rural Affairs","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Department for Levelling Up, Housing and Communities","London","15","[c]","51320","53130"
"Leaver Dept.","2022","50-59","No function","Department for Levelling Up, Housing and Communities","Outside London","25","[c]","45070","47660"
"Leaver Dept.","2022","50-59","No function","Department for Transport","London","25","[c]","48290","44000"
"Leaver Dept.","2022","50-59","No function","Department for Transport","Outside London","25","[c]","34370","26840"
"Leaver Dept.","2022","50-59","No function","Department for Transport","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Department for Work and Pensions","London","35","[c]","33220","31060"
"Leaver Dept.","2022","50-59","No function","Department for Work and Pensions","Outside London","345","[c]","29210","27570"
"Leaver Dept.","2022","50-59","No function","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Department of Health and Social Care","London","605","[c]","52940","47100"
"Leaver Dept.","2022","50-59","No function","Department of Health and Social Care","Outside London","745","[c]","50860","42790"
"Leaver Dept.","2022","50-59","No function","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","Ministry of Defence","Outside London","25","[c]","43780","42000"
